"Date","Country","Region","Total confirmed cases","New cases","Population Incidence Ratio","Total deaths"
"2020-04-12","Germany","Hamburg",3742,79.0,203.0,56
"2020-04-12","Germany","Hesse",5859,51.0,94.0,123
"2020-04-12","Germany","Mecklenburg-Western Pomerania",605,4.0,38.0,11
"2020-04-12","Germany","Lower Saxony",7602,259.0,95.0,189
"2020-04-12","Germany","North Rhine-Westphalia",24267,623.0,135.0,495
"2020-04-12","Germany","Rhineland-Palatinate",4734,112.0,116.0,64
"2020-04-12","Germany","Saarland",2058,42.0,208.0,43
"2020-04-12","Germany","Saxony",3600,35.0,88.0,67
"2020-04-12","Germany","Saxony-Anhalt",1166,31.0,53.0,21
"2020-04-12","Germany","Schleswig-Holstein",2118,53.0,73.0,41
"2020-04-12","Germany","Thuringia",1464,29.0,68.0,25
"2020-04-13","Germany","Baden-Württemberg",24570,492.0,222.0,677
"2020-04-13","Germany","Bavaria",33015,733.0,252.0,820
"2020-04-13","Germany","Berlin",4601,34.0,123.0,51
"2020-04-13","Germany","Brandenburg",1880,23.0,75.0,38
"2020-04-13","Germany","Bremen",486,6.0,71.0,17
"2020-04-13","Germany","Hamburg",3770,28.0,205.0,56
"2020-04-13","Germany","Hesse",6114,255.0,98.0,135
"2020-04-13","Germany","Mecklenburg-Western Pomerania",618,13.0,38.0,11
"2020-04-13","Germany","Lower Saxony",7723,121.0,97.0,201
"2020-04-13","Germany","North Rhine-Westphalia",24883,616.0,139.0,518
"2020-04-13","Germany","Rhineland-Palatinate",4810,76.0,118.0,68
"2020-04-13","Germany","Saarland",2079,21.0,210.0,44
"2020-04-13","Germany","Saxony",3655,55.0,90.0,68
"2020-04-13","Germany","Saxony-Anhalt",1193,27.0,54.0,24
"2020-04-13","Germany","Schleswig-Holstein",2134,16.0,74.0,44
"2020-04-13","Germany","Thuringia",1485,21.0,69.0,27
"2020-04-14","Germany","Baden-Württemberg",25040,470.0,226.0,711
"2020-04-14","Germany","Bavaria",33569,554.0,257.0,872
"2020-04-14","Germany","Berlin",4668,67.0,125.0,56
"2020-04-14","Germany","Brandenburg",1916,36.0,76.0,40
"2020-04-14","Germany","Bremen",492,6.0,72.0,20
"2020-04-14","Germany","Hamburg",3808,38.0,207.0,59
"2020-04-14","Germany","Hesse",6183,69.0,99.0,147
"2020-04-14","Germany","Mecklenburg-Western Pomerania",619,1.0,38.0,11
"2020-04-14","Germany","Lower Saxony",7885,162.0,99.0,211
"2020-04-14","Germany","North Rhine-Westphalia",25300,417.0,141.0,545
"2020-04-14","Germany","Rhineland-Palatinate",4880,70.0,119.0,70
"2020-04-14","Germany","Saarland",2112,33.0,213.0,52
"2020-04-14","Germany","Saxony",3751,96.0,92.0,70
"2020-04-14","Germany","Saxony-Anhalt",1207,14.0,55.0,25
"2020-04-14","Germany","Schleswig-Holstein",2164,30.0,75.0,49
"2020-04-14","Germany","Thuringia",1504,19.0,70.0,31
"2020-04-15","Germany","Baden-Württemberg",25438,398.0,230.0,767
"2020-04-15","Germany","Bavaria",34294,725.0,262.0,954
"2020-04-15","Germany","Berlin",4722,54.0,126.0,62
"2020-04-15","Germany","Brandenburg",1950,34.0,78.0,42
"2020-04-15","Germany","Bremen",500,8.0,73.0,21
"2020-04-15","Germany","Hamburg",3869,61.0,210.0,67
"2020-04-15","Germany","Hesse",6347,164.0,101.0,173
"2020-04-15","Germany","Mecklenburg-Western Pomerania",624,5.0,39.0,11
"2020-04-15","Germany","Lower Saxony",8019,134.0,100.0,224
"2020-04-15","Germany","North Rhine-Westphalia",25835,535.0,144.0,607
"2020-04-15","Germany","Rhineland-Palatinate",5004,124.0,123.0,77
"2020-04-15","Germany","Saarland",2145,33.0,217.0,58
"2020-04-15","Germany","Saxony",3819,68.0,94.0,73
"2020-04-15","Germany","Saxony-Anhalt",1223,16.0,55.0,26
"2020-04-15","Germany","Schleswig-Holstein",2245,81.0,78.0,54
"2020-04-15","Germany","Thuringia",1550,46.0,72.0,38
"2020-04-16","Germany","Baden-Württemberg",25881,443.0,234.0,802
"2020-04-16","Germany","Bavaria",35142,848.0,269.0,1
"2020-04-16","Germany","Berlin",4848,126.0,129.0,74
"2020-04-16","Germany","Brandenburg",2058,108.0,82.0,54
"2020-04-16","Germany","Bremen",507,7.0,74.0,21
"2020-04-16","Germany","Hamburg",3953,84.0,215.0,80
"2020-04-16","Germany","Hesse",6470,123.0,103.0,187
"2020-04-16","Germany","Mecklenburg-Western Pomerania",634,10.0,39.0,13
"2020-04-16","Germany","Lower Saxony",8188,169.0,103.0,248
"2020-04-16","Germany","North Rhine-Westphalia",26383,548.0,147.0,663
"2020-04-16","Germany","Rhineland-Palatinate",5087,83.0,125.0,87
"2020-04-16","Germany","Saarland",2201,56.0,222.0,71
"2020-04-16","Germany","Saxony",3955,136.0,97.0,94
"2020-04-16","Germany","Saxony-Anhalt",1248,25.0,57.0,26
"2020-04-16","Germany","Schleswig-Holstein",2294,49.0,79.0,55
"2020-04-16","Germany","Thuringia",1601,51.0,75.0,45
"2020-04-17","Germany","Baden-Württemberg",26543,662.0,240.0,872
"2020-04-17","Germany","Bavaria",36027,885.0,276.0,1
"2020-04-17","Germany","Berlin",4945,97.0,132.0,84
"2020-04-17","Germany","Brandenburg",2120,62.0,84.0,60
"2020-04-17","Germany","Bremen",556,49.0,81.0,22
"2020-04-17","Germany","Hamburg",4005,52.0,218.0,84
"2020-04-17","Germany","Hesse",6705,235.0,107.0,197
"2020-04-17","Germany","Mecklenburg-Western Pomerania",634,0.0,39.0,13
"2020-04-17","Germany","Lower Saxony",8442,254.0,106.0,274
"2020-04-17","Germany","North Rhine-Westphalia",27030,647.0,151.0,726
"2020-04-17","Germany","Rhineland-Palatinate",5211,124.0,128.0,92
"2020-04-17","Germany","Saarland",2254,53.0,228.0,76
"2020-04-17","Germany","Saxony",4048,93.0,99.0,95
"2020-04-17","Germany","Saxony-Anhalt",1279,31.0,58.0,28
"2020-04-17","Germany","Schleswig-Holstein",2349,55.0,81.0,59
"2020-04-17","Germany","Thuringia",1682,81.0,78.0,49
"2020-04-18","Germany","Baden-Württemberg",27258,715.0,246.0,919
"2020-04-18","Germany","Bavaria",36881,854.0,282.0,1
"2020-04-18","Germany","Berlin",5066,121.0,135.0,91
"2020-04-18","Germany","Brandenburg",2161,41.0,86.0,62
"2020-04-18","Germany","Bremen",567,11.0,83.0,24
"2020-04-18","Germany","Hamburg",4118,113.0,224.0,90
"2020-04-18","Germany","Hesse",6916,211.0,110.0,212
"2020-04-18","Germany","Mecklenburg-Western Pomerania",645,11.0,40.0,14
"2020-04-18","Germany","Lower Saxony",8649,207.0,108.0,281
"2020-04-18","Germany","North Rhine-Westphalia",28006,976.0,156.0,791
"2020-04-18","Germany","Rhineland-Palatinate",5324,113.0,130.0,99
"2020-04-18","Germany","Saarland",2289,35.0,231.0,86
"2020-04-18","Germany","Saxony",4140,92.0,102.0,103
"2020-04-18","Germany","Saxony-Anhalt",1315,36.0,60.0,29
"2020-04-18","Germany","Schleswig-Holstein",2387,38.0,82.0,61
"2020-04-18","Germany","Thuringia",1716,35.0,80.0,50
"2020-04-19","Germany","Baden-Württemberg",27883,625.0,252.0,968
"2020-04-19","Germany","Bavaria",37407,526.0,286.0,1
"2020-04-19","Germany","Berlin",5159,93.0,138.0,92
"2020-04-19","Germany","Brandenburg",2221,60.0,88.0,66
"2020-04-19","Germany","Bremen",585,18.0,86.0,25
"2020-04-19","Germany","Hamburg",4167,49.0,226.0,91
"2020-04-19","Germany","Hesse",7108,192.0,113.0,230
"2020-04-19","Germany","Mecklenburg-Western Pomerania",651,6.0,40.0,15
"2020-04-19","Germany","Lower Saxony",8797,148.0,110.0,288
"2020-04-19","Germany","North Rhine-Westphalia",28471,465.0,159.0,814
"2020-04-19","Germany","Rhineland-Palatinate",5432,108.0,133.0,106
"2020-04-19","Germany","Saarland",2303,14.0,233.0,91
"2020-04-19","Germany","Saxony",4190,50.0,103.0,107
"2020-04-19","Germany","Saxony-Anhalt",1350,35.0,61.0,30
"2020-04-19","Germany","Schleswig-Holstein",2417,30.0,83.0,62
"2020-04-19","Germany","Thuringia",1756,39.0,82.0,53
"2020-04-20","Germany","Baden-Württemberg",28253,370.0,255.0,982
"2020-04-20","Germany","Bavaria",37849,442.0,289.0,1
"2020-04-20","Germany","Berlin",5196,37.0,139.0,94
"2020-04-20","Germany","Brandenburg",2238,17.0,89.0,66
"2020-04-20","Germany","Bremen",604,19.0,88.0,25
"2020-04-20","Germany","Hamburg",4185,18.0,227.0,91
"2020-04-20","Germany","Hesse",7177,69.0,115.0,240
"2020-04-20","Germany","Mecklenburg-Western Pomerania",653,2.0,41.0,15
"2020-04-20","Germany","Lower Saxony",8900,103.0,111.0,291
"2020-04-20","Germany","North Rhine-Westphalia",28971,500.0,162.0,857
"2020-04-20","Germany","Rhineland-Palatinate",5523,91.0,135.0,107
"2020-04-20","Germany","Saarland",2314,11.0,234.0,91
"2020-04-20","Germany","Saxony",4229,39.0,104.0,109
"2020-04-20","Germany","Saxony-Anhalt",1369,19.0,62.0,30
"2020-04-20","Germany","Schleswig-Holstein",2426,9.0,84.0,67
"2020-04-20","Germany","Thuringia",1785,29.0,83.0,53
"2020-04-21","Germany","Baden-Württemberg",28712,459.0,259.0,1
"2020-04-21","Germany","Bavaria",38310,461.0,293.0,1
"2020-04-21","Germany","Berlin",5237,41.0,140.0,97
"2020-04-21","Germany","Brandenburg",2275,37.0,91.0,67
"2020-04-21","Germany","Bremen",609,5.0,89.0,25
"2020-04-21","Germany","Hamburg",4204,19.0,228.0,91
"2020-04-21","Germany","Hesse",7231,54.0,115.0,251
"2020-04-21","Germany","Mecklenburg-Western Pomerania",655,2.0,41.0,15
"2020-04-21","Germany","Lower Saxony",9097,198.0,114.0,306
"2020-04-21","Germany","North Rhine-Westphalia",29389,418.0,164.0,896
"2020-04-21","Germany","Rhineland-Palatinate",5561,38.0,136.0,116
"2020-04-21","Germany","Saarland",2328,14.0,235.0,93
"2020-04-21","Germany","Saxony",4253,24.0,104.0,117
"2020-04-21","Germany","Saxony-Anhalt",1383,14.0,63.0,32
"2020-04-21","Germany","Schleswig-Holstein",2414,-12.0,83.0,70
"2020-04-21","Germany","Thuringia",1798,13.0,84.0,55
"2020-04-22","Germany","Baden-Württemberg",28898,186.0,261.0,1
"2020-04-22","Germany","Bavaria",38814,504.0,297.0,1
"2020-04-22","Germany","Berlin",5312,75.0,142.0,105
"2020-04-22","Germany","Brandenburg",2389,114.0,95.0,74
"2020-04-22","Germany","Bremen",624,15.0,91.0,26
"2020-04-22","Germany","Hamburg",4204,0.0,228.0,91
"2020-04-22","Germany","Hesse",7380,149.0,118.0,265
"2020-04-22","Germany","Mecklenburg-Western Pomerania",656,1.0,41.0,15
"2020-04-22","Germany","Lower Saxony",9236,138.0,116.0,328
"2020-04-22","Germany","North Rhine-Westphalia",30185,796.0,168.0,964
"2020-04-22","Germany","Rhineland-Palatinate",5593,32.0,137.0,122
"2020-04-22","Germany","Saarland",2367,39.0,239.0,97
"2020-04-22","Germany","Saxony",4273,20.0,105.0,122
"2020-04-22","Germany","Saxony-Anhalt",1395,12.0,63.0,33
"2020-04-22","Germany","Schleswig-Holstein",2496,82.0,86.0,79
"2020-04-22","Germany","Thuringia",1872,74.0,87.0,71
"2020-04-23","Germany","Baden-Württemberg",29443,545.0,266.0,1
"2020-04-23","Germany","Bavaria",39395,581.0,301.0,1
"2020-04-23","Germany","Berlin",5324,12.0,142.0,105
"2020-04-23","Germany","Brandenburg",2447,58.0,97.0,84
"2020-04-23","Germany","Bremen",672,48.0,98.0,27
"2020-04-23","Germany","Hamburg",4286,82.0,233.0,113
"2020-04-23","Germany","Hesse",7593,213.0,121.0,286
"2020-04-23","Germany","Mecklenburg-Western Pomerania",659,3.0,41.0,15
"2020-04-23","Germany","Lower Saxony",9391,155.0,116.0,340
"2020-04-23","Germany","North Rhine-Westphalia",30584,399.0,171.0,999
"2020-04-23","Germany","Rhineland-Palatinate",5643,50.0,138.0,131
"2020-04-23","Germany","Saarland",2395,28.0,242.0,99
"2020-04-23","Germany","Saxony",4327,54.0,106.0,127
"2020-04-23","Germany","Saxony-Anhalt",1425,30.0,65.0,34
"2020-04-23","Germany","Schleswig-Holstein",2530,34.0,87.0,84
"2020-04-23","Germany","Thuringia",1932,60.0,90.0,61
"2020-04-24","Germany","Baden-Württemberg",29791,349.0,269.0,1
"2020-04-24","Germany","Bavaria",39939,544.0,305.0,1
"2020-04-24","Germany","Berlin",5459,135.0,146.0,112
"2020-04-24","Germany","Brandenburg",2536,89.0,101.0,90
"2020-04-24","Germany","Bremen",707,35.0,104.0,27
"2020-04-24","Germany","Hamburg",4358,72.0,237.0,122
"2020-04-24","Germany","Hesse",7712,119.0,123.0,296
"2020-04-24","Germany","Mecklenburg-Western Pomerania",661,2.0,41.0,16
"2020-04-24","Germany","Lower Saxony",9544,153.0,120.0,364
"2020-04-24","Germany","North Rhine-Westphalia",31105,522.0,173.0,1
"2020-04-24","Germany","Rhineland-Palatinate",5731,88.0,140.0,136
"2020-04-24","Germany","Saarland",2445,50.0,247.0,105
"2020-04-24","Germany","Saxony",4377,50.0,107.0,135
"2020-04-24","Germany","Saxony-Anhalt",1436,11.0,65.0,35
"2020-04-24","Germany","Schleswig-Holstein",2557,27.0,88.0,88
"2020-04-24","Germany","Thuringia",2023,91.0,94.0,65
"2020-04-25","Germany","Baden-Württemberg",30169,377.0,273.0,1
"2020-04-25","Germany","Bavaria",40547,608.0,310.0,1
"2020-04-25","Germany","Berlin",5525,66.0,147.0,113
"2020-04-25","Germany","Brandenburg",2627,91.0,105.0,97
"2020-04-25","Germany","Bremen",719,12.0,105.0,27
"2020-04-25","Germany","Hamburg",4400,42.0,239.0,139
"2020-04-25","Germany","Hesse",7837,125.0,125.0,305
"2020-04-25","Germany","Mecklenburg-Western Pomerania",667,6.0,41.0,16
"2020-04-25","Germany","Lower Saxony",9691,147.0,121.0,377
"2020-04-25","Germany","North Rhine-Westphalia",31465,359.0,175.0,1
"2020-04-25","Germany","Rhineland-Palatinate",5767,36.0,141.0,138
"2020-04-25","Germany","Saarland",2468,23.0,249.0,107
"2020-04-25","Germany","Saxony",4406,29.0,108.0,141
"2020-04-25","Germany","Saxony-Anhalt",1480,44.0,67.0,35
"2020-04-25","Germany","Schleswig-Holstein",2612,55.0,90.0,95
"2020-04-25","Germany","Thuringia",2058,35.0,96.0,71
"2020-04-26","Germany","Baden-Württemberg",30761,592.0,278.0,1
"2020-04-26","Germany","Bavaria",40912,365.0,313.0,1
"2020-04-26","Germany","Berlin",5600,75.0,149.0,123
"2020-04-26","Germany","Brandenburg",2694,67.0,107.0,100
"2020-04-26","Germany","Bremen",739,20.0,108.0,27
"2020-04-26","Germany","Hamburg",4428,29.0,241.0,140
"2020-04-26","Germany","Hesse",7946,109.0,127.0,315
"2020-04-26","Germany","Mecklenburg-Western Pomerania",673,6.0,42.0,16
"2020-04-26","Germany","Lower Saxony",9785,94.0,123.0,384
"2020-04-26","Germany","North Rhine-Westphalia",31669,204.0,177.0,1
"2020-04-26","Germany","Rhineland-Palatinate",5835,68.0,143.0,147
"2020-04-26","Germany","Saarland",2481,14.0,251.0,107
"2020-04-26","Germany","Saxony",4428,22.0,109.0,147
"2020-04-26","Germany","Saxony-Anhalt",1494,14.0,68.0,36
"2020-04-26","Germany","Schleswig-Holstein",2630,18.0,91.0,96
"2020-04-26","Germany","Thuringia",2098,40.0,98.0,73
"2020-04-27","Germany","Baden-Württemberg",31043,282.0,280.0,1
"2020-04-27","Germany","Bavaria",41070,158.0,314.0,1
"2020-04-27","Germany","Berlin",5638,38.0,150.0,125
"2020-04-27","Germany","Brandenburg",2721,27.0,108.0,100
"2020-04-27","Germany","Bremen",754,15.0,110.0,27
"2020-04-27","Germany","Hamburg",4475,46.0,243.0,142
"2020-04-27","Germany","Hesse",7979,33.0,127.0,320
"2020-04-27","Germany","Mecklenburg-Western Pomerania",674,1.0,42.0,16
"2020-04-27","Germany","Lower Saxony",9847,62.0,123.0,391
"2020-04-27","Germany","North Rhine-Westphalia",31879,210.0,178.0,1
"2020-04-27","Germany","Rhineland-Palatinate",5879,44.0,144.0,152
"2020-04-27","Germany","Saarland",2503,21.0,253.0,121
"2020-04-27","Germany","Saxony",4458,30.0,109.0,147
"2020-04-27","Germany","Saxony-Anhalt",1515,21.0,69.0,36
"2020-04-27","Germany","Schleswig-Holstein",2638,8.0,91.0,98
"2020-04-27","Germany","Thuringia",2120,22.0,99.0,74
"2020-04-28","Germany","Baden-Württemberg",31195,153.0,282.0,1
"2020-04-28","Germany","Bavaria",41406,336.0,317.0,1
"2020-04-28","Germany","Berlin",5669,31.0,151.0,127
"2020-04-28","Germany","Brandenburg",2747,26.0,109.0,106
"2020-04-28","Germany","Bremen",759,5.0,111.0,27
"2020-04-28","Germany","Hamburg",4505,30.0,245.0,142
"2020-04-28","Germany","Hesse",8026,47.0,128.0,333
"2020-04-28","Germany","Mecklenburg-Western Pomerania",675,1.0,42.0,17
"2020-04-28","Germany","Lower Saxony",9926,79.0,124.0,394
"2020-04-28","Germany","North Rhine-Westphalia",3218,305.0,179.0,1
"2020-04-28","Germany","Rhineland-Palatinate",5928,49.0,145.0,157
"2020-04-28","Germany","Saarland",2509,6.0,253.0,123
"2020-04-28","Germany","Saxony",4490,32.0,110.0,148
"2020-04-28","Germany","Saxony-Anhalt",1520,5.0,69.0,39
"2020-04-28","Germany","Schleswig-Holstein",2653,15.0,92.0,101
"2020-04-28","Germany","Thuringia",2144,24.0,100.0,78
"2020-04-29","Germany","Baden-Württemberg",31336,140.0,283.0,1
"2020-04-29","Germany","Bavaria",41830,424.0,320.0,1
"2020-04-29","Germany","Berlin",5734,65.0,153.0,137
"2020-04-29","Germany","Brandenburg",2768,21.0,110.0,109
"2020-04-29","Germany","Bremen",797,38.0,117.0,29
"2020-04-29","Germany","Hamburg",4525,20.0,246.0,153
"2020-04-29","Germany","Hesse",8183,158.0,131.0,346
"2020-04-29","Germany","Mecklenburg-Western Pomerania",687,12.0,43.0,17
"2020-04-29","Germany","Lower Saxony",9972,46.0,125.0,406
"2020-04-29","Germany","North Rhine-Westphalia",32429,245.0,181.0,1
"2020-04-29","Germany","Rhineland-Palatinate",5982,54.0,146.0,161
"2020-04-29","Germany","Saarland",2514,5.0,254.0,129
"2020-04-29","Germany","Saxony",4508,19.0,111.0,153
"2020-04-29","Germany","Saxony-Anhalt",1525,5.0,69.0,39
"2020-04-29","Germany","Schleswig-Holstein",2679,26.0,92.0,103
"2020-04-29","Germany","Thuringia",2170,26.0,101.0,80
"2020-04-30","Germany","Baden-Württemberg",31609,273.0,286.0,1
"2020-04-30","Germany","Bavaria",42080,250.0,322.0,1
"2020-04-30","Germany","Berlin",5827,93.0,155.0,147
"2020-04-30","Germany","Brandenburg",2831,63.0,113.0,113
"2020-04-30","Germany","Bremen",827,30.0,121.0,29
"2020-04-30","Germany","Hamburg",4562,37.0,248.0,155
"2020-04-30","Germany","Hesse",8304,120.0,133.0,353
"2020-04-30","Germany","Mecklenburg-Western Pomerania",690,3.0,43.0,17
"2020-04-30","Germany","Lower Saxony",10067,95.0,126.0,416
"2020-04-30","Germany","North Rhine-Westphalia",32686,258.0,182.0,1
"2020-04-30","Germany","Rhineland-Palatinate",6029,47.0,148.0,166
"2020-04-30","Germany","Saarland",2552,38.0,258.0,131
"2020-04-30","Germany","Saxony",4561,52.0,112.0,156
"2020-04-30","Germany","Saxony-Anhalt",1549,24.0,70.0,43
"2020-04-30","Germany","Schleswig-Holstein",2690,11.0,93.0,106
"2020-04-30","Germany","Thuringia",2254,84.0,105.0,85
"2020-05-01","Germany","Baden-Württemberg",31919,310.0,288.0,1
"2020-05-01","Germany","Bavaria",42489,409.0,325.0,1
"2020-05-01","Germany","Berlin",5887,60.0,157.0,149
"2020-05-01","Germany","Brandenburg",2872,41.0,114.0,120
"2020-05-01","Germany","Bremen",859,32.0,126.0,30
"2020-05-01","Germany","Hamburg",4604,42.0,250.0,163
"2020-05-01","Germany","Hesse",8376,72.0,134.0,360
"2020-05-01","Germany","Mecklenburg-Western Pomerania",693,3.0,43.0,18
"2020-05-01","Germany","Lower Saxony",10141,74.0,127.0,429
"2020-05-01","Germany","North Rhine-Westphalia",33058,371.0,184.0,1
"2020-05-01","Germany","Rhineland-Palatinate",6086,57.0,149.0,172
"2020-05-01","Germany","Saarland",2581,29.0,261.0,135
"2020-05-01","Germany","Saxony",4592,31.0,113.0,162
"2020-05-01","Germany","Saxony-Anhalt",1564,15.0,71.0,44
"2020-05-01","Germany","Schleswig-Holstein",2714,24.0,94.0,110
"2020-05-01","Germany","Thuringia",2323,69.0,108.0,93
"2020-05-02","Germany","Baden-Württemberg",32146,227.0,290.0,1
"2020-05-02","Germany","Bavaria",42658,169.0,326.0,1
"2020-05-02","Germany","Berlin",5943,56.0,159.0,152
"2020-05-02","Germany","Brandenburg",2886,14.0,115.0,122
"2020-05-02","Germany","Bremen",871,12.0,128.0,30
"2020-05-02","Germany","Hamburg",4609,5.0,250.0,163
"2020-05-02","Germany","Hesse",8486,110.0,135.0,364
"2020-05-02","Germany","Mecklenburg-Western Pomerania",695,2.0,43.0,18
"2020-05-02","Germany","Lower Saxony",10245,105.0,128.0,451
"2020-05-02","Germany","North Rhine-Westphalia",33216,158.0,185.0,1
"2020-05-02","Germany","Rhineland-Palatinate",6099,13.0,149.0,173
"2020-05-02","Germany","Saarland",2597,16.0,262.0,135
"2020-05-02","Germany","Saxony",4617,25.0,113.0,163
"2020-05-02","Germany","Saxony-Anhalt",1571,7.0,71.0,44
"2020-05-02","Germany","Schleswig-Holstein",2728,14.0,94.0,112
"2020-05-02","Germany","Thuringia",2335,12.0,109.0,93
