"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-29","United Kingdom","England",151856,29,34010.0,300.0
"2020-05-28","United Kingdom","England",151827,163,33710.0,348.0
"2020-05-27","United Kingdom","England",151664,425,33362.0,383.0
"2020-05-26","United Kingdom","England",151239,525,32979.0,115.0
"2020-05-25","United Kingdom","England",150714,514,32864.0,104.0
"2020-05-24","United Kingdom","England",150200,387,32760.0,94.0
"2020-05-23","United Kingdom","England",149813,455,32666.0,249.0
"2020-05-22","United Kingdom","England",149358,701,32417.0,300.0
"2020-05-21","United Kingdom","England",148657,748,32117.0,274.0
"2020-05-20","United Kingdom","England",147909,823,31843.0,313.0
"2020-05-19","United Kingdom","England",147086,1039,31530.0,520.0
"2020-05-18","United Kingdom","England",146047,947,31010.0,144.0
"2020-05-17","United Kingdom","England",145100,637,30866.0,113.0
"2020-05-16","United Kingdom","England",144463,642,30753.0,389.0
"2020-05-15","United Kingdom","England",143821,911,30364.0,336.0
"2020-05-14","United Kingdom","England",142910,913,30028.0,355.0
"2020-05-13","United Kingdom","England",141997,1079,29673.0,413.0
"2020-05-12","United Kingdom","England",140918,1098,29260.0,603.0
"2020-05-11","United Kingdom","England",139820,1231,28657.0,190.0
"2020-05-10","United Kingdom","England",138589,720,28467.0,217.0
"2020-05-09","United Kingdom","England",137869,893,28250.0,283.0
"2020-05-08","United Kingdom","England",136976,1017,27967.0,535.0
"2020-05-07","United Kingdom","England",135959,1438,27432.0,424.0
"2020-05-06","United Kingdom","England",134521,1427,27008.0,567.0
"2020-05-05","United Kingdom","England",133094,1596,26441.0,656.0
"2020-05-04","United Kingdom","England",131498,1619,25785.0,257.0
"2020-05-03","United Kingdom","England",129879,956,25528.0,246.0
"2020-05-02","United Kingdom","England",128923,1244,25282.0,519.0
"2020-05-01","United Kingdom","England",127679,1956,24763.0,653.0
"2020-04-30","United Kingdom","England",125723,2116,24110.0,560.0
"2020-04-29","United Kingdom","England",123607,2344,23550.0,632.0
