"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-22","United Kingdom","England",148724.0,48.0,32417.0,300.0
"2020-05-21","United Kingdom","England",148676.0,266.0,32117.0,274.0
"2020-05-20","United Kingdom","England",148410.0,676.0,31843.0,313.0
"2020-05-19","United Kingdom","England",147734.0,1047.0,31530.0,520.0
"2020-05-18","United Kingdom","England",146687.0,989.0,31010.0,144.0
"2020-05-17","United Kingdom","England",145698.0,647.0,30866.0,113.0
"2020-05-16","United Kingdom","England",145051.0,662.0,30753.0,389.0
"2020-05-15","United Kingdom","England",144389.0,926.0,30364.0,336.0
"2020-05-14","United Kingdom","England",143463.0,938.0,30028.0,355.0
"2020-05-13","United Kingdom","England",142525.0,1085.0,29673.0,413.0
"2020-05-12","United Kingdom","England",141440.0,1111.0,29260.0,603.0
"2020-05-11","United Kingdom","England",140329.0,1276.0,28657.0,190.0
"2020-05-10","United Kingdom","England",139053.0,732.0,28467.0,217.0
"2020-05-09","United Kingdom","England",138321.0,908.0,28250.0,283.0
"2020-05-08","United Kingdom","England",137413.0,1042.0,27967.0,535.0
"2020-05-07","United Kingdom","England",136371.0,1475.0,27432.0,424.0
"2020-05-06","United Kingdom","England",134896.0,1462.0,27008.0,567.0
"2020-05-05","United Kingdom","England",133434.0,1627.0,26441.0,656.0
"2020-05-04","United Kingdom","England",131807.0,1657.0,25785.0,257.0
"2020-05-03","United Kingdom","England",130150.0,979.0,25528.0,246.0
"2020-05-02","United Kingdom","England",129171.0,1258.0,25282.0,519.0
"2020-05-01","United Kingdom","England",127913.0,1972.0,24763.0,653.0
"2020-04-30","United Kingdom","England",125941.0,2125.0,24110.0,560.0
"2020-04-29","United Kingdom","England",123816.0,2370.0,23550.0,632.0
"2020-04-28","United Kingdom","England",121446.0,2293.0,22918.0,869.0
"2020-04-27","United Kingdom","England",119153.0,2217.0,22049.0,307.0
"2020-04-26","United Kingdom","England",116936.0,1395.0,21742.0,343.0
"2020-04-25","United Kingdom","England",115541.0,1811.0,21399.0,741.0
"2020-04-24","United Kingdom","England",113730.0,2773.0,20658.0,824.0
"2020-04-23","United Kingdom","England",110957.0,2757.0,19834.0,603.0
"2020-04-22","United Kingdom","England",108200.0,2765.0,19231.0,739.0
"2020-04-21","United Kingdom","England",105435.0,2995.0,18492.0,1122.0
"2020-04-20","United Kingdom","England",102440.0,3077.0,17370.0,539.0
"2020-04-19","United Kingdom","England",99363.0,2081.0,16831.0,384.0
"2020-04-18","United Kingdom","England",97282.0,2573.0,16447.0,1011.0
"2020-04-17","United Kingdom","England",94709.0,3439.0,15436.0,826.0
