"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-24","United Kingdom","England",149802,18,32760.0,94.0
"2020-05-23","United Kingdom","England",149784,152,32666.0,249.0
"2020-05-22","United Kingdom","England",149632,489,32417.0,300.0
"2020-05-21","United Kingdom","England",149143,628,32117.0,274.0
"2020-05-20","United Kingdom","England",148515,802,31843.0,313.0
"2020-05-19","United Kingdom","England",147713,1072,31530.0,520.0
"2020-05-18","United Kingdom","England",146641,976,31010.0,144.0
"2020-05-17","United Kingdom","England",145665,646,30866.0,113.0
"2020-05-16","United Kingdom","England",145019,653,30753.0,389.0
"2020-05-15","United Kingdom","England",144366,919,30364.0,336.0
"2020-05-14","United Kingdom","England",143447,922,30028.0,355.0
"2020-05-13","United Kingdom","England",142525,1074,29673.0,413.0
"2020-05-12","United Kingdom","England",141451,1099,29260.0,603.0
"2020-05-11","United Kingdom","England",140352,1242,28657.0,190.0
"2020-05-10","United Kingdom","England",139110,723,28467.0,217.0
"2020-05-09","United Kingdom","England",138387,892,28250.0,283.0
"2020-05-08","United Kingdom","England",137495,1025,27967.0,535.0
"2020-05-07","United Kingdom","England",136470,1448,27432.0,424.0
"2020-05-06","United Kingdom","England",135022,1441,27008.0,567.0
"2020-05-05","United Kingdom","England",133581,1618,26441.0,656.0
"2020-05-04","United Kingdom","England",131963,1637,25785.0,257.0
"2020-05-03","United Kingdom","England",130326,973,25528.0,246.0
"2020-05-02","United Kingdom","England",129353,1255,25282.0,519.0
"2020-05-01","United Kingdom","England",128098,1965,24763.0,653.0
"2020-04-30","United Kingdom","England",126133,2122,24110.0,560.0
"2020-04-29","United Kingdom","England",124011,2371,23550.0,632.0
"2020-04-28","United Kingdom","England",121640,2300,22918.0,869.0
"2020-04-27","United Kingdom","England",119340,2225,22049.0,307.0
"2020-04-26","United Kingdom","England",117115,1402,21742.0,343.0
"2020-04-25","United Kingdom","England",115713,1817,21399.0,741.0
"2020-04-24","United Kingdom","England",113896,2779,20658.0,824.0
"2020-04-23","United Kingdom","England",111117,2765,19834.0,603.0
"2020-04-22","United Kingdom","England",108352,2781,19231.0,739.0
"2020-04-21","United Kingdom","England",105571,2997,18492.0,1122.0
"2020-04-20","United Kingdom","England",102574,3085,17370.0,539.0
"2020-04-19","United Kingdom","England",99489,2089,16831.0,384.0
"2020-04-18","United Kingdom","England",97400,2576,16447.0,1011.0
"2020-04-17","United Kingdom","England",94824,3445,15436.0,826.0
"2020-04-16","United Kingdom","England",91379,3448,14610.0,907.0
"2020-04-15","United Kingdom","England",87931,3627,13703.0,732.0
"2020-04-14","United Kingdom","England",84304,3445,12971.0,1010.0
