"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-04-07","United Kingdom","England",50639,228,5655.0,758.0
"2020-04-06","United Kingdom","England",50411,1124,4897.0,403.0
"2020-04-05","United Kingdom","England",49287,2111,4494.0,555.0
"2020-04-04","United Kingdom","England",47176,2917,3939.0,637.0
"2020-04-03","United Kingdom","England",44259,3808,3302.0,604.0
"2020-04-02","United Kingdom","England",40451,3837,2698.0,532.0
"2020-04-01","United Kingdom","England",36614,4050,2166.0,515.0
"2020-03-31","United Kingdom","England",32564,3744,1651.0,367.0
"2020-03-30","United Kingdom","England",28820,3468,1284.0,159.0
"2020-03-29","United Kingdom","England",25352,2425,1125.0,199.0
"2020-03-28","United Kingdom","England",22927,2360,926.0,247.0
"2020-03-27","United Kingdom","England",20567,2665,679.0,""
"2020-03-26","United Kingdom","England",17902,2619,"",""
"2020-03-25","United Kingdom","England",15283,2236,"",""
"2020-03-24","United Kingdom","England",13047,2019,"",""
"2020-03-23","United Kingdom","England",11028,2003,"",""
"2020-03-22","United Kingdom","England",9025,1204,"",""
"2020-03-21","United Kingdom","England",7821,1034,"",""
"2020-03-20","United Kingdom","England",6787,1073,"",""
"2020-03-19","United Kingdom","England",5714,927,"",""
"2020-03-18","United Kingdom","England",4787,899,"",""
"2020-03-17","United Kingdom","England",3888,675,"",""
"2020-03-16","United Kingdom","England",3213,544,"",""
"2020-03-15","United Kingdom","England",2669,397,"",""
"2020-03-14","United Kingdom","England",2272,317,"",""
"2020-03-13","United Kingdom","England",1955,389,"",""
"2020-03-12","United Kingdom","England",1566,417,"",""
"2020-03-11","United Kingdom","England",1149,361,"",""
"2020-03-10","United Kingdom","England",788,222,"",""
"2020-03-09","United Kingdom","England",566,125,"",""
"2020-03-08","United Kingdom","England",441,50,"",""
"2020-03-07","United Kingdom","England",391,47,"",""
"2020-03-06","United Kingdom","England",344,74,"",""
"2020-03-05","United Kingdom","England",270,47,"",""
"2020-03-04","United Kingdom","England",223,48,"",""
"2020-03-03","United Kingdom","England",175,52,"",""
"2020-03-02","United Kingdom","England",123,40,"",""
"2020-03-01","United Kingdom","England",83,30,"",""
"2020-02-29","United Kingdom","England",53,3,"",""
"2020-02-28","United Kingdom","England",50,11,"",""
"2020-02-27","United Kingdom","England",39,6,"",""
"2020-02-26","United Kingdom","England",33,3,"",""
"2020-02-25","United Kingdom","England",30,3,"",""
"2020-02-24","United Kingdom","England",27,1,"",""
"2020-02-23","United Kingdom","England",26,5,"",""
"2020-02-21","United Kingdom","England",21,1,"",""
"2020-02-19","United Kingdom","England",20,1,"",""
"2020-02-13","United Kingdom","England",19,1,"",""
"2020-02-12","United Kingdom","England",18,1,"",""
"2020-02-11","United Kingdom","England",17,1,"",""
"2020-02-09","United Kingdom","England",16,1,"",""
"2020-02-08","United Kingdom","England",15,4,"",""
"2020-02-05","United Kingdom","England",11,1,"",""
"2020-02-03","United Kingdom","England",10,6,"",""
"2020-01-31","United Kingdom","England",4,1,"",""
"2020-01-30","United Kingdom","England",3,2,"",""
"2020-01-03","United Kingdom","England",1,1,"",""
