"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-05","United Kingdom","England",154680,32,35948.0,343.0
"2020-06-04","United Kingdom","England",154648,142,35605.0,149.0
"2020-06-03","United Kingdom","England",154506,367,35456.0,328.0
"2020-06-02","United Kingdom","England",154139,451,35128.0,315.0
"2020-06-01","United Kingdom","England",153688,445,34813.0,96.0
"2020-05-31","United Kingdom","England",153243,304,34717.0,81.0
"2020-05-30","United Kingdom","England",152939,343,34636.0,194.0
"2020-05-29","United Kingdom","England",152596,438,34442.0,349.0
"2020-05-28","United Kingdom","England",152158,450,34093.0,384.0
"2020-05-27","United Kingdom","England",151708,545,33709.0,405.0
"2020-05-26","United Kingdom","England",151163,540,33304.0,117.0
"2020-05-25","United Kingdom","England",150623,510,33187.0,104.0
"2020-05-24","United Kingdom","England",150113,385,33083.0,417.0
"2020-05-23","United Kingdom","England",149728,456,32666.0,249.0
"2020-05-22","United Kingdom","England",149272,701,32417.0,300.0
"2020-05-21","United Kingdom","England",148571,743,32117.0,274.0
"2020-05-20","United Kingdom","England",147828,822,31843.0,313.0
"2020-05-19","United Kingdom","England",147006,1025,31530.0,520.0
"2020-05-18","United Kingdom","England",145981,934,31010.0,144.0
"2020-05-17","United Kingdom","England",145047,635,30866.0,113.0
"2020-05-16","United Kingdom","England",144412,636,30753.0,389.0
"2020-05-15","United Kingdom","England",143776,903,30364.0,336.0
"2020-05-14","United Kingdom","England",142873,899,30028.0,355.0
"2020-05-13","United Kingdom","England",141974,1075,29673.0,413.0
"2020-05-12","United Kingdom","England",140899,1096,29260.0,603.0
"2020-05-11","United Kingdom","England",139803,1230,28657.0,190.0
"2020-05-10","United Kingdom","England",138573,726,28467.0,217.0
"2020-05-09","United Kingdom","England",137847,888,28250.0,283.0
"2020-05-08","United Kingdom","England",136959,1017,27967.0,535.0
"2020-05-07","United Kingdom","England",135942,1436,27432.0,424.0
"2020-05-06","United Kingdom","England",134506,1423,27008.0,567.0
"2020-05-05","United Kingdom","England",133083,1594,26441.0,656.0
"2020-05-04","United Kingdom","England",131489,1611,25785.0,257.0
"2020-05-03","United Kingdom","England",129878,961,25528.0,246.0
"2020-05-02","United Kingdom","England",128917,1241,25282.0,519.0
"2020-05-01","United Kingdom","England",127676,1947,24763.0,653.0
"2020-04-30","United Kingdom","England",125729,2120,24110.0,560.0
"2020-04-29","United Kingdom","England",123609,2337,23550.0,632.0
"2020-04-28","United Kingdom","England",121272,2274,22918.0,869.0
"2020-04-27","United Kingdom","England",118998,2222,22049.0,307.0
"2020-04-26","United Kingdom","England",116776,1405,21742.0,343.0
"2020-04-25","United Kingdom","England",115371,1808,21399.0,741.0
"2020-04-24","United Kingdom","England",113563,2770,20658.0,824.0
"2020-04-23","United Kingdom","England",110793,2761,19834.0,603.0
"2020-04-22","United Kingdom","England",108032,2760,19231.0,739.0
"2020-04-21","United Kingdom","England",105272,2985,18492.0,1122.0
"2020-04-20","United Kingdom","England",102287,3078,17370.0,539.0
"2020-04-19","United Kingdom","England",99209,2082,16831.0,384.0
"2020-04-18","United Kingdom","England",97127,2575,16447.0,1011.0
