"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-18","United Kingdom","England",144984.0,79.0,31010.0,144.0
"2020-05-17","United Kingdom","England",144905.0,241.0,30866.0,113.0
"2020-05-16","United Kingdom","England",144664.0,529.0,30753.0,389.0
"2020-05-15","United Kingdom","England",144135.0,800.0,30364.0,336.0
"2020-05-14","United Kingdom","England",143335.0,861.0,30028.0,355.0
"2020-05-13","United Kingdom","England",142474.0,1058.0,29673.0,413.0
"2020-05-12","United Kingdom","England",141416.0,1097.0,29260.0,603.0
"2020-05-11","United Kingdom","England",140319.0,1252.0,28657.0,190.0
"2020-05-10","United Kingdom","England",139067.0,735.0,28467.0,217.0
"2020-05-09","United Kingdom","England",138332.0,901.0,28250.0,283.0
"2020-05-08","United Kingdom","England",137431.0,1038.0,27967.0,535.0
"2020-05-07","United Kingdom","England",136393.0,1471.0,27432.0,424.0
"2020-05-06","United Kingdom","England",134922.0,1453.0,27008.0,567.0
"2020-05-05","United Kingdom","England",133469.0,1627.0,26441.0,656.0
"2020-05-04","United Kingdom","England",131842.0,1669.0,25785.0,257.0
"2020-05-03","United Kingdom","England",130173.0,981.0,25528.0,246.0
"2020-05-02","United Kingdom","England",129192.0,1267.0,25282.0,519.0
"2020-05-01","United Kingdom","England",127925.0,1970.0,24763.0,653.0
"2020-04-30","United Kingdom","England",125955.0,2124.0,24110.0,560.0
"2020-04-29","United Kingdom","England",123831.0,2377.0,23550.0,632.0
"2020-04-28","United Kingdom","England",121454.0,2289.0,22918.0,869.0
"2020-04-27","United Kingdom","England",119165.0,2224.0,22049.0,307.0
"2020-04-26","United Kingdom","England",116941.0,1398.0,21742.0,343.0
"2020-04-25","United Kingdom","England",115543.0,1813.0,21399.0,741.0
"2020-04-24","United Kingdom","England",113730.0,2770.0,20658.0,824.0
"2020-04-23","United Kingdom","England",110960.0,2759.0,19834.0,603.0
"2020-04-22","United Kingdom","England",108201.0,2773.0,19231.0,739.0
"2020-04-21","United Kingdom","England",105428.0,2990.0,18492.0,1122.0
"2020-04-20","United Kingdom","England",102438.0,3087.0,17370.0,539.0
"2020-04-19","United Kingdom","England",99351.0,2078.0,16831.0,384.0
"2020-04-18","United Kingdom","England",97273.0,2577.0,16447.0,1011.0
"2020-04-17","United Kingdom","England",94696.0,3438.0,15436.0,826.0
"2020-04-16","United Kingdom","England",91258.0,3455.0,14610.0,907.0
"2020-04-15","United Kingdom","England",87803.0,3616.0,13703.0,732.0
"2020-04-14","United Kingdom","England",84187.0,3435.0,12971.0,1010.0
"2020-04-13","United Kingdom","England",80752.0,3331.0,11961.0,694.0
"2020-04-12","United Kingdom","England",77421.0,2691.0,11267.0,606.0
"2020-04-11","United Kingdom","England",74730.0,2993.0,10661.0,745.0
"2020-04-10","United Kingdom","England",71737.0,3524.0,9916.0,1038.0
"2020-04-09","United Kingdom","England",68213.0,4023.0,8878.0,987.0
"2020-04-08","United Kingdom","England",64190.0,4254.0,7891.0,924.0
"2020-04-07","United Kingdom","England",59936.0,4487.0,6967.0,1010.0
"2020-04-06","United Kingdom","England",55449.0,4331.0,5957.0,532.0
"2020-04-05","United Kingdom","England",51118.0,3027.0,5425.0,578.0
"2020-04-04","United Kingdom","England",48091.0,3322.0,4847.0,689.0
