"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-11","United Kingdom","England",156410,19,36883.0,133.0
"2020-06-10","United Kingdom","England",156391,180,36750.0,229.0
"2020-06-09","United Kingdom","England",156211,240,36521.0,277.0
"2020-06-08","United Kingdom","England",155971,269,36244.0,52.0
"2020-06-07","United Kingdom","England",155702,209,36192.0,65.0
"2020-06-06","United Kingdom","England",155493,218,36127.0,179.0
"2020-06-05","United Kingdom","England",155275,333,35948.0,343.0
"2020-06-04","United Kingdom","England",154942,318,35605.0,149.0
"2020-06-03","United Kingdom","England",154624,454,35456.0,328.0
"2020-06-02","United Kingdom","England",154170,483,35128.0,315.0
"2020-06-01","United Kingdom","England",153687,448,34813.0,96.0
"2020-05-31","United Kingdom","England",153239,305,34717.0,81.0
"2020-05-30","United Kingdom","England",152934,343,34636.0,194.0
"2020-05-29","United Kingdom","England",152591,439,34442.0,349.0
"2020-05-28","United Kingdom","England",152152,454,34093.0,384.0
"2020-05-27","United Kingdom","England",151698,545,33709.0,405.0
"2020-05-26","United Kingdom","England",151153,544,33304.0,117.0
"2020-05-25","United Kingdom","England",150609,507,33187.0,104.0
"2020-05-24","United Kingdom","England",150102,386,33083.0,417.0
"2020-05-23","United Kingdom","England",149716,453,32666.0,249.0
"2020-05-22","United Kingdom","England",149263,704,32417.0,300.0
"2020-05-21","United Kingdom","England",148559,741,32117.0,274.0
"2020-05-20","United Kingdom","England",147818,815,31843.0,313.0
"2020-05-19","United Kingdom","England",147003,1019,31530.0,520.0
"2020-05-18","United Kingdom","England",145984,938,31010.0,144.0
"2020-05-17","United Kingdom","England",145046,634,30866.0,113.0
"2020-05-16","United Kingdom","England",144412,632,30753.0,389.0
"2020-05-15","United Kingdom","England",143780,905,30364.0,336.0
"2020-05-14","United Kingdom","England",142875,897,30028.0,355.0
"2020-05-13","United Kingdom","England",141978,1073,29673.0,413.0
"2020-05-12","United Kingdom","England",140905,1097,29260.0,603.0
"2020-05-11","United Kingdom","England",139808,1236,28657.0,190.0
"2020-05-10","United Kingdom","England",138572,728,28467.0,217.0
"2020-05-09","United Kingdom","England",137844,891,28250.0,283.0
"2020-05-08","United Kingdom","England",136953,1022,27967.0,535.0
"2020-05-07","United Kingdom","England",135931,1442,27432.0,424.0
"2020-05-06","United Kingdom","England",134489,1435,27008.0,567.0
"2020-05-05","United Kingdom","England",133054,1602,26441.0,656.0
"2020-05-04","United Kingdom","England",131452,1623,25785.0,257.0
"2020-05-03","United Kingdom","England",129829,959,25528.0,246.0
"2020-05-02","United Kingdom","England",128870,1240,25282.0,519.0
"2020-05-01","United Kingdom","England",127630,1945,24763.0,653.0
"2020-04-30","United Kingdom","England",125685,2120,24110.0,560.0
"2020-04-29","United Kingdom","England",123565,2347,23550.0,632.0
"2020-04-28","United Kingdom","England",121218,2274,22918.0,869.0
