"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-27","United Kingdom","England",151422,46,33362.0,383.0
"2020-05-26","United Kingdom","England",151376,215,32979.0,115.0
"2020-05-25","United Kingdom","England",151161,386,32864.0,104.0
"2020-05-24","United Kingdom","England",150775,355,32760.0,94.0
"2020-05-23","United Kingdom","England",150420,413,32666.0,249.0
"2020-05-22","United Kingdom","England",150007,697,32417.0,300.0
"2020-05-21","United Kingdom","England",149310,754,32117.0,274.0
"2020-05-20","United Kingdom","England",148556,830,31843.0,313.0
"2020-05-19","United Kingdom","England",147726,1082,31530.0,520.0
"2020-05-18","United Kingdom","England",146644,980,31010.0,144.0
"2020-05-17","United Kingdom","England",145664,642,30866.0,113.0
"2020-05-16","United Kingdom","England",145022,656,30753.0,389.0
"2020-05-15","United Kingdom","England",144366,924,30364.0,336.0
"2020-05-14","United Kingdom","England",143442,922,30028.0,355.0
"2020-05-13","United Kingdom","England",142520,1075,29673.0,413.0
"2020-05-12","United Kingdom","England",141445,1099,29260.0,603.0
"2020-05-11","United Kingdom","England",140346,1246,28657.0,190.0
"2020-05-10","United Kingdom","England",139100,726,28467.0,217.0
"2020-05-09","United Kingdom","England",138374,901,28250.0,283.0
"2020-05-08","United Kingdom","England",137473,1033,27967.0,535.0
"2020-05-07","United Kingdom","England",136440,1461,27432.0,424.0
"2020-05-06","United Kingdom","England",134979,1455,27008.0,567.0
"2020-05-05","United Kingdom","England",133524,1618,26441.0,656.0
"2020-05-04","United Kingdom","England",131906,1638,25785.0,257.0
"2020-05-03","United Kingdom","England",130268,973,25528.0,246.0
"2020-05-02","United Kingdom","England",129295,1256,25282.0,519.0
"2020-05-01","United Kingdom","England",128039,1965,24763.0,653.0
"2020-04-30","United Kingdom","England",126074,2119,24110.0,560.0
"2020-04-29","United Kingdom","England",123955,2369,23550.0,632.0
"2020-04-28","United Kingdom","England",121586,2283,22918.0,869.0
"2020-04-27","United Kingdom","England",119303,2217,22049.0,307.0
"2020-04-26","United Kingdom","England",117086,1399,21742.0,343.0
"2020-04-25","United Kingdom","England",115687,1811,21399.0,741.0
"2020-04-24","United Kingdom","England",113876,2777,20658.0,824.0
"2020-04-23","United Kingdom","England",111099,2763,19834.0,603.0
"2020-04-22","United Kingdom","England",108336,2779,19231.0,739.0
"2020-04-21","United Kingdom","England",105557,2995,18492.0,1122.0
"2020-04-20","United Kingdom","England",102562,3085,17370.0,539.0
"2020-04-19","United Kingdom","England",99477,2087,16831.0,384.0
"2020-04-18","United Kingdom","England",97390,2580,16447.0,1011.0
"2020-04-17","United Kingdom","England",94810,3442,15436.0,826.0
"2020-04-16","United Kingdom","England",91368,3451,14610.0,907.0
"2020-04-15","United Kingdom","England",87917,3628,13703.0,732.0
"2020-04-14","United Kingdom","England",84289,3442,12971.0,1010.0
"2020-04-13","United Kingdom","England",80847,3339,11961.0,694.0
"2020-04-12","United Kingdom","England",77508,2691,11267.0,606.0
"2020-04-11","United Kingdom","England",74817,3002,10661.0,745.0
"2020-04-10","United Kingdom","England",71815,3528,9916.0,1038.0
