"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-04-19","United Kingdom","England",93030,58,14399.0,482.0
"2020-04-18","United Kingdom","England",92972,688,13917.0,784.0
"2020-04-17","United Kingdom","England",92284,2393,13133.0,738.0
"2020-04-16","United Kingdom","England",89891,3000,12395.0,739.0
"2020-04-15","United Kingdom","England",86891,3495,11656.0,651.0
"2020-04-14","United Kingdom","England",83396,3283,11005.0,744.0
"2020-04-13","United Kingdom","England",80113,3263,10261.0,667.0
"2020-04-12","United Kingdom","England",76850,2612,9594.0,657.0
"2020-04-11","United Kingdom","England",74238,2904,8937.0,823.0
"2020-04-10","United Kingdom","England",71334,3443,8114.0,866.0
"2020-04-09","United Kingdom","England",67891,3905,7248.0,765.0
"2020-04-08","United Kingdom","England",63986,4154,6483.0,828.0
"2020-04-07","United Kingdom","England",59832,4424,5655.0,758.0
"2020-04-06","United Kingdom","England",55408,4278,4897.0,403.0
"2020-04-05","United Kingdom","England",51130,3018,4494.0,555.0
"2020-04-04","United Kingdom","England",48112,3322,3939.0,637.0
"2020-04-03","United Kingdom","England",44790,4031,3302.0,604.0
"2020-04-02","United Kingdom","England",40759,4006,2698.0,532.0
"2020-04-01","United Kingdom","England",36753,4074,2166.0,515.0
"2020-03-31","United Kingdom","England",32679,3756,1651.0,367.0
"2020-03-30","United Kingdom","England",28923,3486,1284.0,159.0
"2020-03-29","United Kingdom","England",25437,2436,1125.0,199.0
"2020-03-28","United Kingdom","England",23001,2375,926.0,247.0
"2020-03-27","United Kingdom","England",20626,2657,679.0,""
"2020-03-26","United Kingdom","England",17969,2614,"",""
"2020-03-25","United Kingdom","England",15355,2259,"",""
"2020-03-24","United Kingdom","England",13096,2021,"",""
"2020-03-23","United Kingdom","England",11075,2022,"",""
"2020-03-22","United Kingdom","England",9053,1203,"",""
"2020-03-21","United Kingdom","England",7850,1030,"",""
"2020-03-20","United Kingdom","England",6820,1083,"",""
"2020-03-19","United Kingdom","England",5737,931,"",""
"2020-03-18","United Kingdom","England",4806,907,"",""
"2020-03-17","United Kingdom","England",3899,677,"",""
"2020-03-16","United Kingdom","England",3222,546,"",""
"2020-03-15","United Kingdom","England",2676,398,"",""
"2020-03-14","United Kingdom","England",2278,316,"",""
"2020-03-13","United Kingdom","England",1962,390,"",""
"2020-03-12","United Kingdom","England",1572,420,"",""
"2020-03-11","United Kingdom","England",1152,365,"",""
"2020-03-10","United Kingdom","England",787,224,"",""
"2020-03-09","United Kingdom","England",563,125,"",""
"2020-03-08","United Kingdom","England",438,50,"",""
"2020-03-07","United Kingdom","England",388,47,"",""
"2020-03-06","United Kingdom","England",341,73,"",""
"2020-03-05","United Kingdom","England",268,47,"",""
"2020-03-04","United Kingdom","England",221,49,"",""
"2020-03-03","United Kingdom","England",172,52,"",""
"2020-03-02","United Kingdom","England",120,39,"",""
"2020-03-01","United Kingdom","England",81,31,"",""
"2020-02-29","United Kingdom","England",50,4,"",""
"2020-02-28","United Kingdom","England",46,11,"",""
"2020-02-27","United Kingdom","England",35,6,"",""
"2020-02-26","United Kingdom","England",29,3,"",""
"2020-02-25","United Kingdom","England",26,4,"",""
"2020-02-24","United Kingdom","England",22,1,"",""
"2020-02-23","United Kingdom","England",21,4,"",""
"2020-02-21","United Kingdom","England",17,1,"",""
"2020-02-19","United Kingdom","England",16,1,"",""
"2020-02-16","United Kingdom","England",15,1,"",""
"2020-02-14","United Kingdom","England",14,1,"",""
"2020-02-13","United Kingdom","England",13,1,"",""
"2020-02-12","United Kingdom","England",12,1,"",""
"2020-02-11","United Kingdom","England",11,1,"",""
"2020-02-09","United Kingdom","England",10,1,"",""
"2020-02-08","United Kingdom","England",9,1,"",""
"2020-02-03","United Kingdom","England",8,6,"",""
"2020-01-31","United Kingdom","England",2,1,"",""
"2020-01-30","United Kingdom","England",1,1,"",""
