"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-01","United Kingdom","England",152914,26,34813.0,96.0
"2020-05-31","United Kingdom","England",152888,112,34717.0,81.0
"2020-05-30","United Kingdom","England",152776,252,34636.0,194.0
"2020-05-29","United Kingdom","England",152524,375,34442.0,349.0
"2020-05-28","United Kingdom","England",152149,417,34093.0,384.0
"2020-05-27","United Kingdom","England",151732,543,33709.0,405.0
"2020-05-26","United Kingdom","England",151189,540,33304.0,117.0
"2020-05-25","United Kingdom","England",150649,509,33187.0,104.0
"2020-05-24","United Kingdom","England",150140,386,33083.0,417.0
"2020-05-23","United Kingdom","England",149754,455,32666.0,249.0
"2020-05-22","United Kingdom","England",149299,701,32417.0,300.0
"2020-05-21","United Kingdom","England",148598,744,32117.0,274.0
"2020-05-20","United Kingdom","England",147854,821,31843.0,313.0
"2020-05-19","United Kingdom","England",147033,1025,31530.0,520.0
"2020-05-18","United Kingdom","England",146008,940,31010.0,144.0
"2020-05-17","United Kingdom","England",145068,636,30866.0,113.0
"2020-05-16","United Kingdom","England",144432,636,30753.0,389.0
"2020-05-15","United Kingdom","England",143796,905,30364.0,336.0
"2020-05-14","United Kingdom","England",142891,900,30028.0,355.0
"2020-05-13","United Kingdom","England",141991,1075,29673.0,413.0
"2020-05-12","United Kingdom","England",140916,1089,29260.0,603.0
"2020-05-11","United Kingdom","England",139827,1220,28657.0,190.0
"2020-05-10","United Kingdom","England",138607,723,28467.0,217.0
"2020-05-09","United Kingdom","England",137884,890,28250.0,283.0
"2020-05-08","United Kingdom","England",136994,1023,27967.0,535.0
"2020-05-07","United Kingdom","England",135971,1438,27432.0,424.0
"2020-05-06","United Kingdom","England",134533,1430,27008.0,567.0
"2020-05-05","United Kingdom","England",133103,1593,26441.0,656.0
"2020-05-04","United Kingdom","England",131510,1614,25785.0,257.0
"2020-05-03","United Kingdom","England",129896,956,25528.0,246.0
"2020-05-02","United Kingdom","England",128940,1239,25282.0,519.0
"2020-05-01","United Kingdom","England",127701,1947,24763.0,653.0
"2020-04-30","United Kingdom","England",125754,2124,24110.0,560.0
"2020-04-29","United Kingdom","England",123630,2333,23550.0,632.0
"2020-04-28","United Kingdom","England",121297,2274,22918.0,869.0
"2020-04-27","United Kingdom","England",119023,2223,22049.0,307.0
"2020-04-26","United Kingdom","England",116800,1406,21742.0,343.0
"2020-04-25","United Kingdom","England",115394,1808,21399.0,741.0
"2020-04-24","United Kingdom","England",113586,2771,20658.0,824.0
"2020-04-23","United Kingdom","England",110815,2760,19834.0,603.0
"2020-04-22","United Kingdom","England",108055,2758,19231.0,739.0
"2020-04-21","United Kingdom","England",105297,2984,18492.0,1122.0
"2020-04-20","United Kingdom","England",102313,3079,17370.0,539.0
"2020-04-19","United Kingdom","England",99234,2082,16831.0,384.0
"2020-04-18","United Kingdom","England",97152,2575,16447.0,1011.0
"2020-04-17","United Kingdom","England",94577,3423,15436.0,826.0
"2020-04-16","United Kingdom","England",91154,3436,14610.0,907.0
