"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-07","United Kingdom","England",155000,22,36192.0,65.0
"2020-06-06","United Kingdom","England",154978,36,36127.0,179.0
"2020-06-05","United Kingdom","England",154942,138,35948.0,343.0
"2020-06-04","United Kingdom","England",154804,272,35605.0,149.0
"2020-06-03","United Kingdom","England",154532,420,35456.0,328.0
"2020-06-02","United Kingdom","England",154112,465,35128.0,315.0
"2020-06-01","United Kingdom","England",153647,448,34813.0,96.0
"2020-05-31","United Kingdom","England",153199,306,34717.0,81.0
"2020-05-30","United Kingdom","England",152893,343,34636.0,194.0
"2020-05-29","United Kingdom","England",152550,436,34442.0,349.0
"2020-05-28","United Kingdom","England",152114,451,34093.0,384.0
"2020-05-27","United Kingdom","England",151663,546,33709.0,405.0
"2020-05-26","United Kingdom","England",151117,543,33304.0,117.0
"2020-05-25","United Kingdom","England",150574,506,33187.0,104.0
"2020-05-24","United Kingdom","England",150068,383,33083.0,417.0
"2020-05-23","United Kingdom","England",149685,453,32666.0,249.0
"2020-05-22","United Kingdom","England",149232,702,32417.0,300.0
"2020-05-21","United Kingdom","England",148530,743,32117.0,274.0
"2020-05-20","United Kingdom","England",147787,819,31843.0,313.0
"2020-05-19","United Kingdom","England",146968,1026,31530.0,520.0
"2020-05-18","United Kingdom","England",145942,937,31010.0,144.0
"2020-05-17","United Kingdom","England",145005,633,30866.0,113.0
"2020-05-16","United Kingdom","England",144372,634,30753.0,389.0
"2020-05-15","United Kingdom","England",143738,905,30364.0,336.0
"2020-05-14","United Kingdom","England",142833,895,30028.0,355.0
"2020-05-13","United Kingdom","England",141938,1073,29673.0,413.0
"2020-05-12","United Kingdom","England",140865,1095,29260.0,603.0
"2020-05-11","United Kingdom","England",139770,1232,28657.0,190.0
"2020-05-10","United Kingdom","England",138538,723,28467.0,217.0
"2020-05-09","United Kingdom","England",137815,887,28250.0,283.0
"2020-05-08","United Kingdom","England",136928,1016,27967.0,535.0
"2020-05-07","United Kingdom","England",135912,1430,27432.0,424.0
"2020-05-06","United Kingdom","England",134482,1428,27008.0,567.0
"2020-05-05","United Kingdom","England",133054,1592,26441.0,656.0
"2020-05-04","United Kingdom","England",131462,1608,25785.0,257.0
"2020-05-03","United Kingdom","England",129854,958,25528.0,246.0
"2020-05-02","United Kingdom","England",128896,1239,25282.0,519.0
"2020-05-01","United Kingdom","England",127657,1945,24763.0,653.0
"2020-04-30","United Kingdom","England",125712,2123,24110.0,560.0
"2020-04-29","United Kingdom","England",123589,2342,23550.0,632.0
"2020-04-28","United Kingdom","England",121247,2272,22918.0,869.0
"2020-04-27","United Kingdom","England",118975,2221,22049.0,307.0
"2020-04-26","United Kingdom","England",116754,1404,21742.0,343.0
"2020-04-25","United Kingdom","England",115350,1809,21399.0,741.0
"2020-04-24","United Kingdom","England",113541,2764,20658.0,824.0
"2020-04-23","United Kingdom","England",110777,2762,19834.0,603.0
"2020-04-22","United Kingdom","England",108015,2757,19231.0,739.0
"2020-04-21","United Kingdom","England",105258,2989,18492.0,1122.0
"2020-04-20","United Kingdom","England",102269,3076,17370.0,539.0
"2020-04-19","United Kingdom","England",99193,2082,16831.0,384.0
"2020-04-18","United Kingdom","England",97111,2572,16447.0,1011.0
"2020-04-17","United Kingdom","England",94539,3421,15436.0,826.0
"2020-04-16","United Kingdom","England",91118,3437,14610.0,907.0
