"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-06-04","United Kingdom","England",154258,25,35605.0,149.0
"2020-06-03","United Kingdom","England",154233,184,35456.0,328.0
"2020-06-02","United Kingdom","England",154049,376,35128.0,315.0
"2020-06-01","United Kingdom","England",153673,405,34813.0,96.0
"2020-05-31","United Kingdom","England",153268,304,34717.0,81.0
"2020-05-30","United Kingdom","England",152964,342,34636.0,194.0
"2020-05-29","United Kingdom","England",152622,435,34442.0,349.0
"2020-05-28","United Kingdom","England",152187,449,34093.0,384.0
"2020-05-27","United Kingdom","England",151738,545,33709.0,405.0
"2020-05-26","United Kingdom","England",151193,541,33304.0,117.0
"2020-05-25","United Kingdom","England",150652,510,33187.0,104.0
"2020-05-24","United Kingdom","England",150142,386,33083.0,417.0
"2020-05-23","United Kingdom","England",149756,456,32666.0,249.0
"2020-05-22","United Kingdom","England",149300,698,32417.0,300.0
"2020-05-21","United Kingdom","England",148602,745,32117.0,274.0
"2020-05-20","United Kingdom","England",147857,822,31843.0,313.0
"2020-05-19","United Kingdom","England",147035,1025,31530.0,520.0
"2020-05-18","United Kingdom","England",146010,936,31010.0,144.0
"2020-05-17","United Kingdom","England",145074,636,30866.0,113.0
"2020-05-16","United Kingdom","England",144438,636,30753.0,389.0
"2020-05-15","United Kingdom","England",143802,909,30364.0,336.0
"2020-05-14","United Kingdom","England",142893,898,30028.0,355.0
"2020-05-13","United Kingdom","England",141995,1074,29673.0,413.0
"2020-05-12","United Kingdom","England",140921,1095,29260.0,603.0
"2020-05-11","United Kingdom","England",139826,1237,28657.0,190.0
"2020-05-10","United Kingdom","England",138589,727,28467.0,217.0
"2020-05-09","United Kingdom","England",137862,890,28250.0,283.0
"2020-05-08","United Kingdom","England",136972,1019,27967.0,535.0
"2020-05-07","United Kingdom","England",135953,1436,27432.0,424.0
"2020-05-06","United Kingdom","England",134517,1428,27008.0,567.0
"2020-05-05","United Kingdom","England",133089,1593,26441.0,656.0
"2020-05-04","United Kingdom","England",131496,1611,25785.0,257.0
"2020-05-03","United Kingdom","England",129885,961,25528.0,246.0
"2020-05-02","United Kingdom","England",128924,1244,25282.0,519.0
"2020-05-01","United Kingdom","England",127680,1946,24763.0,653.0
"2020-04-30","United Kingdom","England",125734,2122,24110.0,560.0
"2020-04-29","United Kingdom","England",123612,2342,23550.0,632.0
"2020-04-28","United Kingdom","England",121270,2274,22918.0,869.0
"2020-04-27","United Kingdom","England",118996,2224,22049.0,307.0
"2020-04-26","United Kingdom","England",116772,1405,21742.0,343.0
"2020-04-25","United Kingdom","England",115367,1809,21399.0,741.0
"2020-04-24","United Kingdom","England",113558,2771,20658.0,824.0
"2020-04-23","United Kingdom","England",110787,2760,19834.0,603.0
"2020-04-22","United Kingdom","England",108027,2760,19231.0,739.0
"2020-04-21","United Kingdom","England",105267,2987,18492.0,1122.0
"2020-04-20","United Kingdom","England",102280,3077,17370.0,539.0
"2020-04-19","United Kingdom","England",99203,2082,16831.0,384.0
"2020-04-18","United Kingdom","England",97121,2571,16447.0,1011.0
"2020-04-17","United Kingdom","England",94550,3418,15436.0,826.0
"2020-04-16","United Kingdom","England",91132,3445,14610.0,907.0
"2020-04-15","United Kingdom","England",87687,3593,13703.0,732.0
"2020-04-14","United Kingdom","England",84094,3414,12971.0,1010.0
"2020-04-13","United Kingdom","England",80680,3301,11961.0,694.0
"2020-04-12","United Kingdom","England",77379,2683,11267.0,606.0
"2020-04-11","United Kingdom","England",74696,2993,10661.0,745.0
"2020-04-10","United Kingdom","England",71703,3504,9916.0,1038.0
"2020-04-09","United Kingdom","England",68199,4009,8878.0,987.0
"2020-04-08","United Kingdom","England",64190,4227,7891.0,924.0
"2020-04-07","United Kingdom","England",59963,4483,6967.0,1010.0
"2020-04-06","United Kingdom","England",55480,4328,5957.0,532.0
"2020-04-05","United Kingdom","England",51152,3030,5425.0,578.0
"2020-04-04","United Kingdom","England",48122,3319,4847.0,689.0
"2020-04-03","United Kingdom","England",44803,4044,4158.0,655.0
"2020-04-02","United Kingdom","England",40759,4007,3503.0,603.0
"2020-04-01","United Kingdom","England",36752,4084,2900.0,613.0
"2020-03-31","United Kingdom","England",32668,3760,2287.0,368.0
"2020-03-30","United Kingdom","England",28908,3489,1919.0,353.0
"2020-03-29","United Kingdom","England",25419,2435,1566.0,195.0
"2020-03-28","United Kingdom","England",22984,2372,1371.0,279.0
"2020-03-27","United Kingdom","England",20612,2655,1092.0,272.0
"2020-03-26","United Kingdom","England",17957,2608,820.0,169.0
"2020-03-25","United Kingdom","England",15349,2264,651.0,177.0
"2020-03-24","United Kingdom","England",13085,2019,474.0,143.0
"2020-03-23","United Kingdom","England",11066,2017,331.0,67.0
"2020-03-22","United Kingdom","England",9049,1206,264.0,24.0
"2020-03-21","United Kingdom","England",7843,1034,240.0,54.0
"2020-03-20","United Kingdom","England",6809,1080,186.0,32.0
"2020-03-19","United Kingdom","England",5729,931,154.0,42.0
"2020-03-18","United Kingdom","England",4798,910,112.0,33.0
"2020-03-17","United Kingdom","England",3888,679,79.0,15.0
"2020-03-16","United Kingdom","England",3209,546,64.0,22.0
"2020-03-15","United Kingdom","England",2663,397,42.0,14.0
"2020-03-14","United Kingdom","England",2266,317,28.0,18.0
"2020-03-13","United Kingdom","England",1949,392,10.0,1.0
"2020-03-12","United Kingdom","England",1557,413,9.0,2.0
"2020-03-11","United Kingdom","England",1144,354,7.0,0.0
"2020-03-10","United Kingdom","England",790,223,7.0,4.0
"2020-03-09","United Kingdom","England",567,125,3.0,1.0
"2020-03-08","United Kingdom","England",442,50,2.0,0.0
"2020-03-07","United Kingdom","England",392,47,2.0,1.0
