"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-11","United Kingdom","England",137940,71,28657.0,190.0
"2020-05-10","United Kingdom","England",137869,297,28467.0,217.0
"2020-05-09","United Kingdom","England",137572,607,28250.0,283.0
"2020-05-08","United Kingdom","England",136965,881,27967.0,535.0
"2020-05-07","United Kingdom","England",136084,1308,27432.0,424.0
"2020-05-06","United Kingdom","England",134776,1360,27008.0,567.0
"2020-05-05","United Kingdom","England",133416,1563,26441.0,656.0
"2020-05-04","United Kingdom","England",131853,1627,25785.0,257.0
"2020-05-03","United Kingdom","England",130226,982,25528.0,246.0
"2020-05-02","United Kingdom","England",129244,1267,25282.0,519.0
"2020-05-01","United Kingdom","England",127977,1956,24763.0,653.0
"2020-04-30","United Kingdom","England",126021,2118,24110.0,560.0
"2020-04-29","United Kingdom","England",123903,2367,23550.0,632.0
"2020-04-28","United Kingdom","England",121536,2291,22918.0,869.0
"2020-04-27","United Kingdom","England",119245,2222,22049.0,307.0
"2020-04-26","United Kingdom","England",117023,1396,21742.0,343.0
"2020-04-25","United Kingdom","England",115627,1819,21399.0,741.0
"2020-04-24","United Kingdom","England",113808,2781,20658.0,824.0
"2020-04-23","United Kingdom","England",111027,2758,19834.0,603.0
"2020-04-22","United Kingdom","England",108269,2779,19231.0,739.0
"2020-04-21","United Kingdom","England",105490,2990,18492.0,1122.0
"2020-04-20","United Kingdom","England",102500,3081,17370.0,539.0
"2020-04-19","United Kingdom","England",99419,2088,16831.0,384.0
"2020-04-18","United Kingdom","England",97331,2575,16447.0,1011.0
"2020-04-17","United Kingdom","England",94756,3436,15436.0,826.0
"2020-04-16","United Kingdom","England",91320,3445,14610.0,907.0
"2020-04-15","United Kingdom","England",87875,3633,13703.0,732.0
"2020-04-14","United Kingdom","England",84242,3442,12971.0,1010.0
"2020-04-13","United Kingdom","England",80800,3340,11961.0,694.0
"2020-04-12","United Kingdom","England",77460,2690,11267.0,606.0
"2020-04-11","United Kingdom","England",74770,3000,10661.0,745.0
"2020-04-10","United Kingdom","England",71770,3531,9916.0,1038.0
"2020-04-09","United Kingdom","England",68239,4026,8878.0,987.0
"2020-04-08","United Kingdom","England",64213,4256,7891.0,924.0
"2020-04-07","United Kingdom","England",59957,4493,6967.0,1010.0
"2020-04-06","United Kingdom","England",55464,4336,5957.0,532.0
"2020-04-05","United Kingdom","England",51128,3029,5425.0,578.0
"2020-04-04","United Kingdom","England",48099,3320,4847.0,689.0
"2020-04-03","United Kingdom","England",44779,4035,4158.0,655.0
"2020-04-02","United Kingdom","England",40744,4009,3503.0,603.0
"2020-04-01","United Kingdom","England",36735,4076,2900.0,613.0
"2020-03-31","United Kingdom","England",32659,3750,2287.0,368.0
"2020-03-30","United Kingdom","England",28909,3482,1919.0,353.0
"2020-03-29","United Kingdom","England",25427,2432,1566.0,195.0
"2020-03-28","United Kingdom","England",22995,2377,1371.0,279.0
"2020-03-27","United Kingdom","England",20618,2654,1092.0,272.0
"2020-03-26","United Kingdom","England",17964,2608,820.0,169.0
"2020-03-25","United Kingdom","England",15356,2257,651.0,177.0
"2020-03-24","United Kingdom","England",13099,2019,474.0,143.0
"2020-03-23","United Kingdom","England",11080,2014,331.0,67.0
"2020-03-22","United Kingdom","England",9066,1204,264.0,24.0
"2020-03-21","United Kingdom","England",7862,1034,240.0,54.0
"2020-03-20","United Kingdom","England",6828,1081,186.0,32.0
"2020-03-19","United Kingdom","England",5747,930,154.0,42.0
"2020-03-18","United Kingdom","England",4817,911,112.0,33.0
"2020-03-17","United Kingdom","England",3906,679,79.0,15.0
"2020-03-16","United Kingdom","England",3227,545,64.0,22.0
"2020-03-15","United Kingdom","England",2682,397,42.0,14.0
"2020-03-14","United Kingdom","England",2285,315,28.0,18.0
"2020-03-13","United Kingdom","England",1970,390,10.0,1.0
"2020-03-12","United Kingdom","England",1580,422,9.0,2.0
"2020-03-11","United Kingdom","England",1158,365,7.0,0.0
"2020-03-10","United Kingdom","England",793,225,7.0,4.0
"2020-03-09","United Kingdom","England",568,125,3.0,1.0
"2020-03-08","United Kingdom","England",443,50,2.0,0.0
"2020-03-07","United Kingdom","England",393,47,2.0,1.0
"2020-03-06","United Kingdom","England",346,73,1.0,""
"2020-03-05","United Kingdom","England",273,47,"",""
"2020-03-04","United Kingdom","England",226,49,"",""
"2020-03-03","United Kingdom","England",177,52,"",""
"2020-03-02","United Kingdom","England",125,39,"",""
"2020-03-01","United Kingdom","England",86,31,"",""
"2020-02-29","United Kingdom","England",55,4,"",""
"2020-02-28","United Kingdom","England",51,12,"",""
"2020-02-27","United Kingdom","England",39,6,"",""
"2020-02-26","United Kingdom","England",33,3,"",""
"2020-02-25","United Kingdom","England",30,4,"",""
"2020-02-24","United Kingdom","England",26,1,"",""
"2020-02-23","United Kingdom","England",25,4,"",""
"2020-02-21","United Kingdom","England",21,1,"",""
"2020-02-19","United Kingdom","England",20,1,"",""
"2020-02-17","United Kingdom","England",19,1,"",""
"2020-02-16","United Kingdom","England",18,1,"",""
"2020-02-14","United Kingdom","England",17,1,"",""
"2020-02-13","United Kingdom","England",16,1,"",""
"2020-02-12","United Kingdom","England",15,1,"",""
"2020-02-11","United Kingdom","England",14,1,"",""
"2020-02-09","United Kingdom","England",13,1,"",""
"2020-02-08","United Kingdom","England",12,3,"",""
"2020-02-05","United Kingdom","England",9,1,"",""
"2020-02-03","United Kingdom","England",8,6,"",""
"2020-01-31","United Kingdom","England",2,1,"",""
"2020-01-30","United Kingdom","England",1,1,"",""
