"Date","Country","Region","Total confirmed cases","New cases","Total deaths","New deaths"
"2020-05-31","United Kingdom","England",152470,12,34717.0,81.0
"2020-05-30","United Kingdom","England",152458,116,34636.0,194.0
"2020-05-29","United Kingdom","England",152342,297,34442.0,349.0
"2020-05-28","United Kingdom","England",152045,369,34093.0,384.0
"2020-05-27","United Kingdom","England",151676,497,33709.0,405.0
"2020-05-26","United Kingdom","England",151179,531,33304.0,117.0
"2020-05-25","United Kingdom","England",150648,511,33187.0,104.0
"2020-05-24","United Kingdom","England",150137,386,33083.0,417.0
"2020-05-23","United Kingdom","England",149751,458,32666.0,249.0
"2020-05-22","United Kingdom","England",149293,697,32417.0,300.0
"2020-05-21","United Kingdom","England",148596,746,32117.0,274.0
"2020-05-20","United Kingdom","England",147850,817,31843.0,313.0
"2020-05-19","United Kingdom","England",147033,1024,31530.0,520.0
"2020-05-18","United Kingdom","England",146009,939,31010.0,144.0
"2020-05-17","United Kingdom","England",145070,638,30866.0,113.0
"2020-05-16","United Kingdom","England",144432,638,30753.0,389.0
"2020-05-15","United Kingdom","England",143794,915,30364.0,336.0
"2020-05-14","United Kingdom","England",142879,904,30028.0,355.0
"2020-05-13","United Kingdom","England",141975,1074,29673.0,413.0
"2020-05-12","United Kingdom","England",140901,1091,29260.0,603.0
"2020-05-11","United Kingdom","England",139810,1221,28657.0,190.0
"2020-05-10","United Kingdom","England",138589,725,28467.0,217.0
"2020-05-09","United Kingdom","England",137864,890,28250.0,283.0
"2020-05-08","United Kingdom","England",136974,1024,27967.0,535.0
"2020-05-07","United Kingdom","England",135950,1440,27432.0,424.0
"2020-05-06","United Kingdom","England",134510,1431,27008.0,567.0
"2020-05-05","United Kingdom","England",133079,1595,26441.0,656.0
"2020-05-04","United Kingdom","England",131484,1612,25785.0,257.0
"2020-05-03","United Kingdom","England",129872,957,25528.0,246.0
"2020-05-02","United Kingdom","England",128915,1238,25282.0,519.0
"2020-05-01","United Kingdom","England",127677,1958,24763.0,653.0
"2020-04-30","United Kingdom","England",125719,2114,24110.0,560.0
"2020-04-29","United Kingdom","England",123605,2337,23550.0,632.0
"2020-04-28","United Kingdom","England",121268,2274,22918.0,869.0
"2020-04-27","United Kingdom","England",118994,2213,22049.0,307.0
"2020-04-26","United Kingdom","England",116781,1402,21742.0,343.0
"2020-04-25","United Kingdom","England",115379,1810,21399.0,741.0
"2020-04-24","United Kingdom","England",113569,2772,20658.0,824.0
"2020-04-23","United Kingdom","England",110797,2760,19834.0,603.0
"2020-04-22","United Kingdom","England",108037,2758,19231.0,739.0
"2020-04-21","United Kingdom","England",105279,2986,18492.0,1122.0
"2020-04-20","United Kingdom","England",102293,3074,17370.0,539.0
"2020-04-19","United Kingdom","England",99219,2081,16831.0,384.0
"2020-04-18","United Kingdom","England",97138,2575,16447.0,1011.0
"2020-04-17","United Kingdom","England",94563,3417,15436.0,826.0
"2020-04-16","United Kingdom","England",91146,3434,14610.0,907.0
"2020-04-15","United Kingdom","England",87712,3603,13703.0,732.0
"2020-04-14","United Kingdom","England",84109,3411,12971.0,1010.0
"2020-04-13","United Kingdom","England",80698,3302,11961.0,694.0
"2020-04-12","United Kingdom","England",77396,2682,11267.0,606.0
"2020-04-11","United Kingdom","England",74714,2995,10661.0,745.0
"2020-04-10","United Kingdom","England",71719,3502,9916.0,1038.0
"2020-04-09","United Kingdom","England",68217,4008,8878.0,987.0
"2020-04-08","United Kingdom","England",64209,4220,7891.0,924.0
"2020-04-07","United Kingdom","England",59989,4481,6967.0,1010.0
"2020-04-06","United Kingdom","England",55508,4331,5957.0,532.0
"2020-04-05","United Kingdom","England",51177,3031,5425.0,578.0
"2020-04-04","United Kingdom","England",48146,3323,4847.0,689.0
"2020-04-03","United Kingdom","England",44823,4039,4158.0,655.0
"2020-04-02","United Kingdom","England",40784,4008,3503.0,603.0
"2020-04-01","United Kingdom","England",36776,4084,2900.0,613.0
"2020-03-31","United Kingdom","England",32692,3759,2287.0,368.0
"2020-03-30","United Kingdom","England",28933,3490,1919.0,353.0
"2020-03-29","United Kingdom","England",25443,2436,1566.0,195.0
"2020-03-28","United Kingdom","England",23007,2374,1371.0,279.0
"2020-03-27","United Kingdom","England",20633,2655,1092.0,272.0
"2020-03-26","United Kingdom","England",17978,2613,820.0,169.0
"2020-03-25","United Kingdom","England",15365,2262,651.0,177.0
"2020-03-24","United Kingdom","England",13103,2019,474.0,143.0
"2020-03-23","United Kingdom","England",11084,2016,331.0,67.0
"2020-03-22","United Kingdom","England",9068,1207,264.0,24.0
"2020-03-21","United Kingdom","England",7861,1034,240.0,54.0
"2020-03-20","United Kingdom","England",6827,1082,186.0,32.0
"2020-03-19","United Kingdom","England",5745,931,154.0,42.0
"2020-03-18","United Kingdom","England",4814,909,112.0,33.0
"2020-03-17","United Kingdom","England",3905,680,79.0,15.0
"2020-03-16","United Kingdom","England",3225,546,64.0,22.0
"2020-03-15","United Kingdom","England",2679,397,42.0,14.0
"2020-03-14","United Kingdom","England",2282,315,28.0,18.0
"2020-03-13","United Kingdom","England",1967,391,10.0,1.0
"2020-03-12","United Kingdom","England",1576,420,9.0,2.0
"2020-03-11","United Kingdom","England",1156,365,7.0,0.0
"2020-03-10","United Kingdom","England",791,225,7.0,4.0
"2020-03-09","United Kingdom","England",566,125,3.0,1.0
"2020-03-08","United Kingdom","England",441,50,2.0,0.0
"2020-03-07","United Kingdom","England",391,47,2.0,1.0
"2020-03-06","United Kingdom","England",344,73,1.0,""
"2020-03-05","United Kingdom","England",271,47,"",""
"2020-03-04","United Kingdom","England",224,49,"",""
"2020-03-03","United Kingdom","England",175,51,"",""
"2020-03-02","United Kingdom","England",124,39,"",""
"2020-03-01","United Kingdom","England",85,31,"",""
"2020-02-29","United Kingdom","England",54,4,"",""
"2020-02-28","United Kingdom","England",50,12,"",""
"2020-02-27","United Kingdom","England",38,6,"",""
"2020-02-26","United Kingdom","England",32,3,"",""
"2020-02-25","United Kingdom","England",29,4,"",""
"2020-02-24","United Kingdom","England",25,1,"",""
"2020-02-23","United Kingdom","England",24,4,"",""
"2020-02-21","United Kingdom","England",20,1,"",""
"2020-02-19","United Kingdom","England",19,1,"",""
"2020-02-17","United Kingdom","England",18,1,"",""
"2020-02-14","United Kingdom","England",17,1,"",""
"2020-02-13","United Kingdom","England",16,1,"",""
"2020-02-12","United Kingdom","England",15,1,"",""
"2020-02-11","United Kingdom","England",14,1,"",""
"2020-02-09","United Kingdom","England",13,1,"",""
"2020-02-08","United Kingdom","England",12,3,"",""
"2020-02-05","United Kingdom","England",9,1,"",""
"2020-02-03","United Kingdom","England",8,6,"",""
"2020-01-31","United Kingdom","England",2,1,"",""
"2020-01-30","United Kingdom","England",1,1,"",""
