"Date","Country","Region","Total confirmed cases","Total Hospital cases","Total ICU cases","Total deaths"
"2020-03-30","Spain","Navarra",2305,1035,99,113
"2020-03-30","Spain","País Vasco",6320,3594,307,325
"2020-03-30","Spain","La Rioja",1810,575,51,85
"2020-03-31","Spain","Andalucía",6392,3147,260,308
"2020-03-31","Spain","Aragón",2491,1234,168,169
"2020-03-31","Spain","Asturias",1322,590,76,63
"2020-03-31","Spain","Baleares",1131,468,95,46
"2020-03-31","Spain","Canarias",1380,532,110,62
"2020-03-31","Spain","Cantabria",1213,543,54,54
"2020-03-31","Spain","Castilla La Mancha",7047,3230,353,774
"2020-03-31","Spain","Castilla y León",6847,2692,345,585
"2020-03-31","Spain","Cataluña",19991,13969,1769,1849
"2020-03-31","Spain","Ceuta",51,6,3,1
"2020-03-31","Spain","Comunidad Valenciana",5922,2189,365,395
"2020-03-31","Spain","Extremadura",1679,372,58,152
"2020-03-31","Spain","Galicia",4432,1338,158,103
"2020-03-31","Spain","Madrid",29840,15227,1514,3865
"2020-03-31","Spain","Melilla",62,32,3,1
"2020-03-31","Spain","Murcia",1041,304,59,37
"2020-03-31","Spain","Navarra",2497,1120,104,130
"2020-03-31","Spain","País Vasco",6838,3806,324,369
"2020-03-31","Spain","La Rioja",1960,619,54,90
"2020-04-01","Spain","Andalucía",6972,3444,280,343
"2020-04-01","Spain","Aragón",2700,1320,178,200
"2020-04-01","Spain","Asturias",1384,640,79,69
"2020-04-01","Spain","Baleares",1204,517,105,58
"2020-04-01","Spain","Canarias",1444,566,113,68
"2020-04-01","Spain","Cantabria",1268,567,57,60
"2020-04-01","Spain","Castilla La Mancha",7682,3230,355,854
"2020-04-01","Spain","Castilla y León",7355,2709,353,641
"2020-04-01","Spain","Cataluña",21804,15489,1855,2093
"2020-04-01","Spain","Ceuta",55,7,3,1
"2020-04-01","Spain","Comunidad Valenciana",6308,2189,379,443
"2020-04-01","Spain","Extremadura",1837,412,62,181
"2020-04-01","Spain","Galicia",4842,1447,165,120
"2020-04-01","Spain","Madrid",32155,15227,1528,4175
"2020-04-01","Spain","Melilla",62,32,3,1
"2020-04-01","Spain","Murcia",1084,389,68,42
"2020-04-01","Spain","Navarra",2682,1181,108,141
"2020-04-01","Spain","País Vasco",7317,4087,344,412
