"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-04","Republic of Korea",5328,516,32,4,"Local transmission",0
"2020-03-04","Japan",284,16,6,0,"Local transmission",0
"2020-03-04","Singapore",110,2,0,0,"Local transmission",0
"2020-03-04","Malaysia",50,21,0,0,"Local transmission",0
"2020-03-04","Australia",43,10,1,0,"Local transmission",0
"2020-03-04","Viet Nam",16,0,0,0,"Local transmission",20
"2020-03-04","Philippines",3,0,1,0,"Imported cases only",28
"2020-03-04","New Zealand",2,0,0,0,"Imported cases only",1
"2020-03-04","Cambodia",1,0,0,0,"Imported cases only",36
"2020-03-04","Italy",2502,466,80,28,"Local transmission",0
"2020-03-04","France",212,21,4,1,"Local transmission",0
"2020-03-04","Germany",196,39,0,0,"Local transmission",0
"2020-03-04","Spain",151,37,0,0,"Local transmission",0
"2020-03-04","the United Kingdom",51,12,0,0,"Local transmission",0
"2020-03-04","Switzerland",37,7,0,0,"Local transmission",0
"2020-03-04","Norway",33,7,0,0,"Local transmission",0
"2020-03-04","Netherlands",28,10,0,0,"Local transmission",0
"2020-03-04","Austria",24,6,0,0,"Imported cases only",0
"2020-03-04","Sweden",24,9,0,0,"Local transmission",0
"2020-03-04","Iceland",16,7,0,0,"Imported cases only",0
"2020-03-04","Israel",12,2,0,0,"Local transmission",0
"2020-03-04","Croatia",9,1,0,0,"Local transmission",0
"2020-03-04","Belgium",8,0,0,0,"Imported cases only",1
"2020-03-04","Denmark",8,3,0,0,"Local transmission",0
"2020-03-04","San Marino",8,0,0,0,"Local transmission",1
"2020-03-04","Finland",7,0,0,0,"Local transmission",1
"2020-03-04","Greece",7,0,0,0,"Local transmission",2
"2020-03-04","Czechia",5,2,0,0,"Imported cases only",0
"2020-03-04","Romania",4,1,0,0,"Local transmission",0
"2020-03-04","Azerbaijan",3,0,0,0,"Imported cases only",3
"2020-03-04","Georgia",3,0,0,0,"Imported cases only",3
"2020-03-04","Russian Federation",3,0,0,0,"Imported cases only",1
"2020-03-04","Estonia",2,1,0,0,"Imported cases only",0
"2020-03-04","Ireland",2,1,0,0,"Imported cases only",0
"2020-03-04","Portugal",2,0,0,0,"Imported cases only",1
"2020-03-04","Andorra",1,0,0,0,"Imported cases only",1
"2020-03-04","Armenia",1,0,0,0,"Imported cases only",2
"2020-03-04","Belarus",1,0,0,0,"Imported cases only",5
"2020-03-04","Latvia",1,0,0,0,"Imported cases only",1
"2020-03-04","Lithuania",1,0,0,0,"Imported cases only",5
"2020-03-04","Luxembourg",1,0,0,0,"Imported cases only",2
"2020-03-04","Monaco",1,0,0,0,"Under investigation",3
"2020-03-04","North Macedonia",1,0,0,0,"Imported cases only",6
"2020-03-04","Poland",1,1,0,0,"Imported cases only",0
"2020-03-04","Ukraine",1,1,0,0,"Imported cases only",0
"2020-03-04","Thailand",43,0,1,0,"Local transmission",1
"2020-03-04","India",6,1,0,0,"Imported cases only",0
"2020-03-04","Indonesia",2,0,0,0,"Local transmission",2
"2020-03-04","Nepal",1,0,0,0,"Imported cases only",40
"2020-03-04","Sri Lanka",1,0,0,0,"Imported cases only",37
"2020-03-04","Iran (Islamic Republic of)",2336,835,77,11,"Local transmission",0
"2020-03-04","Kuwait",56,0,0,0,"Imported cases only",2
"2020-03-04","Bahrain",49,0,0,0,"Imported cases only",1
"2020-03-04","Iraq",31,5,0,0,"Imported cases only",0
"2020-03-04","United Arab Emirates",27,6,0,0,"Local transmission",0
"2020-03-04","Lebanon",13,0,0,0,"Local transmission",1
"2020-03-04","Oman",12,6,0,0,"Imported cases only",0
"2020-03-04","Qatar",8,1,0,0,"Imported cases only",0
"2020-03-04","Pakistan",5,0,0,0,"Imported cases only",1
"2020-03-04","Egypt",2,0,0,0,"Imported cases only",2
"2020-03-04","Afghanistan",1,0,0,0,"Imported cases only",8
"2020-03-04","Jordan",1,0,0,0,"Imported cases only",1
"2020-03-04","Morocco",1,0,0,0,"Imported cases only",1
"2020-03-04","Saudi Arabia",1,0,0,0,"Imported cases only",1
"2020-03-04","Tunisia",1,0,0,0,"Imported cases only",1
"2020-03-04","the United States",108,44,6,4,"Local transmission",0
"2020-03-04","Canada",30,3,0,0,"Local transmission",0
"2020-03-04","Ecuador",7,1,0,0,"Local transmission",0
"2020-03-04","Mexico",5,0,0,0,"Imported cases only",2
"2020-03-04","Brazil",2,0,0,0,"Imported cases only",3
"2020-03-04","Argentina",1,1,0,0,"Imported cases only",0
"2020-03-04","Chile",1,1,0,0,"Imported cases only",0
"2020-03-04","Dominican Republic",1,0,0,0,"Imported cases only",2
"2020-03-04","Algeria",5,0,0,0,"Local transmission",1
"2020-03-04","Nigeria",1,0,0,0,"Imported cases only",5
"2020-03-04","Senegal",1,0,0,0,"Imported cases only",1
"2020-03-04","Diamond Princess",706,0,6,0,"Local transmission",2
