"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-15","Republic of Korea",8162,76,75,3.0,"Local transmission",0.0
"2020-03-15","Japan",780,64,22,1.0,"Local transmission",0.0
"2020-03-15","Australia",249,52,3,0.0,"Local transmission",0.0
"2020-03-15","Malaysia",238,41,0,0.0,"Local transmission",0.0
"2020-03-15","Singapore",212,12,0,0.0,"Local transmission",0.0
"2020-03-15","Philippines",111,47,6,4.0,"Local transmission",0.0
"2020-03-15","Viet Nam",53,5,0,0.0,"Local transmission",0.0
"2020-03-15","Brunei Darussalam",40,15,0,0.0,"Local transmission",0.0
"2020-03-15","Cambodia",7,0,0,0.0,"Local transmission",1.0
"2020-03-15","New Zealand",6,0,0,0.0,"Local transmission",1.0
"2020-03-15","Mongolia",1,0,0,0.0,"Imported cases only",5.0
"2020-03-15","French Polynesia",3,2,0,0.0,"Imported cases only",0.0
"2020-03-15","Italy",21157,3497,1441,173.0,"Local transmission",0.0
"2020-03-15","Spain",5753,1522,136,16.0,"Local transmission",0.0
"2020-03-15","France",4469,829,91,12.0,"Local transmission",0.0
"2020-03-15","Germany",3795,733,8,2.0,"Local transmission",0.0
"2020-03-15","Switzerland",1359,234,11,5.0,"Local transmission",0.0
"2020-03-15","The United Kingdom",1144,342,21,11.0,"Local transmission",0.0
"2020-03-15","Netherlands",959,155,12,2.0,"Local transmission",0.0
"2020-03-15","Sweden",924,149,0,0.0,"Local transmission",0.0
"2020-03-15","Norway",907,157,1,0.0,"Local transmission",0.0
"2020-03-15","Denmark",827,26,0,0.0,"Local transmission",0.0
"2020-03-15","Austria",800,296,1,0.0,"Local transmission",0.0
"2020-03-15","Belgium",689,90,0,0.0,"Local transmission",0.0
"2020-03-15","Greece",228,130,2,1.0,"Local transmission",0.0
"2020-03-15","Czechia",214,64,0,0.0,"Local transmission",0.0
"2020-03-15","Finland",210,101,0,0.0,"Local transmission",0.0
"2020-03-15","Israel",178,78,0,0.0,"Local transmission",0.0
"2020-03-15","Slovenia",141,0,0,0.0,"Local transmission",1.0
"2020-03-15","Iceland",138,77,0,0.0,"Local transmission",0.0
"2020-03-15","Ireland",129,39,2,1.0,"Local transmission",0.0
"2020-03-15","Romania",123,59,0,0.0,"Local transmission",0.0
"2020-03-15","Portugal",112,0,0,0.0,"Local transmission",1.0
"2020-03-15","Poland",111,47,3,2.0,"Local transmission",0.0
"2020-03-15","San Marino",92,26,5,3.0,"Local transmission",0.0
"2020-03-15","Estonia",79,0,0,0.0,"Local transmission",1.0
"2020-03-15","Slovakia",44,14,0,0.0,"Local transmission",0.0
"2020-03-15","Bulgaria",43,36,2,1.0,"Local transmission",0.0
"2020-03-15","Serbia",41,10,0,0.0,"Local transmission",0.0
"2020-03-15","Albania",38,5,1,0.0,"Local transmission",0.0
"2020-03-15","Luxembourg",38,0,1,0.0,"Local transmission",1.0
"2020-03-15","Croatia",37,10,0,0.0,"Local transmission",0.0
"2020-03-15","Russian Federation",34,0,0,0.0,"Imported cases only",2.0
"2020-03-15","Hungary",32,13,0,0.0,"Local transmission",0.0
"2020-03-15","Georgia",30,5,0,0.0,"Imported cases only",0.0
"2020-03-15","Latvia",30,14,0,0.0,"Imported cases only",0.0
"2020-03-15","Belarus",21,0,0,0.0,"Local transmission",1.0
"2020-03-15","Cyprus",21,7,0,0.0,"Imported cases only",0.0
"2020-03-15","Azerbaijan",19,8,0,0.0,"Imported cases only",0.0
"2020-03-15","Bosnia and Herzegovina",18,7,0,0.0,"Local transmission",0.0
"2020-03-15","North Macedonia",13,4,0,0.0,"Local transmission",0.0
"2020-03-15","Malta",12,0,0,0.0,"Imported cases only",2.0
"2020-03-15","Republic of Moldova",12,4,0,0.0,"Imported cases only",0.0
"2020-03-15","Lithuania",9,3,0,0.0,"Imported cases only",0.0
"2020-03-15","Armenia",8,0,0,0.0,"Local transmission",1.0
"2020-03-15","Kazakhstan",6,6,0,0.0,"Imported cases only",0.0
"2020-03-15","Turkey",5,0,0,0.0,"Imported cases only",1.0
"2020-03-15","Liechtenstein",4,0,0,0.0,"Imported cases only",2.0
"2020-03-15","Ukraine",3,0,1,0.0,"Local transmission",1.0
"2020-03-15","Andorra",2,0,0,0.0,"Imported cases only",1.0
"2020-03-15","Monaco",2,0,0,0.0,"Under investigation",1.0
