"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-21","China",81416,116,3261,8,"Local transmission",0
"2020-03-21","Republic of Korea",8799,147,102,8,"Local transmission",0
"2020-03-21","Malaysia",1030,130,3,1,"Local transmission",0
"2020-03-21","Japan",996,46,35,2,"Local transmission",0
"2020-03-21","Australia",873,164,7,1,"Local transmission",0
"2020-03-21","Singapore",385,40,0,0,"Local transmission",0
"2020-03-21","Philippines",230,13,18,1,"Local transmission",0
"2020-03-21","Viet Nam",91,6,0,0,"Local transmission",0
"2020-03-21","Brunei Darussalam",78,5,0,0,"Local transmission",0
"2020-03-21","New Zealand",53,14,0,0,"Local transmission",0
"2020-03-21","Cambodia",51,4,0,0,"Local transmission",0
"2020-03-21","Mongolia",6,0,0,0,"Imported cases only",1
"2020-03-21","Fiji",1,0,0,0,"Imported cases only",1
"2020-03-21","Papua New Guinea",1,1,0,0,"Imported cases only",0
"2020-03-21","Guam",14,2,0,0,"Local transmission",0
"2020-03-21","French Polynesia",11,0,0,0,"Imported cases only",1
"2020-03-21","New Caledonia",2,0,0,0,"Imported cases only",1
"2020-03-21","Italy",47021,5986,4032,625,"Local transmission",0
"2020-03-21","Spain",19980,2833,1002,235,"Local transmission",0
"2020-03-21","Germany",18323,7324,45,25,"Local transmission",0
"2020-03-21","France",12475,1598,450,78,"Local transmission",0
"2020-03-21","Switzerland",4840,977,43,10,"Local transmission",0
"2020-03-21","The United Kingdom",3983,706,177,33,"Local transmission",0
"2020-03-21","Netherlands",2994,534,106,30,"Local transmission",0
"2020-03-21","Austria",2649,806,6,1,"Local transmission",0
"2020-03-21","Belgium",2257,462,37,23,"Local transmission",0
"2020-03-21","Norway",1742,190,7,1,"Local transmission",0
"2020-03-21","Sweden",1623,200,16,13,"Local transmission",0
"2020-03-21","Denmark",1255,123,9,3,"Local transmission",0
"2020-03-21","Portugal",1020,235,6,3,"Local transmission",0
"2020-03-21","Czechia",904,210,0,0,"Local transmission",0
"2020-03-21","Israel",712,183,1,1,"Local transmission",0
"2020-03-21","Ireland",683,126,3,0,"Local transmission",0
"2020-03-21","Turkey",670,479,9,7,"Local transmission",0
"2020-03-21","Greece",495,77,8,3,"Local transmission",0
"2020-03-21","Luxembourg",484,139,5,1,"Local transmission",0
"2020-03-21","Finland",450,81,0,0,"Local transmission",0
"2020-03-21","Poland",425,100,5,0,"Local transmission",0
"2020-03-21","Iceland",409,79,1,1,"Local transmission",0
"2020-03-21","Slovenia",341,22,1,0,"Local transmission",0
"2020-03-21","Romania",308,48,0,0,"Local transmission",0
"2020-03-21","Estonia",283,16,0,0,"Local transmission",0
"2020-03-21","Russian Federation",253,54,0,0,"Imported cases only",0
"2020-03-21","San Marino",151,25,14,0,"Local transmission",0
"2020-03-21","Slovakia",137,14,0,0,"Local transmission",0
"2020-03-21","Armenia",136,14,0,0,"Local transmission",0
"2020-03-21","Serbia",135,12,1,1,"Local transmission",0
"2020-03-21","Bulgaria",127,33,3,0,"Local transmission",0
"2020-03-21","Croatia",126,45,0,0,"Local transmission",0
"2020-03-21","Latvia",111,25,0,0,"Imported cases only",0
"2020-03-21","Hungary",85,12,4,3,"Local transmission",0
"2020-03-21","Andorra",75,0,0,0,"Imported cases only",1
"2020-03-21","Albania",70,0,2,0,"Local transmission",1
