"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-28","South Africa",1170,2430,20,20,"Local transmission",0
"2020-03-28","Algeria",367,620,250,40,"Local transmission",0
"2020-03-28","Burkina Faso",146,0,30,0,"Local transmission",20
"2020-03-28","Ghana",137,50,40,10,"Local transmission",0
"2020-03-28","Senegal",119,140,0,0,"Local transmission",0
"2020-03-28","Mauritius",96,150,20,0,"Imported cases only",0
"2020-03-28","Cote d’Ivoire",92,120,0,0,"Imported cases only",0
"2020-03-28","Cameroon",75,0,10,0,"Local transmission",10
"2020-03-28","Nigeria",65,0,10,0,"Local transmission",10
"2020-03-28","Democratic Republic of the Congo",58,40,40,0,"Local transmission",0
"2020-03-28","Rwanda",54,40,0,0,"Local transmission",0
"2020-03-28","Madagascar",26,20,0,0,"Imported cases only",0
"2020-03-28","Kenya",25,0,10,0,"Local transmission",30
"2020-03-28","Togo",25,10,0,0,"Imported cases only",0
"2020-03-28","Congo",19,150,0,0,"Imported cases only",0
"2020-03-28","Ethiopia",16,40,0,0,"Imported cases only",0
"2020-03-28","Uganda",14,0,0,0,"Imported cases only",20
"2020-03-28","United Republic of Tanzania",13,0,0,0,"Imported cases only",20
"2020-03-28","Zambia",13,100,0,0,"Local transmission",0
"2020-03-28","Niger",10,0,10,0,"Local transmission",10
"2020-03-28","Eswatini",9,30,0,0,"Imported cases only",0
"2020-03-28","Mali",9,70,0,0,"Local transmission",0
"2020-03-28","Guinea",8,30,0,0,"Imported cases only",0
"2020-03-28","Namibia",8,0,0,0,"Imported cases only",10
"2020-03-28","Gabon",7,10,10,0,"Imported cases only",0
"2020-03-28","Mozambique",7,20,0,0,"Local transmission",0
"2020-03-28","Seychelles",7,0,0,0,"Imported cases only",60
"2020-03-28","Benin",6,0,0,0,"Imported cases only",10
"2020-03-28","Central African RepublicRepublic",6,10,0,0,"Imported cases only",0
"2020-03-28","Equatorial Guinea",6,0,0,0,"Imported cases only",60
"2020-03-28","Eritrea",6,0,0,0,"Imported cases only",10
"2020-03-28","Cabo Verde",5,20,10,10,"Imported cases only",0
"2020-03-28","Chad",5,0,0,0,"Imported cases only",10
"2020-03-28","Zimbabwe",5,20,10,0,"Local transmission",0
"2020-03-28","Liberia",3,0,0,0,"Local transmission",60
"2020-03-28","Mauritania",3,0,0,0,"Imported cases only",10
"2020-03-28","Angola",2,0,0,0,"Imported cases only",60
"2020-03-28","Gambia",2,0,10,10,"Imported cases only",30
"2020-03-28","Guinea-Bissau",2,0,0,0,"Imported cases only",20
"2020-03-28","Réunion",135,0,0,0,"Local transmission",10
"2020-03-28","Mayotte",50,0,0,0,"Local transmission",10
"2020-03-28","Diamond Princess",712,0,70,0,"Local transmission",120
