"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-22","China",81498,82,3267,6,"Local transmission",0
"2020-03-22","Republic of Korea",8897,98,104,2,"Local transmission",0
"2020-03-22","Malaysia",1183,153,3,0,"Local transmission",0
"2020-03-22","Australia",1081,208,7,0,"Local transmission",0
"2020-03-22","Japan",1046,50,36,1,"Local transmission",0
"2020-03-22","Singapore",432,47,2,2,"Local transmission",0
"2020-03-22","Philippines",307,77,19,1,"Local transmission",0
"2020-03-22","Viet Nam",94,3,0,0,"Local transmission",0
"2020-03-22","Brunei Darussalam",83,5,0,0,"Local transmission",0
"2020-03-22","New Zealand",66,13,0,0,"Local transmission",0
"2020-03-22","Cambodia",53,2,0,0,"Local transmission",0
"2020-03-22","Mongolia",10,4,0,0,"Imported cases only",0
"2020-03-22","Fiji",2,1,0,0,"Local transmission",0
"2020-03-22","Papua New Guinea",1,0,0,0,"Imported cases only",1
"2020-03-22","French Polynesia",15,4,0,0,"Imported cases only",0
"2020-03-22","Guam",15,1,0,0,"Local transmission",0
"2020-03-22","New Caledonia",4,2,0,0,"Imported cases only",0
"2020-03-22","Italy",53578,6557,4827,795,"Local transmission",0
"2020-03-22","Spain",24926,4946,1326,324,"Local transmission",0
"2020-03-22","Germany",21463,3140,67,22,"Local transmission",0
"2020-03-22","France",14296,1821,562,112,"Local transmission",0
"2020-03-22","Switzerland",6077,1237,56,13,"Local transmission",0
"2020-03-22","The United Kingdom",5018,1035,233,56,"Local transmission",0
"2020-03-22","Netherlands",3631,637,136,30,"Local transmission",0
"2020-03-22","Austria",3024,375,8,2,"Local transmission",0
"2020-03-22","Belgium",2815,558,67,30,"Local transmission",0
"2020-03-22","Norway",1926,184,7,0,"Local transmission",0
"2020-03-22","Sweden",1746,123,20,4,"Local transmission",0
"2020-03-22","Denmark",1326,71,13,4,"Local transmission",0
"2020-03-22","Portugal",1280,260,12,6,"Local transmission",0
"2020-03-22","Czechia",995,91,0,0,"Local transmission",0
"2020-03-22","Turkey",947,277,21,12,"Local transmission",0
"2020-03-22","Israel",883,171,1,0,"Local transmission",0
"2020-03-22","Ireland",785,102,3,0,"Local transmission",0
"2020-03-22","Luxembourg",670,186,8,3,"Local transmission",0
"2020-03-22","Poland",536,111,5,0,"Local transmission",0
"2020-03-22","Greece",530,35,13,5,"Local transmission",0
"2020-03-22","Finland",521,71,1,1,"Local transmission",0
"2020-03-22","Iceland",473,64,1,0,"Local transmission",0
"2020-03-22","Slovenia",383,42,1,0,"Local transmission",0
"2020-03-22","Romania",367,59,0,0,"Local transmission",0
"2020-03-22","Estonia",306,23,0,0,"Local transmission",0
"2020-03-22","Russian Federation",306,53,0,0,"Local transmission",0
"2020-03-22","Croatia",206,80,0,0,"Local transmission",0
"2020-03-22","Slovakia",178,41,0,0,"Local transmission",0
"2020-03-22","Serbia",173,38,1,0,"Local transmission",0
"2020-03-22","Bulgaria",163,36,3,0,"Local transmission",0
"2020-03-22","Armenia",160,24,0,0,"Local transmission",0
"2020-03-22","San Marino",151,0,20,6,"Local transmission",1
"2020-03-22","Hungary",131,46,4,0,"Local transmission",0
"2020-03-22","Latvia",124,13,0,0,"Imported cases only",0
"2020-03-22","Lithuania",105,36,1,0,"Imported cases only",0
"2020-03-22","Bosnia and Herzegovina",92,48,1,1,"Local transmission",0
"2020-03-22","Andorra",88,13,0,0,"Imported cases only",0
"2020-03-22","North Macedonia",85,15,0,0,"Local transmission",0
"2020-03-22","Cyprus",84,17,0,0,"Local transmission",0
"2020-03-22","Republic of Moldova",80,14,1,0,"Local transmission",0
"2020-03-22","Albania",76,6,2,0,"Local transmission",0
"2020-03-22","Belarus",76,19,0,0,"Local transmission",0
"2020-03-22","Malta",73,9,0,0,"Imported cases only",0
"2020-03-22","Kazakhstan",56,3,0,0,"Imported cases only",0
"2020-03-22","Azerbaijan",53,9,1,0,"Imported cases only",0
"2020-03-22","Georgia",49,6,0,0,"Imported cases only",0
"2020-03-22","Ukraine",47,21,3,0,"Local transmission",0
"2020-03-22","Liechtenstein",36,2,0,0,"Imported cases only",0
"2020-03-22","Uzbekistan",33,0,0,0,"Local transmission",1
"2020-03-22","Monaco",18,6,0,0,"Under investigation",0
