"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-24","China",81747,146,3283,7.0,"Local transmission",0.0
"2020-03-24","Republic of Korea",9037,76,120,9.0,"Local transmission",0.0
"2020-03-24","Australia",1709,313,7,0.0,"Local transmission",0.0
"2020-03-24","Malaysia",1518,212,14,4.0,"Local transmission",0.0
"2020-03-24","Japan",1128,39,42,1.0,"Local transmission",0.0
"2020-03-24","Singapore",507,52,2,0.0,"Local transmission",0.0
"2020-03-24","Philippines",462,82,33,8.0,"Local transmission",0.0
"2020-03-24","Viet Nam",123,10,0,0.0,"Local transmission",0.0
"2020-03-24","New Zealand",102,0,0,0.0,"Local transmission",1.0
"2020-03-24","Brunei Darussalam",91,3,0,0.0,"Local transmission",0.0
"2020-03-24","Cambodia",87,3,0,0.0,"Local transmission",0.0
"2020-03-24","Mongolia",10,0,0,0.0,"Imported cases only",2.0
"2020-03-24","Fiji",3,1,0,0.0,"Local transmission",0.0
"2020-03-24","Papua New Guinea",1,0,0,0.0,"Imported cases only",3.0
"2020-03-24","Guam",29,2,1,0.0,"Local transmission",0.0
"2020-03-24","French Polynesia",18,1,0,0.0,"Local transmission",0.0
"2020-03-24","New Caledonia",8,3,0,0.0,"Imported cases only",0.0
"2020-03-24","Italy",63927,4789,6077,601.0,"Local transmission",0.0
"2020-03-24","Spain",33089,4517,2182,462.0,"Local transmission",0.0
"2020-03-24","Germany",29212,4438,126,32.0,"Local transmission",0.0
"2020-03-24","France",19615,3794,860,186.0,"Local transmission",0.0
"2020-03-24","Switzerland",8015,1044,66,6.0,"Local transmission",0.0
"2020-03-24","The United Kingdom",6654,967,335,54.0,"Local transmission",0.0
"2020-03-24","Netherlands",4749,545,213,34.0,"Local transmission",0.0
"2020-03-24","Austria",4486,855,25,9.0,"Local transmission",0.0
"2020-03-24","Belgium",3743,342,88,13.0,"Local transmission",0.0
"2020-03-24","Norway",2371,239,8,1.0,"Local transmission",0.0
"2020-03-24","Portugal",2060,460,23,9.0,"Local transmission",0.0
"2020-03-24","Sweden",2016,110,25,4.0,"Local transmission",0.0
"2020-03-24","Turkey",1529,293,37,7.0,"Local transmission",0.0
"2020-03-24","Denmark",1460,65,24,11.0,"Local transmission",0.0
"2020-03-24","Israel",1238,167,1,0.0,"Local transmission",0.0
"2020-03-24","Czechia",1236,71,1,0.0,"Local transmission",0.0
"2020-03-24","Ireland",1125,219,6,2.0,"Local transmission",0.0
"2020-03-24","Luxembourg",875,77,8,0.0,"Local transmission",0.0
"2020-03-24","Poland",749,115,8,1.0,"Local transmission",0.0
"2020-03-24","Finland",700,74,1,0.0,"Local transmission",0.0
"2020-03-24","Greece",695,71,17,2.0,"Local transmission",0.0
"2020-03-24","Iceland",588,20,2,1.0,"Local transmission",0.0
"2020-03-24","Romania",576,143,7,5.0,"Local transmission",0.0
"2020-03-24","Slovenia",442,28,1,0.0,"Local transmission",0.0
"2020-03-24","Russian Federation",438,0,0,0.0,"Local transmission",1.0
"2020-03-24","Estonia",352,26,0,0.0,"Local transmission",0.0
"2020-03-24","Croatia",306,71,0,0.0,"Local transmission",0.0
"2020-03-24","Serbia",249,61,2,2.0,"Local transmission",0.0
"2020-03-24","Armenia",235,45,0,0.0,"Local transmission",0.0
"2020-03-24","Bulgaria",201,16,3,0.0,"Local transmission",0.0
"2020-03-24","Slovakia",191,6,0,0.0,"Local transmission",0.0
"2020-03-24","Hungary",187,20,8,1.0,"Local transmission",0.0
"2020-03-24","San Marino",187,36,20,0.0,"Local transmission",0.0
"2020-03-24","Latvia",180,41,0,0.0,"Local transmission",0.0
"2020-03-24","Lithuania",179,36,1,0.0,"Local transmission",0.0
"2020-03-24","Andorra",164,51,1,1.0,"Local transmission",0.0
"2020-03-24","North Macedonia",136,22,2,1.0,"Local transmission",0.0
"2020-03-24","Bosnia and Herzegovina",131,6,1,0.0,"Local transmission",0.0
"2020-03-24","Albania",123,34,4,2.0,"Local transmission",0.0
"2020-03-24","Cyprus",116,21,0,0.0,"Local transmission",0.0
"2020-03-24","Republic of Moldova",109,15,1,0.0,"Local transmission",0.0
"2020-03-24","Malta",107,17,0,0.0,"Local transmission",0.0
"2020-03-24","Ukraine",84,37,3,0.0,"Local transmission",0.0
"2020-03-24","Belarus",81,5,0,0.0,"Local transmission",0.0
"2020-03-24","Azerbaijan",72,7,1,0.0,"Local transmission",0.0
"2020-03-24","Georgia",67,13,0,0.0,"Local transmission",0.0
"2020-03-24","Kazakhstan",63,3,0,0.0,"Imported cases only",0.0
"2020-03-24","Liechtenstein",46,0,0,0.0,"Imported cases only",1.0
"2020-03-24","Uzbekistan",46,0,0,0.0,"Local transmission",1.0
"2020-03-24","Monaco",23,0,0,0.0,"Local transmission",1.0
