"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-09","Republic of Korea",7382,248,51,1,"Local transmission",0
"2020-03-09","Japan",488,33,7,1,"Local transmission",0
"2020-03-09","Singapore",150,12,0,0,"Local transmission",0
"2020-03-09","Malaysia",93,0,0,0,"Local transmission",1
"2020-03-09","Australia",77,3,3,0,"Local transmission",0
"2020-03-09","Viet Nam",30,9,0,0,"Local transmission",0
"2020-03-09","Philippines",10,4,1,0,"Local transmission",0
"2020-03-09","New Zealand",5,0,0,0,"Local transmission",2
"2020-03-09","Cambodia",2,0,0,0,"Local transmission",1
"2020-03-09","Italy",7375,1492,366,132,"Local transmission",0
"2020-03-09","France",1116,410,19,9,"Local transmission",0
"2020-03-09","Germany",1112,317,0,0,"Local transmission",0
"2020-03-09","Spain",589,159,10,5,"Local transmission",0
"2020-03-09","Switzerland",332,68,2,0,"Local transmission",0
"2020-03-09","The United Kingdom",277,67,2,0,"Local transmission",0
"2020-03-09","Netherlands",265,77,3,2,"Local transmission",0
"2020-03-09","Sweden",203,42,0,0,"Local transmission",0
"2020-03-09","Belgium",200,31,0,0,"Local transmission",0
"2020-03-09","Norway",169,22,0,0,"Local transmission",0
"2020-03-09","Austria",112,10,0,0,"Local transmission",0
"2020-03-09","Greece",73,7,0,0,"Local transmission",0
"2020-03-09","Iceland",55,10,0,0,"Local transmission",0
"2020-03-09","Israel",39,14,0,0,"Local transmission",0
"2020-03-09","San Marino",37,10,1,0,"Local transmission",0
"2020-03-09","Denmark",36,5,0,0,"Local transmission",0
"2020-03-09","Czechia",32,6,0,0,"Local transmission",0
"2020-03-09","Finland",30,11,0,0,"Local transmission",0
"2020-03-09","Portugal",30,9,0,0,"Local transmission",0
"2020-03-09","Ireland",21,2,0,0,"Local transmission",0
"2020-03-09","Slovenia",16,4,0,0,"Local transmission",0
"2020-03-09","Romania",15,2,0,0,"Local transmission",0
"2020-03-09","Georgia",13,1,0,0,"Imported cases only",0
"2020-03-09","Croatia",11,0,0,0,"Local transmission",2
"2020-03-09","Poland",11,5,0,0,"Imported cases only",0
"2020-03-09","Estonia",10,0,0,0,"Imported cases only",2
"2020-03-09","Azerbaijan",9,0,0,0,"Imported cases only",2
"2020-03-09","Hungary",9,2,0,0,"Local transmission",0
"2020-03-09","Russian Federation",7,0,0,0,"Imported cases only",2
"2020-03-09","Belarus",6,0,0,0,"Local transmission",4
