"Date","Country","Total confirmed cases","Total confirmed new cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"20200308","New Zealand",5,0,0,0,"Local transmission",1
"20200308","Cambodia",2,1,0,0,"Local transmission",0
"20200308","Italy",5883,1247,234,37,"Local transmission",0
"20200308","Germany",795,156,0,0,"Local transmission",0
"20200308","France",706,93,10,1,"Local transmission",0
"20200308","Spain",430,56,5,0,"Local transmission",0
"20200308","Switzerland",264,55,2,1,"Local transmission",0
"20200308","The United Kingdom",210,43,2,1,"Local transmission",0
"20200308","Netherlands",188,60,1,0,"Local transmission",0
"20200308","Belgium",169,60,0,0,"Local transmission",0
"20200308","Sweden",161,24,0,0,"Local transmission",0
"20200308","Norway",147,34,0,0,"Local transmission",0
"20200308","Austria",104,38,0,0,"Local transmission",0
"20200308","Greece",66,34,0,0,"Local transmission",0
"20200308","Iceland",45,0,0,0,"Local transmission",1
"20200308","Denmark",31,8,0,0,"Local transmission",0
"20200308","San Marino",27,3,1,1,"Local transmission",0
"20200308","Czechia",26,14,0,0,"Local transmission",0
"20200308","Israel",25,6,0,0,"Local transmission",0
"20200308","Portugal",21,8,0,0,"Local transmission",0
"20200308","Finland",19,0,0,0,"Local transmission",1
"20200308","Ireland",19,1,0,0,"Local transmission",0
"20200308","Romania",13,6,0,0,"Local transmission",0
"20200308","Georgia",12,3,0,0,"Imported cases only",0
"20200308","Slovenia",12,3,0,0,"Local transmission",0
"20200308","Croatia",11,0,0,0,"Local transmission",1
"20200308","Estonia",10,0,0,0,"Imported cases only",1
"20200308","Azerbaijan",9,0,0,0,"Imported cases only",1
"20200308","Hungary",7,3,0,0,"Local transmission",0
"20200308","Russian Federation",7,0,0,0,"Imported cases only",1
"20200308","Belarus",6,0,0,0,"Local transmission",3
"20200308","Poland",6,1,0,0,"Imported cases only",0
"20200308","Malta",3,3,0,0,"Imported cases only",0
"20200308","North Macedonia",3,0,0,0,"Imported cases only",1
"20200308","Slovakia",3,2,0,0,"Local transmission",0
"20200308","Bosnia and Herzegovina",2,0,0,0,"Local transmission",3
"20200308","Bulgaria",2,2,0,0,"Local transmission",0
"20200308","Luxembourg",2,0,0,0,"Imported cases only",1
"20200308","Andorra",1,0,0,0,"Imported cases only",5
"20200308","Armenia",1,0,0,0,"Imported cases only",6
"20200308","Holy See",1,0,0,0,"Under investigation",2
"20200308","Latvia",1,0,0,0,"Imported cases only",5
"20200308","Liechtenstein",1,0,0,0,"Imported cases only",2
"20200308","Lithuania",1,0,0,0,"Imported cases only",9
"20200308","Monaco",1,0,0,0,"Under investigation",7
"20200308","Republic of Moldova",1,1,0,0,"Imported cases only",0
"20200308","Serbia",1,0,0,0,"Under investigation",2
"20200308","Ukraine",1,0,0,0,"Imported cases only",4
"20200308","Faroe Islands",1,0,0,0,"Imported cases only",2
"20200308","Gibraltar",1,0,0,0,"Under investigation",4
"20200308","Thailand",50,2,1,0,"Local transmission",0
"20200308","India",34,3,0,0,"Local transmission",0
"20200308","Indonesia",4,0,0,0,"Local transmission",1
"20200308","Maldives",2,2,0,0,"Local transmission",0
"20200308","Bhutan",1,0,0,0,"Imported cases only",2
"20200308","Nepal",1,0,0,0,"Imported cases only",44
"20200308","Sri Lanka",1,0,0,0,"Imported cases only",41
"20200308","Iran (Islamic Republic of)",5823,1076,145,21,"Local transmission",0
"20200308","Kuwait",62,4,0,0,"Imported cases only",0
"20200308","Bahrain",56,7,0,0,"Imported cases only",0
"20200308","Iraq",54,10,4,0,"Imported cases only",0
"20200308","Egypt",48,45,0,0,"Local transmission††",0
"20200308","United Arab Emirates",45,0,0,0,"Local transmission",1
"20200308","Lebanon",28,6,0,0,"Local transmission",0
"20200308","Oman",16,0,0,0,"Imported cases only",2
"20200308","Qatar",12,1,0,0,"Imported cases only",0
"20200308","Saudi Arabia",7,2,0,0,"Imported cases only",0
"20200308","Pakistan",5,0,0,0,"Imported cases only",5
"20200308","Afghanistan",4,3,0,0,"Imported cases only",0
"20200308","Morocco",2,0,0,0,"Imported cases only",3
"20200308","Jordan",1,0,0,0,"Imported cases only",5
"20200308","Tunisia",1,0,0,0,"Imported cases only",5
"20200308","Occupied Palestinian Territory",16,0,0,0,"Local transmission",1
"20200308","United States of America",213,0,11,0,"Local transmission",1
"20200308","Canada",57,6,0,0,"Local transmission",0
"20200308","Brazil",19,6,0,0,"Local transmission",0
"20200308","Ecuador",14,0,0,0,"Local transmission",1
"20200308","Argentina",9,7,1,1,"Imported cases only",0
"20200308","Mexico",7,2,0,0,"Imported cases only",0
"20200308","Peru",6,0,0,0,"Local transmission",1
"20200308","Chile",5,0,0,0,"Imported cases only",1
"20200308","Costa Rica",5,5,0,0,"Imported cases only",0
"20200308","Colombia",1,0,0,0,"Imported cases only",1
"20200308","Dominican Republic",1,0,0,0,"Imported cases only",6
"20200308","French Guiana",5,5,0,0,"Imported cases only",0
"20200308","Martinique",2,2,0,0,"Imported cases only",0
"20200308","Saint Martin",2,0,0,0,"Under investigation",5
"20200308","Saint Barthélemy",1,0,0,0,"Under investigation",5
"20200308","Algeria",17,0,0,0,"Local transmission",1
"20200308","Senegal",4,0,0,0,"Imported cases only",3
"20200308","Cameroon",2,0,0,0,"Local transmission",1
"20200308","South Africa",2,1,0,0,"Imported cases only",0
"20200308","Nigeria",1,0,0,0,"Imported cases only",9
"20200308","Togo",1,0,0,0,"Imported cases only",1
"20200308","Diamond Princess",696,0,7,1,"Local transmission",0
"20200309","Republic of Korea",7382,248,51,1,"Local transmission",0
"20200309","Japan",488,33,7,1,"Local transmission",0
"20200309","Singapore",150,12,0,0,"Local transmission",0
"20200309","Malaysia",93,0,0,0,"Local transmission",1
"20200309","Australia",77,3,3,0,"Local transmission",0
"20200309","Viet Nam",30,9,0,0,"Local transmission",0
"20200309","Philippines",10,4,1,0,"Local transmission",0
"20200309","New Zealand",5,0,0,0,"Local transmission",2
"20200309","Cambodia",2,0,0,0,"Local transmission",1
"20200309","Italy",7375,1492,366,132,"Local transmission",0
"20200309","France",1116,410,19,9,"Local transmission",0
"20200309","Germany",1112,317,0,0,"Local transmission",0
"20200309","Spain",589,159,10,5,"Local transmission",0
"20200309","Switzerland",332,68,2,0,"Local transmission",0
"20200309","The United Kingdom",277,67,2,0,"Local transmission",0
"20200309","Netherlands",265,77,3,2,"Local transmission",0
"20200309","Sweden",203,42,0,0,"Local transmission",0
"20200309","Belgium",200,31,0,0,"Local transmission",0
"20200309","Norway",169,22,0,0,"Local transmission",0
"20200309","Austria",112,10,0,0,"Local transmission",0
"20200309","Greece",73,7,0,0,"Local transmission",0
"20200309","Iceland",55,10,0,0,"Local transmission",0
"20200309","Israel",39,14,0,0,"Local transmission",0
"20200309","San Marino",37,10,1,0,"Local transmission",0
"20200309","Denmark",36,5,0,0,"Local transmission",0
"20200309","Czechia",32,6,0,0,"Local transmission",0
"20200309","Finland",30,11,0,0,"Local transmission",0
"20200309","Portugal",30,9,0,0,"Local transmission",0
"20200309","Ireland",21,2,0,0,"Local transmission",0
"20200309","Slovenia",16,4,0,0,"Local transmission",0
"20200309","Romania",15,2,0,0,"Local transmission",0
"20200309","Georgia",13,1,0,0,"Imported cases only",0
"20200309","Croatia",11,0,0,0,"Local transmission",2
"20200309","Poland",11,5,0,0,"Imported cases only",0
"20200309","Estonia",10,0,0,0,"Imported cases only",2
"20200309","Azerbaijan",9,0,0,0,"Imported cases only",2
"20200309","Hungary",9,2,0,0,"Local transmission",0
"20200309","Russian Federation",7,0,0,0,"Imported cases only",2
"20200309","Belarus",6,0,0,0,"Local transmission",4
"20200309","Slovakia",5,2,0,0,"Local transmission",0
"20200309","Bulgaria",4,2,0,0,"Local transmission",0
"20200309","Latvia",3,2,0,0,"Imported cases only",0
"20200309","Malta",3,0,0,0,"Imported cases only",1
"20200309","North Macedonia",3,0,0,0,"Imported cases only",2
"20200309","Albania",2,2,0,0,"Imported cases only",0
"20200309","Bosnia and Herzegovina",2,0,0,0,"Local transmission",4
"20200309","Luxembourg",2,0,0,0,"Imported cases only",2
"20200309","Andorra",1,0,0,0,"Imported cases only",6
"20200309","Armenia",1,0,0,0,"Imported cases only",7
"20200309","Holy See",1,0,0,0,"Under investigation",3
"20200309","Liechtenstein",1,0,0,0,"Imported cases only",3
"20200309","Lithuania",1,0,0,0,"Imported cases only",10
"20200309","Monaco",1,0,0,0,"Under investigation",8
"20200309","Republic of Moldova",1,0,0,0,"Imported cases only",1
"20200309","Serbia",1,0,0,0,"Under investigation",3
"20200309","Ukraine",1,0,0,0,"Imported cases only",5
"20200309","Faroe Islands",2,1,0,0,"Imported cases only",0
"20200309","Gibraltar",1,0,0,0,"Under investigation",5
"20200309","Thailand",50,0,1,0,"Local transmission",1
"20200309","India",43,9,0,0,"Local transmission",0
"20200309","Indonesia",6,2,0,0,"Local transmission",0
"20200309","Maldives",4,2,0,0,"Local transmission",0
"20200309","Bangladesh",3,3,0,0,"Local transmission",0
"20200309","Bhutan",1,0,0,0,"Imported cases only",3
"20200309","Nepal",1,0,0,0,"Imported cases only",45
"20200309","Sri Lanka",1,0,0,0,"Imported cases only",42
"20200309","Iran (Islamic Republic of)",6566,743,194,49,"Local transmission",0
"20200309","Bahrain",79,23,0,0,"Local transmission",0
"20200309","Kuwait",64,2,0,0,"Imported cases only",0
"20200309","Iraq",60,6,6,2,"Local transmission",0
"20200309","Egypt",55,7,1,1,"Local transmission",0
"20200309","United Arab Emirates",45,0,0,0,"Local transmission",2
"20200309","Lebanon",32,4,0,0,"Local transmission",0
"20200309","Oman",16,0,0,0,"Imported cases only",3
"20200309","Qatar",15,3,0,0,"Imported cases only",0
"20200309","Saudi Arabia",15,8,0,0,"Imported cases only",0
"20200309","Pakistan",6,1,0,0,"Imported cases only",0
"20200309","Afghanistan",4,0,0,0,"Imported cases only",1
"20200309","Morocco",2,0,0,0,"Imported cases only",4
"20200309","Tunisia",2,1,0,0,"Imported cases only",0
"20200309","Jordan",1,0,0,0,"Imported cases only",6
"20200309","occupied Palestinian territory",19,3,0,0,"Local transmission",0
"20200309","United States of America",213,0,11,0,"Local transmission",2
"20200309","Canada",62,5,0,0,"Local transmission",0
"20200309","Brazil",25,6,0,0,"Local transmission",0
"20200309","Ecuador",15,1,0,0,"Local transmission",0
"20200309","Argentina",12,3,1,0,"Imported cases only",0
"20200309","Chile",10,5,0,0,"Local transmission",0
"20200309","Costa Rica",9,4,0,0,"Local transmission",0
"20200309","Mexico",7,0,0,0,"Imported cases only",1
"20200309","Peru",6,0,0,0,"Local transmission",2
"20200309","Colombia",1,0,0,0,"Imported cases only",2
"20200309","Dominican Republic",1,0,0,0,"Imported cases only",7
"20200309","Paraguay",1,1,0,0,"Imported cases only",0
"20200309","French Guiana",5,0,0,0,"Imported cases only",1
"20200309","Martinique",2,0,0,0,"Imported cases only",1
"20200309","Saint Martin",2,0,0,0,"Under investigation",6
"20200309","Saint Barthelemy",1,0,0,0,"Under investigation",6
"20200309","Algeria",20,3,0,0,"Local transmission",0
"20200309","Senegal",4,0,0,0,"Imported cases only",4
"20200309","South Africa",3,1,0,0,"Imported cases only",0
"20200309","Cameroon",2,0,0,0,"Local transmission",2
"20200309","Nigeria",2,1,0,0,"Imported cases only",0
"20200309","Togo",1,0,0,0,"Imported cases only",2
"20200309","Diamond Princess",696,0,7,0,"Local transmission",1
"20200310","Republic of Korea",7513,131,54,3,"Local transmission",0
"20200310","Japan",514,26,9,2,"Local transmission",0
"20200310","Singapore",160,10,0,0,"Local transmission",0
"20200310","Malaysia",117,24,0,0,"Local transmission",0
"20200310","Australia",92,15,3,0,"Local transmission",0
"20200310","Philippines",33,23,1,0,"Local transmission",0
"20200310","Viet Nam",31,1,0,0,"Local transmission",0
"20200310","New Zealand",5,0,0,0,"Local transmission",3
"20200310","Cambodia",2,0,0,0,"Local transmission",2
"20200310","Brunei Darussalam",1,1,0,0,"Imported cases only",0
"20200310","Mongolia",1,1,0,0,"Imported cases only",0
"20200310","Italy",9172,1797,463,97,"Local transmission",0
"20200310","France",1402,286,30,11,"Local transmission",0
"20200310","Germany",1139,27,2,2,"Local transmission",0
"20200310","Spain",1024,435,28,18,"Local transmission",0
"20200310","Switzerland",332,0,2,0,"Local transmission",1
"20200310","The United Kingdom",323,46,3,1,"Local transmission",0
"20200310","Netherlands",321,56,3,0,"Local transmission",0
"20200310","Sweden",248,45,0,0,"Local transmission",0
"20200310","Belgium",239,39,0,0,"Local transmission",0
"20200310","Norway",192,23,0,0,"Local transmission",0
"20200310","Austria",131,19,0,0,"Local transmission",0
"20200310","Denmark",90,54,0,0,"Local transmission",0
"20200310","Greece",73,0,0,0,"Local transmission",1
"20200310","Iceland",55,0,0,0,"Local transmission",2
"20200310","San Marino",49,12,2,1,"Local transmission",0
"20200310","Finland",40,10,0,0,"Local transmission",0
"20200310","Israel",39,0,0,0,"Local transmission",1
"20200310","Czechia",38,6,0,0,"Local transmission",0
"20200310","Portugal",30,0,0,0,"Local transmission",1
"20200310","Ireland",24,3,0,0,"Local transmission",0
"20200310","Slovenia",23,7,0,0,"Local transmission",0
"20200310","Poland",16,5,0,0,"Local transmission",0
"20200310","Georgia",15,2,0,0,"Imported cases only",0
"20200310","Romania",15,0,0,0,"Local transmission",1
"20200310","Croatia",12,1,0,0,"Local transmission",0
"20200310","Estonia",10,0,0,0,"Imported cases only",3
"20200310","Azerbaijan",9,0,0,0,"Imported cases only",3
"20200310","Hungary",9,0,0,0,"Local transmission",1
"20200310","North Macedonia",7,4,0,0,"Local transmission",0
"20200310","Russian Federation",7,0,0,0,"Imported cases only",3
"20200310","Slovakia",7,2,0,0,"Local transmission",0
"20200310","Belarus",6,0,0,0,"Local transmission",5
"20200310","Latvia",6,3,0,0,"Imported cases only",0
"20200310","Luxembourg",5,3,0,0,"Imported cases only",0
"20200310","Bulgaria",4,0,0,0,"Local transmission",2
"20200310","Malta",4,1,0,0,"Imported cases only",0
"20200310","Albania",2,0,0,0,"Imported cases only",1
"20200310","Bosnia and Herzegovina",2,0,0,0,"Local transmission",5
"20200310","Cyprus",2,2,0,0,"Imported cases only",0
"20200310","Andorra",1,0,0,0,"Imported cases only",7
"20200310","Armenia",1,0,0,0,"Imported cases only",8
"20200310","Holy See",1,0,0,0,"Under investigation",4
"20200310","Liechtenstein",1,0,0,0,"Imported cases only",4
"20200310","Lithuania",1,0,0,0,"Imported cases only",11
"20200310","Monaco",1,0,0,0,"Under investigation",9
"20200310","Republic of Moldova",1,0,0,0,"Imported cases only",2
"20200310","Serbia",1,0,0,0,"Under investigation",4
"20200310","Ukraine",1,0,0,0,"Imported cases only",6
"20200310","Faroe Islands",2,0,0,0,"Imported cases only",1
"20200310","Gibraltar",1,0,0,0,"Under investigation",6
"20200310","Guernsey",1,1,0,0,"Imported cases only",0
"20200310","Thailand",53,3,1,0,"Local transmission",0
"20200310","India",44,1,0,0,"Local transmission",0
"20200310","Indonesia",19,13,0,0,"Local transmission",0
"20200310","Maldives",4,0,0,0,"Local transmission",1
"20200310","Bangladesh",3,0,0,0,"Local transmission",1
"20200310","Bhutan",1,0,0,0,"Imported cases only",4
"20200310","Nepal",1,0,0,0,"Imported cases only",46
"20200310","Sri Lanka",1,0,0,0,"Imported cases only",43
"20200310","Iran (Islamic Republic of)",7161,595,237,43,"Local transmission",0
"20200310","Bahrain",109,30,0,0,"Local transmission",0
"20200310","Kuwait",65,1,0,0,"Imported cases only",0
"20200310","Iraq",61,1,6,0,"Local transmission",0
"20200310","Egypt",59,4,1,0,"Local transmission",0
"20200310","United Arab Emirates",59,14,0,0,"Local transmission",0
"20200310","Lebanon",41,9,0,0,"Local transmission",0
"20200310","Oman",18,2,0,0,"Imported cases only",0
"20200310","Qatar",18,3,0,0,"Imported cases only",0
"20200310","Pakistan",16,10,0,0,"Local transmission",0
"20200310","Saudi Arabia",15,0,0,0,"Imported cases only",1
"20200310","Afghanistan",4,0,0,0,"Imported cases only",2
"20200310","Morocco",2,0,0,0,"Imported cases only",5
"20200310","Tunisia",2,0,0,0,"Imported cases only",1
"20200310","Jordan",1,0,0,0,"Imported cases only",7
"20200310","occupied Palestinian territory",26,7,0,0,"Local transmission",0
"20200310","United States of America",472,259,19,8,"Local transmission",0
"20200310","Canada",77,15,0,0,"Local transmission",0
"20200310","Brazil",25,0,0,0,"Local transmission",1
"20200310","Ecuador",15,0,0,0,"Local transmission",1
"20200310","Chile",13,3,0,0,"Local transmission",0
"20200310","Argentina",12,0,1,0,"Imported cases only",1
"20200310","Costa Rica",9,0,0,0,"Local transmission",1
"20200310","Peru",9,3,0,0,"Local transmission",0
"20200310","Mexico",7,0,0,0,"Imported cases only",2
"20200310","Dominican Republic",5,4,0,0,"Imported cases only",0
"20200310","Colombia",3,2,0,0,"Imported cases only",0
"20200310","Panama",1,1,0,0,"Imported cases only",0
"20200310","Paraguay",1,0,0,0,"Imported cases only",1
"20200310","French Guiana",5,0,0,0,"Imported cases only",2
"20200310","Martinique",2,0,0,0,"Imported cases only",2
"20200310","Saint Martin",2,0,0,0,"Under investigation",7
"20200310","Saint Barthelemy",1,0,0,0,"Under investigation",7
"20200310","Algeria",20,0,0,0,"Local transmission",1
"20200310","South Africa",7,4,0,0,"Imported cases only",0
"20200310","Senegal",4,0,0,0,"Imported cases only",5
"20200310","Cameroon",2,0,0,0,"Local transmission",3
"20200310","Nigeria",2,0,0,0,"Imported cases only",1
"20200310","Togo",1,0,0,0,"Imported cases only",3
"20200310","Diamond Princess",696,0,7,0,"Local transmission",2
"20200311","Republic of Korea",7755,242,60,6,"Local transmission",0
"20200311","Japan",568,54,12,3,"Local transmission",0
"20200311","Singapore",166,6,0,0,"Local transmission",0
"20200311","Malaysia",129,12,0,0,"Local transmission",0
"20200311","Australia",112,20,3,0,"Local transmission",0
"20200311","Philippines",49,16,1,0,"Local transmission",0
"20200311","Viet Nam",35,4,0,0,"Local transmission",0
"20200311","New Zealand",5,0,0,0,"Local transmission",4
"20200311","Cambodia",3,1,0,0,"Local transmission",0
"20200311","Brunei Darussalam",1,0,0,0,"Imported cases only",1
"20200311","Mongolia",1,0,0,0,"Imported cases only",1
"20200311","Italy",10149,977,631,168,"Local transmission",0
"20200311","France",1774,372,33,3,"Local transmission",0
"20200311","Spain",1639,615,36,8,"Local transmission",0
"20200311","Germany",1296,157,2,0,"Local transmission",0
"20200311","Switzerland",491,159,3,1,"Local transmission",0
"20200311","Netherlands",382,61,4,1,"Local transmission",0
"20200311","The United Kingdom",373,50,6,3,"Local transmission",0
"20200311","Sweden",326,78,0,0,"Local transmission",0
"20200311","Norway",277,85,0,0,"Local transmission",0
"20200311","Belgium",267,28,0,0,"Local transmission",0
"20200311","Denmark",262,172,0,0,"Local transmission",0
"20200311","Austria",182,51,0,0,"Local transmission",0
"20200311","Greece",89,16,0,0,"Local transmission",0
"20200311","Israel",75,36,0,0,"Local transmission",0
"20200311","San Marino",63,14,2,0,"Local transmission",0
"20200311","Czechia",61,23,0,0,"Local transmission",0
"20200311","Iceland",61,0,0,0,"Local transmission",1
"20200311","Portugal",41,11,0,0,"Local transmission",0
"20200311","Finland",40,0,0,0,"Local transmission",1
"20200311","Ireland",34,10,0,0,"Local transmission",0
"20200311","Slovenia",31,8,0,0,"Local transmission",0
"20200311","Romania",25,10,0,0,"Local transmission",0
"20200311","Georgia",23,8,0,0,"Imported cases only",0
"20200311","Poland",22,6,0,0,"Local transmission",0
"20200311","Croatia",16,4,0,0,"Local transmission",0
"20200311","Estonia",13,3,0,0,"Imported cases only",0
"20200311","Hungary",13,4,0,0,"Local transmission",0
"20200311","Serbia",12,11,0,0,"Local transmission",0
"20200311","Albania",10,8,0,0,"Local transmission",0
"20200311","Bulgaria",6,2,0,0,"Local transmission",0
"20200311","Azerbaijan",9,0,0,0,"Imported cases only",4
"20200311","Belarus",9,3,0,0,"Local transmission",0
"20200311","Latvia",8,2,0,0,"Imported cases only",0
"20200311","North Macedonia",7,0,0,0,"Local transmission",1
"20200311","Russian Federation",7,0,0,0,"Imported cases only",4
"20200311","Slovakia",7,0,0,0,"Local transmission",1
"20200311","Luxembourg",5,0,0,0,"Imported cases only",1
"20200311","Bosnia and Herzegovina",4,2,0,0,"Local transmission",0
"20200311","Malta",4,0,0,0,"Imported cases only",1
"20200311","Republic of Moldova",3,2,0,0,"Imported cases only",0
"20200311","Cyprus",2,0,0,0,"Imported cases only",1
"20200311","Andorra",1,0,0,0,"Imported cases only",8
"20200311","Armenia",1,0,0,0,"Imported cases only",9
"20200311","Holy See",1,0,0,0,"Under investigation",5
"20200311","Liechtenstein",1,0,0,0,"Imported cases only",5
"20200311","Lithuania",1,0,0,0,"Imported cases only",12
"20200311","Monaco",1,0,0,0,"Under investigation",10
"20200311","Ukraine",1,0,0,0,"Imported cases only",7
"20200311","Faroe Islands",2,0,0,0,"Imported cases only",2
"20200311","Gibraltar",1,0,0,0,"Under investigation",7
"20200311","Guernsey",1,0,0,0,"Imported cases only",1
"20200311","India",60,16,0,0,"Local transmission",0
"20200311","Thailand",59,6,1,0,"Local transmission",0
"20200311","Indonesia",27,8,1,1,"Local transmission",0
"20200311","Maldives",8,4,0,0,"Local transmission",0
"20200311","Bangladesh",3,0,0,0,"Local transmission",2
"20200311","Bhutan",1,0,0,0,"Imported cases only",5
"20200311","Nepal",1,0,0,0,"Imported cases only",47
"20200311","Sri Lanka",1,0,0,0,"Imported cases only",44
"20200311","Iran (Islamic Republic of)",8042,881,291,54,"Local transmission",0
"20200311","Bahrain",110,1,0,0,"Local transmission",0
"20200311","United Arab Emirates",74,15,0,0,"Local transmission",0
"20200311","Kuwait",69,4,0,0,"Imported cases only",0
"20200311","Iraq",61,0,6,0,"Local transmission",1
"20200311","Egypt",59,0,1,0,"Local transmission",1
"20200311","Lebanon",41,9,1,1,"Local transmission",0
"20200311","Qatar",24,6,0,0,"Imported cases only",0
"20200311","Saudi Arabia",20,5,0,0,"Local transmission",0
"20200311","Oman",18,0,0,0,"Imported cases only",1
"20200311","Pakistan",16,0,0,0,"Local transmission",1
"20200311","Tunisia",6,4,0,0,"Local transmission",0
"20200311","Afghanistan",4,0,0,0,"Imported cases only",3
"20200311","Morocco",3,1,1,1,"Imported cases only",0
"20200311","Jordan",1,0,0,0,"Imported cases only",8
"20200311","occupied Palestinian territory",30,4,0,0,"Local transmission",0
"20200311","United States of America",696,224,25,6,"Local transmission",0
"20200311","Canada",93,16,1,1,"Local transmission",0
"20200311","Brazil",34,9,0,0,"Local transmission",0
"20200311","Argentina",17,5,1,0,"Imported cases only",0
"20200311","Chile",17,4,0,0,"Local transmission",0
"20200311","Ecuador",15,0,0,0,"Local transmission",2
"20200311","Costa Rica",13,4,0,0,"Local transmission",0
"20200311","Peru",11,2,0,0,"Local transmission",0
"20200311","Panama",8,7,1,1,"Imported cases only",0
"20200311","Paraguay",5,4,0,0,"Local transmission",0
"20200311","Mexico",7,0,0,0,"Imported cases only",3
"20200311","Dominican Republic",5,0,0,0,"Imported cases only",1
"20200311","Colombia",3,0,0,0,"Imported cases only",1
"20200311","Bolivia (Plurinational State of)",2,2,0,0,"Imported cases only",0
"20200311","Jamaica",1,1,0,0,"Imported cases only",0
"20200311","French Guiana",5,0,0,0,"Imported cases only",3
"20200311","Martinique",3,1,0,0,"Imported cases only",0
"20200311","Saint Martin",2,0,0,0,"Under investigation",8
"20200311","Saint Barthelemy",1,0,0,0,"Under investigation",8
"20200311","Algeria",20,0,0,0,"Local transmission",2
"20200311","South Africa",7,0,0,0,"Imported cases only",1
"20200311","Senegal",4,0,0,0,"Imported cases only",6
"20200311","Burkina Faso",2,2,0,0,"Imported cases only",0
"20200311","Cameroon",2,0,0,0,"Local transmission",4
"20200311","Nigeria",2,0,0,0,"Imported cases only",2
"20200311","Democratic Republic of the Congo",1,1,0,0,"Imported cases only",0
"20200311","Togo",1,0,0,0,"Imported cases only",4
"20200311","Diamond Princess",696,0,7,0,"Local transmission",3
"20200312","Republic of Korea",7869,114,66,6,"Local transmission",0
"20200312","Japan",620,52,15,3,"Local transmission",0
"20200312","Singapore",178,12,0,0,"Local transmission",0
"20200312","Malaysia",129,0,0,0,"Local transmission",1
"20200312","Australia",122,10,3,0,"Local transmission",0
"20200312","Philippines",52,3,2,1,"Local transmission",0
"20200312","Viet Nam",39,4,0,0,"Local transmission",0
"20200312","Brunei Darussalam",12,11,0,0,"Local transmission",0
"20200312","New Zealand",5,0,0,0,"Local transmission",5
"20200312","Cambodia",3,0,0,0,"Local transmission",1
"20200312","Mongolia",1,0,0,0,"Imported cases only",2
"20200312","French Polynesia",1,1,0,0,"Imported cases only",0
"20200312","Italy",12462,2313,827,196,"Local transmission",0
"20200312","France",2269,495,48,15,"Local transmission",0
"20200312","Spain",2140,501,48,12,"Local transmission",0
"20200312","Germany",1567,271,3,1,"Local transmission",0
"20200312","Switzerland",645,154,4,1,"Local transmission",0
"20200312","Denmark",615,353,0,0,"Local transmission",0
"20200312","Netherlands",503,121,5,1,"Local transmission",0
"20200312","Sweden",461,135,0,0,"Local transmission",0
"20200312","The United Kingdom",460,87,6,0,"Local transmission",0
"20200312","Belgium",314,47,0,0,"Local transmission",0
"20200312","Austria",302,120,0,0,"Local transmission",0
"20200312","Norway",489,212,0,0,"Local transmission",0
"20200312","Greece",98,9,1,1,"Local transmission",0
"20200312","Czechia",94,33,0,0,"Local transmission",0
"20200312","Israel",75,0,0,0,"Local transmission",1
"20200312","San Marino",63,0,2,0,"Local transmission",1
"20200312","Iceland",61,0,0,0,"Local transmission",2
"20200312","Slovenia",57,26,0,0,"Local transmission",0
"20200312","Romania",48,23,0,0,"Local transmission",0
"20200312","Poland",44,22,0,0,"Local transmission",0
"20200312","Ireland",43,9,1,1,"Local transmission",0
"20200312","Portugal",41,0,0,0,"Local transmission",1
"20200312","Finland",40,0,0,0,"Local transmission",2
"20200312","Georgia",23,0,0,0,"Imported cases only",1
"20200312","Russian Federation",20,13,0,0,"Imported cases only",0
"20200312","Serbia",19,7,0,0,"Local transmission",0
"20200312","Luxembourg",17,12,0,0,"Local transmission",0
"20200312","Croatia",16,0,0,0,"Local transmission",1
"20200312","Latvia",16,8,0,0,"Imported cases only",0
"20200312","Estonia",13,0,0,0,"Imported cases only",1
"20200312","Hungary",13,0,0,0,"Local transmission",1
"20200312","Belarus",12,3,0,0,"Local transmission",0
"20200312","Albania",10,0,0,0,"Local transmission",1
"20200312","Slovakia",10,3,0,0,"Local transmission",0
"20200312","Azerbaijan",9,0,0,0,"Imported cases only",5
"20200312","Bulgaria",7,1,1,1,"Local transmission",0
"20200312","North Macedonia",7,0,0,0,"Local transmission",2
"20200312","Cyprus",6,4,0,0,"Imported cases only",0
"20200312","Malta",6,2,0,0,"Imported cases only",0
"20200312","Bosnia and Herzegovina",4,0,0,0,"Local transmission",1
"20200312","Republic of Moldova",4,1,0,0,"Imported cases only",0
"20200312","Lithuania",3,2,0,0,"Imported cases only",0
"20200312","Andorra",1,0,0,0,"Imported cases only",9
"20200312","Armenia",1,0,0,0,"Imported cases only",10
"20200312","Holy See",1,0,0,0,"Under investigation",6
"20200312","Liechtenstein",1,0,0,0,"Imported cases only",6
"20200312","Monaco",1,0,0,0,"Under investigation",11
"20200312","Turkey",1,1,0,0,"Imported cases only",0
"20200312","Ukraine",1,0,0,0,"Imported cases only",8
"20200312","Faroe Islands",2,0,0,0,"Imported cases only",3
"20200312","Gibraltar",1,0,0,0,"Under investigation",8
"20200312","Guernsey",1,0,0,0,"Imported cases only",2
"20200312","India",73,13,0,0,"Local transmission",0
"20200312","Thailand",70,11,1,0,"Local transmission",0
"20200312","Indonesia",34,7,1,0,"Local transmission",0
"20200312","Maldives",8,0,0,0,"Local transmission",1
"20200312","Bangladesh",3,0,0,0,"Local transmission",3
