"Date","Country","Total confirmed cases","Total confirmed new cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"20200312","Sri Lanka",2,1,0,0,"Imported cases only",0
"20200312","Bhutan",1,0,0,0,"Imported cases only",6
"20200312","Nepal",1,0,0,0,"Imported cases only",48
"20200312","Iran (Islamic Republic of)",9000,958,354,63,"Local transmission",0
"20200312","Qatar",262,238,0,0,"Local transmission",0
"20200312","Bahrain",189,79,0,0,"Local transmission",0
"20200312","Kuwait",80,11,0,0,"Local transmission",0
"20200312","United Arab Emirates",74,0,0,0,"Local transmission",1
"20200312","Iraq",70,9,7,1,"Local transmission",0
"20200312","Egypt",67,8,1,0,"Local transmission",0
"20200312","Lebanon",66,25,3,2,"Local transmission",0
"20200312","Saudi Arabia",21,1,0,0,"Local transmission",0
"20200312","Pakistan",19,3,0,0,"Imported cases only",0
"20200312","Oman",18,0,0,0,"Imported cases only",2
"20200312","Afghanistan",7,3,0,0,"Imported cases only",0
"20200312","Tunisia",6,0,0,0,"Local transmission",1
"20200312","Morocco",5,2,1,0,"Local transmission",0
"20200312","Jordan",1,0,0,0,"Imported cases only",9
"20200312","occupied Palestinian territory",30,0,0,0,"Local transmission",1
"20200312","United States of America",987,291,29,4,"Local transmission",0
"20200312","Canada",93,0,1,0,"Local transmission",1
"20200312","Brazil",52,18,0,0,"Local transmission",0
"20200312","Chile",23,6,0,0,"Local transmission",0
"20200312","Argentina",19,2,1,0,"Imported cases only",0
"20200312","Ecuador",17,2,0,0,"Local transmission",0
"20200312","Peru",17,6,0,0,"Local transmission",0
"20200312","Costa Rica",13,0,0,0,"Local transmission",1
"20200312","Mexico",11,4,0,0,"Imported cases only",0
"20200312","Panama",10,2,1,0,"Local transmission",0
"20200312","Colombia",9,6,0,0,"Imported cases only",0
"20200312","Dominican Republic",5,0,0,0,"Imported cases only",2
"20200312","Paraguay",5,0,0,0,"Local transmission",1
"20200312","Bolivia (Plurinational State of)",2,0,0,0,"Imported cases only",1
"20200312","Honduras",2,2,0,0,"Imported cases only",0
"20200312","Jamaica",1,0,0,0,"Imported cases only",1
"20200312","French Guiana",5,0,0,0,"Imported cases only",4
"20200312","Martinique",3,0,0,0,"Imported cases only",1
"20200312","Saint Martin",2,0,0,0,"Under investigation",9
"20200312","Saint Barthelemy",1,0,0,0,"Under investigation",9
"20200312","Algeria",25,5,1,1,"Local transmission",0
"20200312","South Africa",13,6,0,0,"Imported cases only",0
"20200312","Senegal",4,0,0,0,"Imported cases only",7
"20200312","Burkina Faso",2,0,0,0,"Imported cases only",1
"20200312","Cameroon",2,0,0,0,"Local transmission",5
"20200312","Nigeria",2,0,0,0,"Imported cases only",3
"20200312","Côte d’Ivoire",1,1,0,0,"Imported cases only",0
"20200312","Democratic Republic of the Congo",1,0,0,0,"Imported cases only",1
"20200312","Togo",1,0,0,0,"Imported cases only",5
"20200312","Diamond Princess",696,0,7,0,"Local transmission",4
"20200313","Republic of Korea",7979,110,66,0,"Local transmission",0
"20200313","Japan",675,55,19,4,"Local transmission",0
"20200313","Singapore",187,9,0,0,"Local transmission",0
"20200313","Australia",140,18,3,0,"Local transmission",0
"20200313","Malaysia",129,0,0,0,"Local transmission",2
"20200313","Philippines",52,0,2,0,"Local transmission",1
"20200313","Viet Nam",39,0,0,0,"Local transmission",1
"20200313","Brunei Darussalam",12,0,0,0,"Imported cases only",1
"20200313","Cambodia",5,2,0,0,"Local transmission",0
"20200313","New Zealand",5,0,0,0,"Local transmission",6
"20200313","Mongolia",1,0,0,0,"Imported cases only",3
"20200313","French Polynesia",1,0,0,0,"Imported cases only",1
"20200313","Italy",15113,2651,1016,189,"Local transmission",0
"20200313","Spain",2965,825,84,36,"Local transmission",0
"20200313","France",2860,591,61,13,"Local transmission",0
"20200313","Germany",2369,802,6,3,"Local transmission",0
"20200313","Switzerland",858,213,6,2,"Local transmission",0
"20200313","Denmark",674,59,0,0,"Local transmission",0
"20200313","Sweden",620,159,0,0,"Local transmission",0
"20200313","Netherlands",614,111,5,0,"Local transmission",0
"20200313","The United Kingdom",594,134,8,2,"Local transmission",0
"20200313","Austria",361,59,1,1,"Local transmission",0
"20200313","Belgium",314,0,0,0,"Local transmission",1
"20200313","Norway",489,0,0,0,"Local transmission",1
"20200313","Czechia",116,22,0,0,"Local transmission",0
"20200313","Finland",109,69,0,0,"Local transmission",0
"20200313","Greece",98,0,1,0,"Local transmission",1
"20200313","Israel",75,0,0,0,"Local transmission",2
"20200313","Ireland",70,27,1,0,"Local transmission",0
"20200313","San Marino",63,0,2,0,"Local transmission",2
"20200313","Iceland",61,0,0,0,"Local transmission",3
"20200313","Slovenia",57,0,0,0,"Local transmission",1
"20200313","Poland",49,5,1,1,"Local transmission",0
"20200313","Romania",48,0,0,0,"Local transmission",1
"20200313","Portugal",41,0,0,0,"Local transmission",2
"20200313","Russian Federation",34,14,0,0,"Imported cases only",0
"20200313","Georgia",25,2,0,0,"Imported cases only",0
"20200313","Albania",23,13,0,0,"Imported cases only",0
"20200313","Slovakia",21,11,0,0,"Local transmission",0
"20200313","Serbia",19,0,0,0,"Under investigation",1
"20200313","Luxembourg",17,0,0,0,"Imported cases only",1
"20200313","Croatia",16,0,0,0,"Local transmission",2
"20200313","Hungary",16,3,0,0,"Local transmission",0
"20200313","Latvia",16,0,0,0,"Imported cases only",1
"20200313","Estonia",13,0,0,0,"Imported cases only",2
"20200313","Belarus",12,0,0,0,"Local transmission",1
"20200313","Azerbaijan",11,2,0,0,"Imported cases only",0
"20200313","Malta",9,3,0,0,"Imported cases only",0
"20200313","Bulgaria",7,0,1,0,"Local transmission",1
"20200313","North Macedonia",7,0,0,0,"Local transmission",3
"20200313","Cyprus",6,0,0,0,"Imported cases only",1
"20200313","Bosnia and Herzegovina",4,0,0,0,"Local transmission",2
"20200313","Liechtenstein",4,3,0,0,"Imported cases only",0
"20200313","Republic of Moldova",4,0,0,0,"Imported cases only",1
"20200313","Lithuania",3,0,0,0,"Imported cases only",1
"20200313","Ukraine",3,2,0,0,"Imported cases only",0
"20200313","Andorra",1,0,0,0,"Imported cases only",10
"20200313","Armenia",1,0,0,0,"Imported cases only",11
"20200313","Holy See",1,0,0,0,"Under investigation",7
"20200313","Monaco",1,0,0,0,"Under investigation",12
"20200313","Turkey",1,0,0,0,"Imported cases only",1
"20200313","Faroe Islands",2,0,0,0,"Imported cases only",4
"20200313","Gibraltar",1,0,0,0,"Under investigation",9
"20200313","Guernsey",1,0,0,0,"Imported cases only",3
"20200313","Jersey",2,2,0,0,"Imported cases only",0
"20200313","Thailand",75,5,1,0,"Local transmission",0
"20200313","India",74,1,1,1,"Local transmission",0
"20200313","Indonesia",34,0,1,0,"Local transmission",1
"20200313","Maldives",8,0,0,0,"Local transmission",2
"20200313","Bangladesh",3,0,0,0,"Local transmission",4
"20200313","Sri Lanka",3,1,0,0,"Imported cases only",0
"20200313","Bhutan",1,0,0,0,"Imported cases only",7
"20200313","Nepal",1,0,0,0,"Imported cases only",49
"20200313","Réunion",3,3,0,0,"Imported cases only",0
"20200313","Iran (Islamic Republic of)",10075,1075,429,75,"Local transmission",0
"20200313","Qatar",262,0,0,0,"Imported cases only",1
"20200313","Bahrain",195,6,0,0,"Local transmission",0
"20200313","United Arab Emirates",85,11,0,0,"Local transmission",0
"20200313","Kuwait",80,0,0,0,"Imported cases only",1
"20200313","Iraq",70,0,7,0,"Local transmission",1
"20200313","Egypt",67,0,1,0,"Local transmission",1
"20200313","Lebanon",66,0,3,0,"Local transmission",1
"20200313","Saudi Arabia",21,0,0,0,"Imported cases only",1
"20200313","Pakistan",20,1,0,0,"Local transmission",0
"20200313","Oman",18,0,0,0,"Imported cases only",3
"20200313","Afghanistan",7,0,0,0,"Imported cases only",1
"20200313","Tunisia",7,1,0,0,"Imported cases only",0
"20200313","Morocco",6,1,1,0,"Imported cases only",0
"20200313","Jordan",1,0,0,0,"Imported cases only",10
"20200313","occupied Palestinian territory",31,1,0,0,"Local transmission",0
"20200313","United States of America",1264,277,36,7,"Local transmission",0
"20200313","Canada",138,45,1,0,"Local transmission",0
"20200313","Brazil",77,25,0,0,"Local transmission",0
"20200313","Chile",33,10,0,0,"Local transmission",0
"20200313","Argentina",31,12,1,0,"Imported cases only",0
"20200313","Costa Rica",22,9,0,0,"Local transmission",0
"20200313","Peru",22,5,0,0,"Local transmission",0
"20200313","Ecuador",17,0,0,0,"Local transmission",1
"20200313","Panama",14,4,1,0,"Imported cases only",0
"20200313","Mexico",12,1,0,0,"Imported cases only",0
"20200313","Colombia",9,0,0,0,"Imported cases only",1
"20200313","Dominican Republic",5,0,0,0,"Imported cases only",3
"20200313","Paraguay",5,0,0,0,"Imported cases only",2
"20200313","Bolivia (Plurinational State of)",3,1,0,0,"Imported cases only",0
"20200313","Cuba",3,3,0,0,"Imported cases only",0
"20200313","Honduras",2,0,0,0,"Imported cases only",1
"20200313","Guyana",1,1,1,1,"Imported cases only",0
"20200313","Jamaica",1,0,0,0,"Imported cases only",2
"20200313","Saint Vincent and the Grenadines",1,1,0,0,"Imported cases only",0
"20200313","French Guiana",6,1,0,0,"Imported cases only",0
"20200313","Martinique",4,1,0,0,"Imported cases only",0
"20200313","Saint Martin",2,0,0,0,"Under investigation",10
"20200313","Saint Barthelemy",1,0,0,0,"Under investigation",10
"20200313","Algeria",25,0,1,0,"Local transmission",1
"20200313","South Africa",17,4,0,0,"Imported cases only",0
"20200313","Senegal",10,6,0,0,"Imported cases only",0
"20200313","Burkina Faso",2,0,0,0,"Imported cases only",2
"20200313","Cameroon",2,0,0,0,"Local transmission",6
"20200313","Nigeria",2,0,0,0,"Imported cases only",4
"20200313","Cote d Ivoire",1,0,0,0,"Imported cases only",1
"20200313","Democratic Republic of the Congo",1,0,0,0,"Imported cases only",2
"20200313","Togo",1,0,0,0,"Imported cases only",6
"20200313","Diamond Princess",696,0,7,0,"Local transmission",5
"20200314","Republic of Korea",8086,107,72,6,"Local transmission",0
"20200314","Japan",716,41,21,2,"Local transmission",0
"20200314","Singapore",200,13,0,0,"Local transmission",0
"20200314","Australia",197,57,3,0,"Local transmission",0
"20200314","Malaysia",197,68,0,0,"Local transmission",0
"20200314","Philippines",64,12,2,0,"Local transmission",0
"20200314","Viet Nam",48,9,0,0,"Local transmission",0
"20200314","Brunei Darussalam",25,13,0,0,"Local transmission",0
"20200314","Cambodia",7,2,0,0,"Local transmission",0
"20200314","New Zealand",6,1,0,0,"Local transmission",0
"20200314","Mongolia",1,0,0,0,"Imported cases only",4
"20200314","French Polynesia",1,0,0,0,"Imported cases only",2
"20200314","Italy",17660,2547,1268,252,"Local transmission",0
"20200314","Spain",4231,1266,120,36,"Local transmission",0
"20200314","France",3640,780,79,18,"Local transmission",0
"20200314","Germany",3062,693,6,0,"Local transmission",0
"20200314","Switzerland",1125,267,6,0,"Local transmission",0
"20200314","Netherlands",804,190,10,5,"Local transmission",0
"20200314","The United Kingdom",802,208,10,2,"Local transmission",0
"20200314","Denmark",801,127,0,0,"Local transmission",0
"20200314","Sweden",775,155,0,0,"Local transmission",0
"20200314","Norway",750,261,1,1,"Local transmission",0
"20200314","Belgium",599,285,0,0,"Local transmission",0
"20200314","Austria",504,143,1,0,"Local transmission",0
"20200314","Czechia",150,34,0,0,"Local transmission",0
"20200314","Slovenia",141,84,0,0,"Local transmission",0
"20200314","Portugal",112,71,0,0,"Local transmission",0
"20200314","Finland",109,0,0,0,"Local transmission",1
"20200314","Israel",100,25,0,0,"Local transmission",0
"20200314","Greece",98,0,1,0,"Local transmission",2
"20200314","Ireland",90,20,1,0,"Local transmission",0
"20200314","Estonia",79,66,0,0,"Local transmission",0
"20200314","San Marino",66,3,2,0,"Local transmission",0
"20200314","Romania",64,16,0,0,"Local transmission",0
"20200314","Poland",64,15,1,0,"Local transmission",0
"20200314","Iceland",61,0,0,0,"Local transmission",4
"20200314","Luxembourg",38,21,1,1,"Local transmission",0
"20200314","Russian Federation",34,0,0,0,"Imported cases only",1
"20200314","Albania",33,10,1,1,"Local transmission",0
"20200314","Serbia",31,12,0,0,"Local transmission",0
"20200314","Slovakia",30,9,0,0,"Local transmission",0
"20200314","Croatia",27,11,0,0,"Local transmission",0
"20200314","Georgia",25,0,0,0,"Imported cases only",1
"20200314","Belarus",21,9,0,0,"Local transmission",0
"20200314","Hungary",19,3,0,0,"Local transmission",0
"20200314","Latvia",16,0,0,0,"Imported cases only",2
"20200314","Cyprus",14,8,0,0,"Imported cases only",0
"20200314","Malta",12,3,0,0,"Imported cases only",0
"20200314","Azerbaijan",11,0,0,0,"Imported cases only",1
"20200314","Bosnia and Herzegovina",11,7,0,0,"Local transmission",0
"20200314","North Macedonia",9,2,0,0,"Local transmission",0
"20200314","Armenia",8,7,0,0,"Imported cases only",0
"20200314","Republic of Moldova",8,4,0,0,"Imported cases only",0
"20200314","Bulgaria",7,0,1,0,"Local transmission",2
"20200314","Lithuania",6,3,0,0,"Imported cases only",0
"20200314","Turkey",5,4,0,0,"Imported cases only",0
"20200314","Liechtenstein",4,0,0,0,"Imported cases only",1
"20200314","Ukraine",3,0,1,1,"Local transmission",0
"20200314","Andorra",2,1,0,0,"Imported cases only",0
"20200314","Monaco",2,1,0,0,"Under investigation",0
"20200314","Holy See",1,0,0,0,"Under investigation",8
"20200314","Faroe Islands",3,1,0,0,"Imported cases only",0
"20200314","Gibraltar",1,0,0,0,"Under investigation",10
"20200314","Guernsey",1,0,0,0,"Imported cases only",4
"20200314","Jersey",2,0,0,0,"Imported cases only",1
"20200314","India",82,8,2,1,"Local transmission",0
"20200314","Thailand",75,0,1,0,"Local transmission",1
"20200314","Indonesia",69,35,3,2,"Local transmission",0
"20200314","Maldives",9,1,0,0,"Local transmission",0
"20200314","Sri Lanka",6,3,0,0,"Local transmission",0
"20200314","Bangladesh",3,0,0,0,"Local transmission",5
"20200314","Bhutan",1,0,0,0,"Imported cases only",8
"20200314","Nepal",1,0,0,0,"Imported cases only",50
"20200314","Iran (Islamic Republic of)",11364,1289,514,85,"Local transmission",0
"20200314","Qatar",262,0,0,0,"Local transmission",2
"20200314","Bahrain",210,15,0,0,"Local transmission",0
"20200314","Kuwait",100,20,0,0,"Local transmission",0
"20200314","Egypt",93,26,2,1,"Local transmission",0
"20200314","Iraq",93,23,9,2,"Local transmission",0
"20200314","United Arab Emirates",85,0,0,0,"Local transmission",1
"20200314","Lebanon",77,11,3,0,"Local transmission",0
"20200314","Saudi Arabia",62,41,0,0,"Local transmission",0
"20200314","Pakistan",21,1,0,0,"Imported cases only",0
"20200314","Oman",19,1,0,0,"Imported cases only",0
"20200314","Tunisia",16,9,0,0,"Local transmission",0
"20200314","Afghanistan",7,0,0,0,"Imported cases only",2
"20200314","Morocco",7,1,1,0,"Local transmission",0
"20200314","Jordan",1,0,0,0,"Imported cases only",11
"20200314","Sudan",1,1,0,0,"Imported cases only",0
"20200314","occupied Palestinian territory",35,4,0,0,"Local transmission",0
"20200314","United States of America",1678,414,41,5,"Local transmission",0
"20200314","Canada",176,38,1,0,"Local transmission",0
"20200314","Brazil",98,21,0,0,"Local transmission",0
"20200314","Chile",43,10,0,0,"Local transmission",0
"20200314","Argentina",34,3,2,1,"Local transmission",0
"20200314","Peru",28,6,0,0,"Local transmission",0
"20200314","Panama",27,13,1,0,"Local transmission",0
"20200314","Mexico",26,14,0,0,"Imported cases only",0
"20200314","Costa Rica",23,1,0,0,"Local transmission",0
"20200314","Ecuador",23,6,0,0,"Local transmission",0
"20200314","Colombia",16,7,0,0,"Imported cases only",0
"20200314","Jamaica",7,6,0,0,"Imported cases only",0
"20200314","Guyana",1,0,1,0,"Imported cases only",1
"20200314","Paraguay",6,1,0,0,"Local transmission",0
"20200314","Dominican Republic",5,0,0,0,"Imported cases only",4
"20200314","Cuba",4,1,0,0,"Imported cases only",0
"20200314","Bolivia (Plurinational State of)",3,0,0,0,"Imported cases only",1
"20200314","Puerto Rico",3,3,0,0,"Imported cases only",0
"20200314","Honduras",2,0,0,0,"Imported cases only",2
"20200314","Venezuela (Bolivarian Republic of)",2,2,0,0,"Imported cases only",0
"20200314","Antigua and Barbuda",1,1,0,0,"Imported cases only",0
"20200314","Guadeloupe",1,1,0,0,"Imported cases only",0
"20200314","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",1
"20200314","Trinidad and Tobago",1,1,0,0,"Imported cases only",0
"20200314","French Guiana",6,0,0,0,"Imported cases only",1
"20200314","Martinique",6,2,0,0,"Imported cases only",0
"20200314","Saint Martin",2,0,0,0,"Under investigation",11
"20200314","Saint Barthelemy",1,0,0,0,"Under investigation",11
"20200314","Cayman Islands",1,1,0,0,"Imported cases only",0
"20200314","Algeria",26,1,2,1,"Local transmission",0
"20200314","South Africa",17,0,0,0,"Local transmission",1
"20200314","Senegal",10,0,0,0,"Local transmission",1
"20200314","Burkina Faso",2,0,0,0,"Imported cases only",3
"20200314","Cameroon",2,0,0,0,"Local transmission",7
"20200314","Democratic Republic of the Congo",2,1,0,0,"Imported cases only",0
"20200314","Nigeria",2,0,0,0,"Imported cases only",5
"20200314","Cote d’Ivoire",1,0,0,0,"Imported cases only",2
"20200314","Ethiopia",1,1,0,0,"Imported cases only",0
"20200314","Gabon",1,1,0,0,"Imported cases only",0
"20200314","Ghana",1,1,0,0,"Imported cases only",0
"20200314","Guinea",1,1,0,0,"Imported cases only",0
"20200314","Kenya",1,1,0,0,"Imported cases only",0
"20200314","Togo",1,0,0,0,"Imported cases only",7
"20200314","Réunion",5,2,0,0,"Imported cases only",0
"20200314","Diamond Princess",697,1,7,0,"Local transmission",0
"20200315","Republic of Korea",8162,76,75,3,"Local transmission",0
"20200315","Japan",780,64,22,1,"Local transmission",0
"20200315","Australia",249,52,3,0,"Local transmission",0
"20200315","Malaysia",238,41,0,0,"Local transmission",0
"20200315","Singapore",212,12,0,0,"Local transmission",0
"20200315","Philippines",111,47,6,4,"Local transmission",0
"20200315","Viet Nam",53,5,0,0,"Local transmission",0
"20200315","Brunei Darussalam",40,15,0,0,"Local transmission",0
"20200315","Cambodia",7,0,0,0,"Local transmission",1
"20200315","New Zealand",6,0,0,0,"Local transmission",1
"20200315","Mongolia",1,0,0,0,"Imported cases only",5
"20200315","French Polynesia",3,2,0,0,"Imported cases only",0
"20200315","Italy",21157,3497,1441,173,"Local transmission",0
"20200315","Spain",5753,1522,136,16,"Local transmission",0
"20200315","France",4469,829,91,12,"Local transmission",0
"20200315","Germany",3795,733,8,2,"Local transmission",0
"20200315","Switzerland",1359,234,11,5,"Local transmission",0
"20200315","The United Kingdom",1144,342,21,11,"Local transmission",0
"20200315","Netherlands",959,155,12,2,"Local transmission",0
"20200315","Sweden",924,149,0,0,"Local transmission",0
"20200315","Norway",907,157,1,0,"Local transmission",0
"20200315","Denmark",827,26,0,0,"Local transmission",0
"20200315","Austria",800,296,1,0,"Local transmission",0
"20200315","Belgium",689,90,0,0,"Local transmission",0
"20200315","Greece",228,130,2,1,"Local transmission",0
"20200315","Czechia",214,64,0,0,"Local transmission",0
"20200315","Finland",210,101,0,0,"Local transmission",0
"20200315","Israel",178,78,0,0,"Local transmission",0
"20200315","Slovenia",141,0,0,0,"Local transmission",1
"20200315","Iceland",138,77,0,0,"Local transmission",0
"20200315","Ireland",129,39,2,1,"Local transmission",0
"20200315","Romania",123,59,0,0,"Local transmission",0
"20200315","Portugal",112,0,0,0,"Local transmission",1
"20200315","Poland",111,47,3,2,"Local transmission",0
"20200315","San Marino",92,26,5,3,"Local transmission",0
"20200315","Estonia",79,0,0,0,"Local transmission",1
"20200315","Slovakia",44,14,0,0,"Local transmission",0
"20200315","Bulgaria",43,36,2,1,"Local transmission",0
"20200315","Serbia",41,10,0,0,"Local transmission",0
"20200315","Albania",38,5,1,0,"Local transmission",0
"20200315","Luxembourg",38,0,1,0,"Local transmission",1
"20200315","Croatia",37,10,0,0,"Local transmission",0
"20200315","Russian Federation",34,0,0,0,"Imported cases only",2
"20200315","Hungary",32,13,0,0,"Local transmission",0
"20200315","Georgia",30,5,0,0,"Imported cases only",0
"20200315","Latvia",30,14,0,0,"Imported cases only",0
"20200315","Belarus",21,0,0,0,"Local transmission",1
"20200315","Cyprus",21,7,0,0,"Imported cases only",0
"20200315","Azerbaijan",19,8,0,0,"Imported cases only",0
"20200315","Bosnia and Herzegovina",18,7,0,0,"Local transmission",0
"20200315","North Macedonia",13,4,0,0,"Local transmission",0
"20200315","Malta",12,0,0,0,"Imported cases only",2
"20200315","Republic of Moldova",12,4,0,0,"Imported cases only",0
"20200315","Lithuania",9,3,0,0,"Imported cases only",0
"20200315","Armenia",8,0,0,0,"Local transmission",1
"20200315","Kazakhstan",6,6,0,0,"Imported cases only",0
"20200315","Turkey",5,0,0,0,"Imported cases only",1
"20200315","Liechtenstein",4,0,0,0,"Imported cases only",2
"20200315","Ukraine",3,0,1,0,"Local transmission",1
"20200315","Andorra",2,0,0,0,"Imported cases only",1
"20200315","Monaco",2,0,0,0,"Under investigation",1
"20200315","Holy See",1,0,0,0,"Under investigation",9
"20200315","Faroe Islands",9,6,0,0,"Imported cases only",0
"20200315","Gibraltar",1,0,0,0,"Under investigation",11
"20200315","Guernsey",1,0,0,0,"Imported cases only",5
"20200315","Jersey",2,0,0,0,"Imported cases only",2
"20200315","Indonesia",117,48,4,1,"Local transmission",0
"20200315","India",107,25,2,0,"Local transmission",0
"20200315","Thailand",75,0,1,0,"Local transmission",2
"20200315","Sri Lanka",11,5,0,0,"Local transmission",0
"20200315","Maldives",10,1,0,0,"Local transmission",0
"20200315","Bangladesh",3,0,0,0,"Local transmission",6
"20200315","Bhutan",1,0,0,0,"Imported cases only",9
"20200315","Nepal",1,0,0,0,"Imported cases only",51
"20200315","Iran (Islamic Republic of)",12729,1365,608,94,"Local transmission",0
"20200315","Qatar",337,75,0,0,"Local transmission",0
"20200315","Bahrain",211,1,0,0,"Local transmission",0
"20200315","Kuwait",112,12,0,0,"Local transmission",0
"20200315","Saudi Arabia",103,41,0,0,"Local transmission",0
"20200315","Egypt",93,0,2,0,"Local transmission",1
"20200315","Iraq",93,0,9,0,"Local transmission",1
"20200315","Lebanon",93,16,3,0,"Local transmission",0
"20200315","United Arab Emirates",85,0,0,0,"Local transmission",2
"20200315","Pakistan",28,7,0,0,"Imported cases only",0
"20200315","Oman",20,1,0,0,"Imported cases only",0
"20200315","Morocco",18,11,1,0,"Local transmission",0
"20200315","Tunisia",16,0,0,0,"Local transmission",1
"20200315","Afghanistan",10,3,0,0,"Imported cases only",0
"20200315","Jordan",1,0,0,0,"Imported cases only",12
"20200315","Sudan",1,0,0,0,"Imported cases only",1
"20200315","occupied Palestinian territory",38,3,0,0,"Local transmission",1
"20200315","United States of America",1678,0,41,0,"Local transmission",1
"20200315","Canada",244,68,1,0,"Local transmission",0
"20200315","Brazil",121,23,0,0,"Local transmission",0
"20200315","Chile",61,18,0,0,"Local transmission",0
"20200315","Argentina",45,11,2,0,"Local transmission",0
"20200315","Peru",43,15,0,0,"Local transmission",0
"20200315","Mexico",41,15,0,0,"Imported cases only",0
"20200315","Panama",27,0,1,0,"Local transmission",1
"20200315","Colombia",24,8,0,0,"Local transmission",0
"20200315","Costa Rica",23,0,0,0,"Local transmission",1
"20200315","Ecuador",23,0,0,0,"Local transmission",1
"20200315","Jamaica",8,1,0,0,"Local transmission",0
"20200315","Guyana",1,0,1,0,"Imported cases only",2
"20200315","Paraguay",6,0,0,0,"Local transmission",1
"20200315","Dominican Republic",5,0,0,0,"Imported cases only",5
"20200315","Cuba",4,0,0,0,"Imported cases only",1
"20200315","Bolivia (Plurinational State of)",3,0,0,0,"Imported cases only",2
"20200315","Puerto Rico",3,0,0,0,"Imported cases only",1
"20200315","Honduras",2,0,0,0,"Imported cases only",3
"20200315","Venezuela (Bolivarian Republic of)",2,0,0,0,"Imported cases only",1
"20200315","Antigua and Barbuda",1,0,0,0,"Imported cases only",1
"20200315","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",2
"20200315","Trinidad and Tobago",1,0,0,0,"Imported cases only",1
"20200315","French Guiana",7,1,0,0,"Imported cases only",2
"20200315","Martinique",10,4,0,0,"Imported cases only",0
"20200315","Saint Martin",2,0,0,0,"Under investigation",12
"20200315","Saint Barthelemy",1,0,0,0,"Under investigation",12
"20200315","Cayman Islands",1,0,0,0,"Imported cases only",1
"20200315","Guadeloupe",3,2,0,0,"Imported cases only",0
"20200315","Curaçao",2,2,0,0,"Imported cases only",0
"20200315","South Africa",38,21,0,0,"Local transmission",0
"20200315","Algeria",37,11,3,1,"Local transmission",0
"20200315","Senegal",21,11,0,0,"Local transmission",0
"20200315","Burkina Faso",3,1,0,0,"Imported cases only",0
"20200315","Cameroon",3,1,0,0,"Local transmission",0
"20200315","Cote d’Ivoire",3,2,0,0,"Imported cases only",0
"20200315","Democratic Republic of the Congo",2,0,0,0,"Imported cases only",1
"20200315","Ghana",2,1,0,0,"Imported cases only",0
"20200315","Namibia",2,2,0,0,"Imported cases only",0
"20200315","Nigeria",2,0,0,0,"Imported cases only",6
"20200315","Central African Republic",1,1,0,0,"Imported cases only",0
"20200315","Congo",1,1,0,0,"Imported cases only",0
"20200315","Equatorial Guinea",1,1,0,0,"Imported cases only",0
"20200315","Eswatini",1,1,0,0,"Imported cases only",0
"20200315","Ethiopia",1,0,0,0,"Imported cases only",1
"20200315","Gabon",1,0,0,0,"Imported cases only",1
"20200315","Guinea",1,0,0,0,"Imported cases only",1
"20200315","Kenya",1,0,0,0,"Imported cases only",1
"20200315","Mauritania",1,1,0,0,"Imported cases only",0
"20200315","Togo",1,0,0,0,"Imported cases only",8
"20200315","Réunion",6,1,0,0,"Imported cases only",0
"20200315","Mayotte",1,1,0,0,"Imported cases only",0
"20200315","Diamond Princess",697,0,7,0,"Local transmission",1
"20200316","China",81077,29,3218,14,"Local Transmission",0
"20200316","Republic of Korea",8236,74,75,0,"Local transmission",0
"20200316","Japan",814,34,24,2,"Local transmission",0
"20200316","Malaysia",553,315,0,0,"Local transmission",0
"20200316","Australia",298,0,5,0,"Local transmission",1
"20200316","Singapore",243,31,0,0,"Local transmission",0
"20200316","Philippines",140,0,12,0,"Local transmission",1
"20200316","Viet Nam",57,4,0,0,"Local transmission",0
"20200316","Brunei Darussalam",50,10,0,0,"Local transmission",0
"20200316","Cambodia",12,0,0,0,"Local transmission",1
"20200316","New Zealand",6,0,0,0,"Local transmission",2
"20200316","Mongolia",1,0,0,0,"Imported cases only",6
"20200316","French Polynesia",3,0,0,0,"Imported cases only",1
"20200316","Italy",24747,3590,1809,368,"Local transmission",0
"20200316","Spain",7753,2000,288,152,"Local transmission",0
"20200316","France",5380,911,127,36,"Local transmission",0
"20200316","Germany",4838,1043,12,4,"Local transmission",0
"20200316","Switzerland",2200,841,13,2,"Local transmission",0
"20200316","The United Kingdom",1395,251,35,14,"Local transmission",0
"20200316","Netherlands",1135,176,20,8,"Local transmission",0
"20200316","Belgium",1085,396,5,5,"Local transmission",0
"20200316","Norway",1077,170,1,0,"Local transmission",0
"20200316","Sweden",992,68,3,3,"Local transmission",0
"20200316","Austria",959,159,1,0,"Local transmission",0
"20200316","Denmark",898,71,1,1,"Local transmission",0
"20200316","Greece",331,103,4,2,"Local transmission",0
"20200316","Czechia",298,84,0,0,"Local transmission",0
"20200316","Finland",267,57,0,0,"Local transmission",0
"20200316","Portugal",245,133,0,0,"Local transmission",0
"20200316","Slovenia",219,78,0,0,"Local transmission",0
"20200316","Estonia",205,126,0,0,"Local transmission",0
"20200316","Israel",200,22,0,0,"Local transmission",0
"20200316","Ireland",169,40,2,0,"Local transmission",0
"20200316","Romania",158,35,0,0,"Local transmission",0
"20200316","Poland",150,39,3,0,"Local transmission",0
"20200316","Iceland",138,0,0,0,"Local transmission",1
