"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-25","China",81848,101,3287,4.0,"Local transmission",0.0
"2020-03-25","Republic of Korea",9137,100,126,6.0,"Local transmission",0.0
"2020-03-25","Australia",2252,543,8,1.0,"Local transmission",0.0
"2020-03-25","Malaysia",1624,106,16,2.0,"Local transmission",0.0
"2020-03-25","Japan",1193,65,43,1.0,"Local transmission",0.0
"2020-03-25","Singapore",558,51,2,0.0,"Local transmission",0.0
"2020-03-25","Philippines",552,90,35,2.0,"Local transmission",0.0
"2020-03-25","New Zealand",189,87,0,0.0,"Local transmission",0.0
"2020-03-25","Viet Nam",134,11,0,0.0,"Local transmission",0.0
"2020-03-25","Brunei Darussalam",104,13,0,0.0,"Local transmission",0.0
"2020-03-25","Cambodia",91,4,0,0.0,"Local transmission",0.0
"2020-03-25","Mongolia",10,0,0,0.0,"Imported cases only",3.0
"2020-03-25","Fiji",4,1,0,0.0,"Local transmission",0.0
"2020-03-25","Lao People's",0,0,0,0.0,0,0.0
"2020-03-25","0",2,2,0,0.0,"Under investigation",0.0
"2020-03-25","Democratic Republic of the CongoPapua New Guinea",1,0,0,0.0,"Imported cases only",4.0
"2020-03-25","Guam",32,3,1,0.0,"Local transmission",0.0
"2020-03-25","French Polynesia",25,7,0,0.0,"Local transmission",0.0
"2020-03-25","New Caledonia",10,2,0,0.0,"Local transmission",0.0
"2020-03-25","Italy",69176,5249,6820,743.0,"Local transmission",0.0
"2020-03-25","Spain",39673,6584,2696,514.0,"Local transmission",0.0
"2020-03-25","Germany",31554,2342,149,23.0,"Local transmission",0.0
"2020-03-25","France",22025,2410,1100,240.0,"Local transmission",0.0
"2020-03-25","Switzerland",8789,774,86,20.0,"Local transmission",0.0
"2020-03-25","The United Kingdom",8081,1427,422,87.0,"Local transmission",0.0
"2020-03-25","Netherlands",5560,811,276,63.0,"Local transmission",0.0
"2020-03-25","Austria",5282,796,30,5.0,"Local transmission",0.0
"2020-03-25","Belgium",4269,526,122,34.0,"Local transmission",0.0
"2020-03-25","Norway",2566,195,10,2.0,"Local transmission",0.0
"2020-03-25","Portugal",2362,302,33,10.0,"Local transmission",0.0
"2020-03-25","Sweden",2272,256,36,11.0,"Local transmission",0.0
"2020-03-25","Israel",2170,932,5,4.0,"Local transmission",0.0
"2020-03-25","Turkey",1872,343,44,7.0,"Local transmission",0.0
"2020-03-25","Denmark",1591,131,32,8.0,"Local transmission",0.0
"2020-03-25","Czechia",1394,158,3,2.0,"Local transmission",0.0
"2020-03-25","Ireland",1329,204,7,1.0,"Local transmission",0.0
"2020-03-25","Luxembourg",1099,224,8,0.0,"Local transmission",0.0
"2020-03-25","Poland",901,152,10,2.0,"Local transmission",0.0
"2020-03-25","Finland",792,92,1,0.0,"Local transmission",0.0
"2020-03-25","Romania",762,186,11,4.0,"Local transmission",0.0
"2020-03-25","Greece",743,48,20,3.0,"Local transmission",0.0
"2020-03-25","Russian Federation",658,220,0,0.0,"Local transmission",0.0
"2020-03-25","Iceland",648,60,2,0.0,"Local transmission",0.0
"2020-03-25","Slovenia",480,38,3,2.0,"Local transmission",0.0
"2020-03-25","Croatia",382,76,1,1.0,"Local transmission",0.0
"2020-03-25","Estonia",369,17,0,0.0,"Local transmission",0.0
"2020-03-25","Serbia",303,54,3,1.0,"Local transmission",0.0
"2020-03-25","Armenia",265,30,0,0.0,"Local transmission",0.0
"2020-03-25","Hungary",226,39,10,2.0,"Local transmission",0.0
"2020-03-25","Bulgaria",220,19,3,0.0,"Local transmission",0.0
"2020-03-25","Lithuania",209,30,2,1.0,"Local transmission",0.0
"2020-03-25","Slovakia",204,13,0,0.0,"Local transmission",0.0
"2020-03-25","Latvia",197,17,0,0.0,"Local transmission",0.0
"2020-03-25","Andorra",188,24,1,0.0,"Local transmission",0.0
"2020-03-25","San Marino",187,0,21,1.0,"Local transmission",1.0
"2020-03-25","Bosnia and Herzegovina",164,33,2,1.0,"Local transmission",0.0
"2020-03-25","North Macedonia",148,12,2,0.0,"Local transmission",0.0
"2020-03-25","Albania",146,23,5,1.0,"Local transmission",0.0
"2020-03-25","Republic of Moldova",125,16,1,0.0,"Local transmission",0.0
"2020-03-25","Cyprus",124,8,3,3.0,"Local transmission",0.0
"2020-03-25","Malta",120,13,0,0.0,"Local transmission",0.0
"2020-03-25","Ukraine",113,29,4,1.0,"Local transmission",0.0
