"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-03","Republic of Korea",4812,600,28,6,"Local transmission",0
"2020-03-03","Japan",268,14,6,0,"Local transmission",0
"2020-03-03","Singapore",108,2,0,0,"Local transmission",0
"2020-03-03","Australia",33,6,1,0,"Local transmission",0
"2020-03-03","Malaysia",29,5,0,0,"Local transmission",0
"2020-03-03","Viet Nam",16,0,0,0,"Local transmission",19
"2020-03-03","Philippines",3,0,1,0,"Imported cases only",28
"2020-03-03","New Zealand",2,1,0,0,"Imported cases only",0
"2020-03-03","Cambodia",1,0,0,0,"Imported cases only",36
"2020-03-03","Italy",2036,347,52,17,"Local transmission",0
"2020-03-03","France",191,91,3,1,"Local transmission",0
"2020-03-03","Germany",157,28,0,0,"Local transmission",0
"2020-03-03","Spain",114,69,0,0,"Local transmission",0
"2020-03-03","the United Kingdom",39,3,0,0,"Local transmission",0
"2020-03-03","Switzerland",30,6,0,0,"Local transmission",0
"2020-03-03","Norway",25,6,0,0,"Local transmission",0
"2020-03-03","Austria",18,8,0,0,"Imported cases only",0
"2020-03-03","Netherlands",18,5,0,0,"Local transmission",0
"2020-03-03","Sweden",15,1,0,0,"Local transmission",0
"2020-03-03","Israel",10,3,0,0,"Local transmission",0
"2020-03-03","Croatia",8,2,0,0,"Local transmission",0
"2020-03-03","Iceland",9,7,0,0,"Imported cases only",0
"2020-03-03","San Marino",8,7,0,0,"Local transmission",0
"2020-03-03","Belgium",8,7,0,0,"Imported cases only",0
"2020-03-03","Finland",7,1,0,0,"Local transmission",0
"2020-03-03","Greece",7,0,0,0,"Local transmission",1
"2020-03-03","Denmark",5,1,0,0,"Local transmission",0
"2020-03-03","Azerbaijan",3,0,0,0,"Imported cases only",2
"2020-03-03","Czechia",3,0,0,0,"Imported cases only",1
"2020-03-03","Georgia",3,0,0,0,"Imported cases only",2
"2020-03-03","Romania",3,0,0,0,"Imported cases only",3
"2020-03-03","Russian Federation",3,1,0,0,"Imported cases only",0
"2020-03-03","Portugal",2,2,0,0,"Imported cases only",0
"2020-03-03","Andorra",1,1,0,0,"Imported cases only",0
"2020-03-03","Armenia",1,0,0,0,"Imported cases only",1
"2020-03-03","Belarus",1,0,0,0,"Imported cases only",4
"2020-03-03","Estonia",1,0,0,0,"Imported cases only",5
"2020-03-03","Ireland",1,0,0,0,"Imported cases only",2
"2020-03-03","Latvia",1,1,0,0,"Imported cases only",0
"2020-03-03","Lithuania",1,0,0,0,"Imported cases only",4
"2020-03-03","Luxembourg",1,0,0,0,"Imported cases only",1
"2020-03-03","Monaco",1,0,0,0,"Under investigation",2
"2020-03-03","North Macedonia",1,0,0,0,"Imported cases only",6
"2020-03-03","Thailand",43,1,1,0,"Local transmission",0
"2020-03-03","India",5,2,0,0,"Imported cases only",0
"2020-03-03","Indonesia",2,0,0,0,"Local transmission",0
"2020-03-03","Nepal",1,0,0,0,"Imported cases only",39
"2020-03-03","Sri Lanka",1,0,0,0,"Imported cases only",36
"2020-03-03","Iran (Islamic Republic of)",1501,523,66,12,"Local transmission",0
"2020-03-03","Kuwait",56,0,0,0,"Imported cases only",1
"2020-03-03","Bahrain",49,2,0,0,"Imported cases only",0
"2020-03-03","Iraq",26,7,0,0,"Imported cases only",0
"2020-03-03","United Arab Emirates",21,0,0,0,"Local transmission",1
"2020-03-03","Lebanon",13,3,0,0,"Local transmission",0
"2020-03-03","Qatar",7,4,0,0,"Imported cases only",0
"2020-03-03","Oman",6,0,0,0,"Imported cases only",4
"2020-03-03","Pakistan",5,1,0,0,"Imported cases only",0
"2020-03-03","Egypt",2,0,0,0,"Imported cases only",0
"2020-03-03","Afghanistan",1,0,0,0,"Imported cases only",8
"2020-03-03","Jordan",1,1,0,0,"Imported cases only",0
"2020-03-03","Morocco",1,1,0,0,"Imported cases only",0
"2020-03-03","Saudi Arabia",1,1,0,0,"Imported cases only",0
"2020-03-03","Tunisia",1,1,0,0,"Imported cases only",0
"2020-03-03","the United States",64,2,2,2,"Local transmission",0
"2020-03-03","Canada",27,8,0,0,"Local transmission",0
"2020-03-03","Ecuador",6,5,0,0,"Local transmission",0
"2020-03-03","Mexico",5,0,0,0,"Imported cases only",1
"2020-03-03","Brazil",2,0,0,0,"Imported cases only",2
"2020-03-03","Dominican Republic",1,0,0,0,"Imported cases only",1
"2020-03-03","Algeria",5,4,0,0,"Local transmission",0
"2020-03-03","Nigeria",1,0,0,0,"Imported cases only",4
"2020-03-03","Senegal",1,1,0,0,"Imported cases only",0
"2020-03-03","Diamond Princess",706,0,6,0,"Local transmission",1
