"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-10","Republic of Korea",7513,131,54,3,"Local transmission",0
"2020-03-10","Japan",514,26,9,2,"Local transmission",0
"2020-03-10","Singapore",160,10,0,0,"Local transmission",0
"2020-03-10","Malaysia",117,24,0,0,"Local transmission",0
"2020-03-10","Australia",92,15,3,0,"Local transmission",0
"2020-03-10","Philippines",33,23,1,0,"Local transmission",0
"2020-03-10","Viet Nam",31,1,0,0,"Local transmission",0
"2020-03-10","New Zealand",5,0,0,0,"Local transmission",3
"2020-03-10","Cambodia",2,0,0,0,"Local transmission",2
"2020-03-10","Brunei Darussalam",1,1,0,0,"Imported cases only",0
"2020-03-10","Mongolia",1,1,0,0,"Imported cases only",0
"2020-03-10","Italy",9172,1797,463,97,"Local transmission",0
"2020-03-10","France",1402,286,30,11,"Local transmission",0
"2020-03-10","Germany",1139,27,2,2,"Local transmission",0
"2020-03-10","Spain",1024,435,28,18,"Local transmission",0
"2020-03-10","Switzerland",332,0,2,0,"Local transmission",1
"2020-03-10","The United Kingdom",323,46,3,1,"Local transmission",0
"2020-03-10","Netherlands",321,56,3,0,"Local transmission",0
"2020-03-10","Sweden",248,45,0,0,"Local transmission",0
"2020-03-10","Belgium",239,39,0,0,"Local transmission",0
"2020-03-10","Norway",192,23,0,0,"Local transmission",0
"2020-03-10","Austria",131,19,0,0,"Local transmission",0
"2020-03-10","Denmark",90,54,0,0,"Local transmission",0
"2020-03-10","Greece",73,0,0,0,"Local transmission",1
"2020-03-10","Iceland",55,0,0,0,"Local transmission",2
"2020-03-10","San Marino",49,12,2,1,"Local transmission",0
"2020-03-10","Finland",40,10,0,0,"Local transmission",0
"2020-03-10","Israel",39,0,0,0,"Local transmission",1
"2020-03-10","Czechia",38,6,0,0,"Local transmission",0
"2020-03-10","Portugal",30,0,0,0,"Local transmission",1
"2020-03-10","Ireland",24,3,0,0,"Local transmission",0
"2020-03-10","Slovenia",23,7,0,0,"Local transmission",0
"2020-03-10","Poland",16,5,0,0,"Local transmission",0
"2020-03-10","Georgia",15,2,0,0,"Imported cases only",0
"2020-03-10","Romania",15,0,0,0,"Local transmission",1
"2020-03-10","Croatia",12,1,0,0,"Local transmission",0
"2020-03-10","Estonia",10,0,0,0,"Imported cases only",3
"2020-03-10","Azerbaijan",9,0,0,0,"Imported cases only",3
"2020-03-10","Hungary",9,0,0,0,"Local transmission",1
"2020-03-10","North Macedonia",7,4,0,0,"Local transmission",0
"2020-03-10","Russian Federation",7,0,0,0,"Imported cases only",3
"2020-03-10","Slovakia",7,2,0,0,"Local transmission",0
"2020-03-10","Belarus",6,0,0,0,"Local transmission",5
"2020-03-10","Latvia",6,3,0,0,"Imported cases only",0
"2020-03-10","Luxembourg",5,3,0,0,"Imported cases only",0
"2020-03-10","Bulgaria",4,0,0,0,"Local transmission",2
"2020-03-10","Malta",4,10,0,0,"Imported cases only",0
"2020-03-10","Albania",2,0,0,0,"Imported cases only",1
"2020-03-10","Bosnia and Herzegovina",2,0,0,0,"Local transmission",5
"2020-03-10","Cyprus",2,20,0,0,"Imported cases only",0
"2020-03-10","Andorra",1,0,0,0,"Imported cases only",7
"2020-03-10","Armenia",1,0,0,0,"Imported cases only",8
"2020-03-10","Holy See",1,0,0,0,"Under investigation",4
"2020-03-10","Liechtenstein",1,0,0,0,"Imported cases only",4
"2020-03-10","Lithuania",1,0,0,0,"Imported cases only",11
"2020-03-10","Monaco",1,0,0,0,"Under investigation",9
"2020-03-10","Republic of Moldova",1,0,0,0,"Imported cases only",2
"2020-03-10","Serbia",1,0,0,0,"Under investigation",4
"2020-03-10","Ukraine",1,0,0,0,"Imported cases only",6
"2020-03-10","Faroe Islands",2,0,0,0,"Imported cases only",1
"2020-03-10","Gibraltar",1,0,0,0,"Under investigation",6
"2020-03-10","Guernsey",1,10,0,0,"Imported cases only",0
"2020-03-10","Thailand",53,30,1,0,"Local transmission",0
"2020-03-10","India",44,10,0,0,"Local transmission",0
"2020-03-10","Indonesia",19,130,0,0,"Local transmission",0
"2020-03-10","Maldives",4,0,0,0,"Local transmission",1
"2020-03-10","Bangladesh",3,0,0,0,"Local transmission",1
"2020-03-10","Bhutan",1,0,0,0,"Imported cases only",4
"2020-03-10","Nepal",1,0,0,0,"Imported cases only",46
"2020-03-10","Sri Lanka",1,0,0,0,"Imported cases only",43
"2020-03-10","Iran (Islamic Republic of)",7161,5950,237,43,"Local transmission",0
"2020-03-10","Bahrain",109,300,0,0,"Local transmission",0
"2020-03-10","Kuwait",65,10,0,0,"Imported cases only",0
"2020-03-10","Iraq",61,10,6,0,"Local transmission",0
"2020-03-10","Egypt",59,40,1,0,"Local transmission",0
"2020-03-10","United Arab Emirates",59,140,0,0,"Local transmission",0
"2020-03-10","Lebanon",41,90,0,0,"Local transmission",0
"2020-03-10","Oman",18,20,0,0,"Imported cases only",0
"2020-03-10","Qatar",18,30,0,0,"Imported cases only",0
"2020-03-10","Pakistan",16,100,0,0,"Local transmission",0
"2020-03-10","Saudi Arabia",15,0,0,0,"Imported cases only",1
"2020-03-10","Afghanistan",4,0,0,0,"Imported cases only",2
"2020-03-10","Morocco",2,0,0,0,"Imported cases only",5
"2020-03-10","Tunisia",2,0,0,0,"Imported cases only",1
"2020-03-10","Jordan",1,0,0,0,"Imported cases only",7
"2020-03-10","occupied Palestinian territory",26,70,0,0,"Local transmission",0
"2020-03-10","United States of America",472,2590,19,8,"Local transmission",0
"2020-03-10","Canada",77,150,0,0,"Local transmission",0
"2020-03-10","Brazil",25,0,0,0,"Local transmission",1
"2020-03-10","Ecuador",15,0,0,0,"Local transmission",1
"2020-03-10","Chile",13,30,0,0,"Local transmission",0
"2020-03-10","Argentina",12,0,1,0,"Imported cases only",1
"2020-03-10","Costa Rica",9,0,0,0,"Local transmission",1
"2020-03-10","Peru",9,30,0,0,"Local transmission",0
