"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-11","Republic of Korea",7755,242,60,6,"Local transmission",0
"2020-03-11","Japan",568,54,12,3,"Local transmission",0
"2020-03-11","Singapore",166,6,0,0,"Local transmission",0
"2020-03-11","Malaysia",129,12,0,0,"Local transmission",0
"2020-03-11","Australia",112,20,3,0,"Local transmission",0
"2020-03-11","Philippines",49,16,1,0,"Local transmission",0
"2020-03-11","Viet Nam",35,4,0,0,"Local transmission",0
"2020-03-11","New Zealand",5,0,0,0,"Local transmission",4
"2020-03-11","Cambodia",3,1,0,0,"Local transmission",0
"2020-03-11","Brunei Darussalam",1,0,0,0,"Imported cases only",1
"2020-03-11","Mongolia",1,0,0,0,"Imported cases only",1
"2020-03-11","Italy",10149,977,631,168,"Local transmission",0
"2020-03-11","France",1774,372,33,3,"Local transmission",0
"2020-03-11","Spain",1639,615,36,8,"Local transmission",0
"2020-03-11","Germany",1296,157,2,0,"Local transmission",0
"2020-03-11","Switzerland",491,159,3,1,"Local transmission",0
"2020-03-11","Netherlands",382,61,4,1,"Local transmission",0
"2020-03-11","The United Kingdom",373,50,6,3,"Local transmission",0
"2020-03-11","Sweden",326,78,0,0,"Local transmission",0
"2020-03-11","Norway",277,85,0,0,"Local transmission",0
"2020-03-11","Belgium",267,28,0,0,"Local transmission",0
"2020-03-11","Denmark",262,172,0,0,"Local transmission",0
"2020-03-11","Austria",182,51,0,0,"Local transmission",0
"2020-03-11","Greece",89,16,0,0,"Local transmission",0
"2020-03-11","Israel",75,36,0,0,"Local transmission",0
"2020-03-11","San Marino",63,14,2,0,"Local transmission",0
"2020-03-11","Czechia",61,23,0,0,"Local transmission",0
"2020-03-11","Iceland",61,0,0,0,"Local transmission",1
"2020-03-11","Portugal",41,11,0,0,"Local transmission",0
"2020-03-11","Finland",40,0,0,0,"Local transmission",1
"2020-03-11","Ireland",34,10,0,0,"Local transmission",0
"2020-03-11","Slovenia",31,8,0,0,"Local transmission",0
"2020-03-11","Romania",25,10,0,0,"Local transmission",0
"2020-03-11","Georgia",23,8,0,0,"Imported cases only",0
"2020-03-11","Poland",22,6,0,0,"Local transmission",0
"2020-03-11","Croatia",16,4,0,0,"Local transmission",0
"2020-03-11","Estonia",13,3,0,0,"Imported cases only",0
"2020-03-11","Hungary",13,4,0,0,"Local transmission",0
"2020-03-11","Serbia",12,11,0,0,"Local transmission",0
"2020-03-11","Albania",10,8,0,0,"Local transmission",0
"2020-03-11","Bulgaria",6,2,0,0,"Local transmission",0
"2020-03-11","Azerbaijan",9,0,0,0,"Imported cases only",4
"2020-03-11","Belarus",9,3,0,0,"Local transmission",0
"2020-03-11","Latvia",8,2,0,0,"Imported cases only",0
"2020-03-11","North Macedonia",7,0,0,0,"Local transmission",1
"2020-03-11","Russian Federation",7,0,0,0,"Imported cases only",4
"2020-03-11","Slovakia",7,0,0,0,"Local transmission",1
"2020-03-11","Luxembourg",5,0,0,0,"Imported cases only",1
"2020-03-11","Bosnia and Herzegovina",4,20,0,0,"Local transmission",0
"2020-03-11","Malta",4,0,0,0,"Imported cases only",1
"2020-03-11","Republic of Moldova",3,20,0,0,"Imported cases only",0
"2020-03-11","Cyprus",2,0,0,0,"Imported cases only",1
"2020-03-11","Andorra",1,0,0,0,"Imported cases only",8
"2020-03-11","Armenia",1,0,0,0,"Imported cases only",9
"2020-03-11","Holy See",1,0,0,0,"Under investigation",5
"2020-03-11","Liechtenstein",1,0,0,0,"Imported cases only",5
"2020-03-11","Lithuania",1,0,0,0,"Imported cases only",12
"2020-03-11","Monaco",1,0,0,0,"Under investigation",10
"2020-03-11","Ukraine",1,0,0,0,"Imported cases only",7
"2020-03-11","Faroe Islands",2,0,0,0,"Imported cases only",2
"2020-03-11","Gibraltar",1,0,0,0,"Under investigation",7
"2020-03-11","Guernsey",1,0,0,0,"Imported cases only",1
"2020-03-11","India",60,160,0,0,"Local transmission",0
"2020-03-11","Thailand",59,60,1,0,"Local transmission",0
"2020-03-11","Indonesia",27,80,1,1,"Local transmission",0
"2020-03-11","Maldives",8,40,0,0,"Local transmission",0
"2020-03-11","Bangladesh",3,0,0,0,"Local transmission",2
"2020-03-11","Bhutan",1,0,0,0,"Imported cases only",5
"2020-03-11","Nepal",1,0,0,0,"Imported cases only",47
"2020-03-11","Sri Lanka",1,0,0,0,"Imported cases only",44
"2020-03-11","Iran (Islamic Republic of)",8042,8810,291,54,"Local transmission",0
"2020-03-11","Bahrain",110,10,0,0,"Local transmission",0
"2020-03-11","United Arab Emirates",74,150,0,0,"Local transmission",0
"2020-03-11","Kuwait",69,40,0,0,"Imported cases only",0
"2020-03-11","Iraq",61,0,6,0,"Local transmission",1
"2020-03-11","Egypt",59,0,1,0,"Local transmission",1
"2020-03-11","Lebanon",41,90,1,1,"Local transmission",0
"2020-03-11","Qatar",24,60,0,0,"Imported cases only",0
"2020-03-11","Saudi Arabia",20,50,0,0,"Local transmission",0
"2020-03-11","Oman",18,0,0,0,"Imported cases only",1
"2020-03-11","Pakistan",16,0,0,0,"Local transmission",1
"2020-03-11","Tunisia",6,40,0,0,"Local transmission",0
"2020-03-11","Afghanistan",4,0,0,0,"Imported cases only",3
"2020-03-11","Morocco",3,10,1,1,"Imported cases only",0
