"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-16","China",81077,29,3218,14,"Local Transmission",0
"2020-03-16","Republic of Korea",8236,74,75,0,"Local transmission",0
"2020-03-16","Japan",814,34,24,2,"Local transmission",0
"2020-03-16","Malaysia",553,315,0,0,"Local transmission",0
"2020-03-16","Australia",298,0,5,0,"Local transmission",1
"2020-03-16","Singapore",243,31,0,0,"Local transmission",0
"2020-03-16","Philippines",140,0,12,0,"Local transmission",1
"2020-03-16","Viet Nam",57,4,0,0,"Local transmission",0
"2020-03-16","Brunei Darussalam",50,10,0,0,"Local transmission",0
"2020-03-16","Cambodia",12,0,0,0,"Local transmission",1
"2020-03-16","New Zealand",6,0,0,0,"Local transmission",2
"2020-03-16","Mongolia",1,0,0,0,"Imported cases only",6
"2020-03-16","French Polynesia",3,0,0,0,"Imported cases only",1
"2020-03-16","Italy",24747,3590,1809,368,"Local transmission",0
"2020-03-16","Spain",7753,2000,288,152,"Local transmission",0
"2020-03-16","France",5380,911,127,36,"Local transmission",0
"2020-03-16","Germany",4838,1043,12,4,"Local transmission",0
"2020-03-16","Switzerland",2200,841,13,2,"Local transmission",0
"2020-03-16","The United Kingdom",1395,251,35,14,"Local transmission",0
"2020-03-16","Netherlands",1135,176,20,8,"Local transmission",0
"2020-03-16","Belgium",1085,396,5,5,"Local transmission",0
"2020-03-16","Norway",1077,170,1,0,"Local transmission",0
"2020-03-16","Sweden",992,68,3,3,"Local transmission",0
"2020-03-16","Austria",959,159,1,0,"Local transmission",0
"2020-03-16","Denmark",898,71,1,1,"Local transmission",0
"2020-03-16","Greece",331,103,4,2,"Local transmission",0
"2020-03-16","Czechia",298,84,0,0,"Local transmission",0
"2020-03-16","Finland",267,57,0,0,"Local transmission",0
"2020-03-16","Portugal",245,133,0,0,"Local transmission",0
"2020-03-16","Slovenia",219,78,0,0,"Local transmission",0
"2020-03-16","Estonia",205,126,0,0,"Local transmission",0
"2020-03-16","Israel",200,22,0,0,"Local transmission",0
"2020-03-16","Ireland",169,40,2,0,"Local transmission",0
"2020-03-16","Romania",158,35,0,0,"Local transmission",0
"2020-03-16","Poland",150,39,3,0,"Local transmission",0
"2020-03-16","Iceland",138,0,0,0,"Local transmission",1
"2020-03-16","San Marino",92,0,5,0,"Local transmission",1
"2020-03-16","Russian Federation",63,29,0,0,"Imported cases only",0
"2020-03-16","Slovakia",61,17,0,0,"Local transmission",0
"2020-03-16","Bulgaria",51,8,2,0,"Local transmission",0
"2020-03-16","Croatia",49,12,0,0,"Local transmission",0
"2020-03-16","Albania",42,4,1,0,"Local transmission",0
"2020-03-16","Serbia",46,0,0,0,"Local transmission",1
"2020-03-16","Hungary",39,7,1,1,"Local transmission",0
"2020-03-16","Luxembourg",38,0,1,0,"Local transmission",2
"2020-03-16","Belarus",36,15,0,0,"Local transmission",0
"2020-03-16","Cyprus",33,12,0,0,"Imported cases only",0
"2020-03-16","Georgia",33,3,0,0,"Imported cases only",0
"2020-03-16","Latvia",31,1,0,0,"Imported cases only",0
"2020-03-16","Armenia",26,18,0,0,"Local transmission",0
"2020-03-16","Republic of Moldova",23,11,0,0,"Imported cases only",0
"2020-03-16","Malta",21,9,0,0,"Imported cases only",0
"2020-03-16","Azerbaijan",19,0,0,0,"Imported cases only",1
"2020-03-16","Bosnia and Herzegovina",18,0,0,0,"Local transmission",1
"2020-03-16","Lithuania",14,5,0,0,"Imported cases only",0
"2020-03-16","North Macedonia",13,0,0,0,"Local transmission",1
"2020-03-16","Monaco",9,7,0,0,"Under investigation",0
"2020-03-16","Liechtenstein",7,3,0,0,"Imported cases only",0
"2020-03-16","Kazakhstan",6,0,0,0,"Imported cases only",1
"2020-03-16","Turkey",5,0,0,0,"Imported cases only",2
"2020-03-16","Uzbekistan",4,4,0,0,"Under investigation",0
"2020-03-16","Ukraine",3,0,1,0,"Local transmission",2
"2020-03-16","Andorra",2,0,0,0,"Imported cases only",2
"2020-03-16","Holy See",1,0,0,0,"Under investigation",10
"2020-03-16","Faroe Islands",11,2,0,0,"Imported cases only",0
"2020-03-16","Jersey",2,0,0,0,"Imported cases only",3
"2020-03-16","Gibraltar",1,0,0,0,"Under investigation",12
"2020-03-16","Guernsey",1,0,0,0,"Imported cases only",6
"2020-03-16","Indonesia",117,0,4,0,"Local transmission",1
"2020-03-16","India",114,7,2,0,"Local transmission",0
"2020-03-16","Thailand",114,39,1,0,"Local transmission",0
"2020-03-16","Sri Lanka",19,8,0,0,"Local transmission",0
"2020-03-16","Maldives",13,3,0,0,"Local transmission",0
"2020-03-16","Bangladesh",5,2,0,0,"Local transmission",0
"2020-03-16","Bhutan",1,0,0,0,"Imported cases only",10
"2020-03-16","Nepal",1,0,0,0,"Imported cases only",52
"2020-03-16","Iran (Islamic Republic of)",14991,2262,853,245,"Local transmission",0
"2020-03-16","Qatar",401,64,0,0,"Local transmission",0
"2020-03-16","Bahrain",221,10,1,1,"Local transmission",0
"2020-03-16","Egypt",126,33,2,0,"Local transmission",0
"2020-03-16","Iraq",124,31,9,0,"Local transmission",0
"2020-03-16","Kuwait",112,0,0,0,"Local transmission",1
"2020-03-16","Saudi Arabia",103,0,0,0,"Local transmission",1
"2020-03-16","Lebanon",99,6,3,0,"Local transmission",0
"2020-03-16","United Arab Emirates",98,13,0,0,"Local transmission",0
"2020-03-16","Pakistan",52,24,0,0,"Imported cases only",0
"2020-03-16","Morocco",28,10,1,0,"Local transmission",0
"2020-03-16","Oman",22,2,0,0,"Imported cases only",0
"2020-03-16","Tunisia",18,2,0,0,"Local transmission",0
"2020-03-16","Afghanistan",16,6,0,0,"Imported cases only",0
"2020-03-16","Jordan",6,5,0,0,"Imported cases only",0
"2020-03-16","Sudan",1,0,1,1,"Imported cases only",1
"2020-03-16","occupied Palestinian territory",38,0,0,0,"Local transmission",2
"2020-03-16","United States of America",1678,0,41,0,"Local transmission",2
"2020-03-16","Canada",304,60,1,0,"Local transmission",0
"2020-03-16","Brazil",200,79,0,0,"Local transmission",0
"2020-03-16","Chile",75,14,0,0,"Local transmission",0
"2020-03-16","Peru",71,28,0,0,"Local transmission",0
"2020-03-16","Argentina",56,11,2,0,"Local transmission",0
"2020-03-16","Mexico",53,12,0,0,"Imported cases only",0
"2020-03-16","Panama",43,16,1,0,"Local transmission",0
"2020-03-16","Ecuador",37,14,2,2,"Local transmission",0
"2020-03-16","Colombia",24,0,0,0,"Local transmission",1
"2020-03-16","Costa Rica",23,0,0,0,"Local transmission",2
"2020-03-16","Bolivia (Plurinational State of)",11,8,0,0,"Imported cases only",0
"2020-03-16","Jamaica",10,2,0,0,"Local transmission",0
"2020-03-16","Paraguay",8,2,0,0,"Local transmission",0
"2020-03-16","Dominican Republic",5,0,0,0,"Imported cases only",6
"2020-03-16","Cuba",4,0,0,0,"Imported cases only",2
"2020-03-16","Guyana",4,3,1,0,"Local transmission",0
"2020-03-16","Uruguay",4,4,0,0,"Imported cases only",0
"2020-03-16","Honduras",2,0,0,0,"Imported cases only",4
"2020-03-16","Trinidad and Tobago",2,1,0,0,"Imported cases only",0
"2020-03-16","Venezuela (Bolivarian Republic of)",2,0,0,0,"Imported cases only",2
"2020-03-16","Antigua and Barbuda",1,0,0,0,"Imported cases only",2
"2020-03-16","Guatemala",1,0,1,0,"Imported cases only",1
"2020-03-16","Saint Lucia",1,0,0,0,"Imported cases only",1
"2020-03-16","Saint Vincent and the Grenadines",1,0,0,0,"Imported cases only",3
"2020-03-16","Suriname",1,0,0,0,"Imported cases only",1
"2020-03-16","Martinique",15,5,0,0,"Imported cases only",0
"2020-03-16","French Guiana",7,0,0,0,"Imported cases only",2
"2020-03-16","Guadeloupe",6,3,0,0,"Imported cases only",0
"2020-03-16","Puerto Rico",3,0,0,0,"Imported cases only",2
"2020-03-16","Saint Barthelemy",3,2,0,0,"Under investigation",0
"2020-03-16","Curaçao",2,0,0,0,"Imported cases only",1
"2020-03-16","Saint Martin",2,0,0,0,"Under investigation",13
"2020-03-16","Cayman Islands",1,0,1,1,"Imported cases only",1
"2020-03-16","South Africa",51,13,0,0,"Local transmission",0
"2020-03-16","Algeria",49,12,3,0,"Local transmission",0
"2020-03-16","Senegal",26,5,0,0,"Local transmission",0
"2020-03-16","Ghana",6,0,0,0,"Imported cases only",1
"2020-03-16","Rwanda",5,5,0,0,"Local transmission",0
"2020-03-16","Burkina Faso",3,0,0,0,"Imported cases only",1
"2020-03-16","Cameroon",3,0,0,0,"Local transmission",1
"2020-03-16","Cote d’Ivoire",3,0,0,0,"Imported cases only",1
"2020-03-16","Democratic Republic of the Congo",2,0,0,0,"Imported cases only",2
"2020-03-16","Namibia",2,0,0,0,"Imported cases only",1
"2020-03-16","Nigeria",2,0,0,0,"Imported cases only",7
"2020-03-16","Seychelles",2,2,0,0,"Imported cases only",0
"2020-03-16","Central African Republic",1,0,0,0,"Imported cases only",1
"2020-03-16","Congo",1,0,0,0,"Imported cases only",1
"2020-03-16","Equatorial Guinea",1,0,0,0,"Imported cases only",1
"2020-03-16","Eswatini",1,0,0,0,"Imported cases only",1
"2020-03-16","Ethiopia",1,0,0,0,"Imported cases only",2
"2020-03-16","Gabon",1,0,0,0,"Imported cases only",2
"2020-03-16","Guinea",1,0,0,0,"Imported cases only",2
"2020-03-16","Kenya",1,0,0,0,"Imported cases only",2
"2020-03-16","Mauritania",1,0,0,0,"Imported cases only",1
"2020-03-16","Togo",1,0,0,0,"Imported cases only",9
"2020-03-16","Réunion",9,3,0,0,"Imported cases only",0
"2020-03-16","Mayotte",1,0,0,0,"Imported cases only",1
"2020-03-16","Diamond Princess",712,15,7,0,"Local transmission",0
