"Date","Country","Total confirmed cases","New cases","Total deaths","Total new deaths","Transmission classification","Days since last reported case"
"2020-03-18","China",81116,39,3231,13,"Local transmission",0
"2020-03-18","Republic of Korea",8320,84,81,6,"Local transmission",0
"2020-03-18","Japan",829,15,28,4,"Local transmission",0
"2020-03-18","Malaysia",553,0,0,0,"Local transmission",1
"2020-03-18","Australia",414,78,5,0,"Local transmission",0
"2020-03-18","Singapore",266,23,0,0,"Local transmission",0
"2020-03-18","Philippines",187,45,12,0,"Local transmission",0
"2020-03-18","Viet Nam",61,4,0,0,"Local transmission",0
"2020-03-18","Brunei Darussalam",54,4,0,0,"Local transmission",0
"2020-03-18","Cambodia",24,12,0,0,"Local transmission",0
"2020-03-18","New Zealand",11,5,0,0,"Local transmission",0
"2020-03-18","Mongolia",4,0,0,0,"Imported cases only",1
"2020-03-18","French Polynesia",3,0,0,0,"Imported cases only",2
"2020-03-18","Guam",3,3,0,0,"Local transmission",0
"2020-03-18","Italy",31506,3526,2503,345,"Local transmission",0
"2020-03-18","Spain",11178,1987,491,182,"Local transmission",0
"2020-03-18","France",7652,1079,175,27,"Local transmission",0
"2020-03-18","Germany",7156,1144,13,0,"Local transmission",0
"2020-03-18","Switzerland",2650,450,14,5,"Local transmission",0
"2020-03-18","The United Kingdom",1954,407,55,5,"Local transmission",0
"2020-03-18","Netherlands",1705,292,43,19,"Local transmission",0
"2020-03-18","Belgium",1486,401,14,9,"Local transmission",0
"2020-03-18","Austria",1332,373,3,2,"Local transmission",0
"2020-03-18","Norway",1308,139,3,0,"Local transmission",0
"2020-03-18","Sweden",1167,108,3,0,"Local transmission",0
"2020-03-18","Denmark",977,79,4,3,"Local transmission",0
"2020-03-18","Portugal",448,117,1,1,"Local transmission",0
"2020-03-18","Czechia",434,136,0,0,"Local transmission",0
"2020-03-18","Greece",387,56,4,0,"Local transmission",0
"2020-03-18","Finland",319,47,0,0,"Local transmission",0
"2020-03-18","Israel",304,0,0,0,"Local transmission",1
"2020-03-18","Ireland",292,69,2,0,"Local transmission",0
"2020-03-18","Slovenia",275,22,1,1,"Local transmission",0
"2020-03-18","Poland",246,96,5,2,"Local transmission",0
"2020-03-18","Estonia",225,20,0,0,"Local transmission",0
"2020-03-18","Iceland",225,45,0,0,"Local transmission",0
"2020-03-18","Romania",184,26,0,0,"Local transmission",0
"2020-03-18","Luxembourg",140,59,1,0,"Local transmission",0
"2020-03-18","San Marino",104,2,11,2,"Local transmission",0
"2020-03-18","Slovakia",97,25,0,0,"Local transmission",0
"2020-03-18","Russian Federation",93,0,0,0,"Imported cases only",1
"2020-03-18","Bulgaria",81,14,2,0,"Local transmission",0
"2020-03-18","Serbia",85,23,0,0,"Local transmission",0
"2020-03-18","Croatia",65,9,0,0,"Local transmission",0
"2020-03-18","Latvia",60,24,0,0,"Imported cases only",0
"2020-03-18","Albania",55,4,1,0,"Local transmission",0
"2020-03-18","Armenia",52,0,0,0,"Local transmission",1
"2020-03-18","Hungary",50,11,1,0,"Local transmission",0
"2020-03-18","Turkey",47,0,0,0,"Imported cases only",1
"2020-03-18","Malta",38,8,0,0,"Imported cases only",0
"2020-03-18","Belarus",36,0,0,0,"Local transmission",1
"2020-03-18","Georgia",34,1,0,0,"Imported cases only",0
"2020-03-18","Cyprus",33,0,0,0,"Imported cases only",1
"2020-03-18","Kazakhstan",33,27,0,0,"Imported cases only",0
"2020-03-18","North Macedonia",31,12,0,0,"Local transmission",0
"2020-03-18","Republic of Moldova",30,1,0,0,"Local transmission",0
"2020-03-18","Lithuania",25,8,0,0,"Imported cases only",0
"2020-03-18","Azerbaijan",21,0,0,0,"Imported cases only",2
"2020-03-18","Bosnia and Herzegovina",19,0,0,0,"Local transmission",2
"2020-03-18","Andorra",16,2,0,0,"Imported cases only",0
