"dateRep","cases","deaths","countriesAndTerritories","popData2018"
"2020-04-05",35,1,"Afghanistan",37172386.0
"2020-04-04",0,0,"Afghanistan",37172386.0
"2020-04-03",43,0,"Afghanistan",37172386.0
"2020-04-02",26,0,"Afghanistan",37172386.0
"2020-04-01",25,0,"Afghanistan",37172386.0
"2020-03-31",27,0,"Afghanistan",37172386.0
"2020-03-30",8,1,"Afghanistan",37172386.0
"2020-03-29",15,1,"Afghanistan",37172386.0
"2020-03-28",16,1,"Afghanistan",37172386.0
"2020-03-27",0,0,"Afghanistan",37172386.0
"2020-03-26",33,0,"Afghanistan",37172386.0
"2020-03-25",2,0,"Afghanistan",37172386.0
"2020-03-24",6,1,"Afghanistan",37172386.0
"2020-03-23",10,0,"Afghanistan",37172386.0
"2020-03-22",0,0,"Afghanistan",37172386.0
"2020-03-21",2,0,"Afghanistan",37172386.0
"2020-03-20",0,0,"Afghanistan",37172386.0
"2020-03-19",0,0,"Afghanistan",37172386.0
"2020-03-18",1,0,"Afghanistan",37172386.0
"2020-03-17",5,0,"Afghanistan",37172386.0
"2020-03-16",6,0,"Afghanistan",37172386.0
"2020-03-15",3,0,"Afghanistan",37172386.0
"2020-03-11",3,0,"Afghanistan",37172386.0
"2020-03-08",3,0,"Afghanistan",37172386.0
"2020-03-02",0,0,"Afghanistan",37172386.0
"2020-03-01",0,0,"Afghanistan",37172386.0
"2020-02-29",0,0,"Afghanistan",37172386.0
"2020-02-28",0,0,"Afghanistan",37172386.0
"2020-02-27",0,0,"Afghanistan",37172386.0
"2020-02-26",0,0,"Afghanistan",37172386.0
"2020-02-25",1,0,"Afghanistan",37172386.0
"2020-02-24",0,0,"Afghanistan",37172386.0
"2020-02-23",0,0,"Afghanistan",37172386.0
"2020-02-22",0,0,"Afghanistan",37172386.0
"2020-02-21",0,0,"Afghanistan",37172386.0
"2020-02-20",0,0,"Afghanistan",37172386.0
"2020-02-19",0,0,"Afghanistan",37172386.0
"2020-02-18",0,0,"Afghanistan",37172386.0
"2020-02-17",0,0,"Afghanistan",37172386.0
"2020-02-16",0,0,"Afghanistan",37172386.0
"2020-02-15",0,0,"Afghanistan",37172386.0
"2020-02-14",0,0,"Afghanistan",37172386.0
"2020-02-13",0,0,"Afghanistan",37172386.0
"2020-02-12",0,0,"Afghanistan",37172386.0
"2020-02-11",0,0,"Afghanistan",37172386.0
"2020-02-10",0,0,"Afghanistan",37172386.0
"2020-02-09",0,0,"Afghanistan",37172386.0
"2020-02-08",0,0,"Afghanistan",37172386.0
"2020-02-07",0,0,"Afghanistan",37172386.0
"2020-02-06",0,0,"Afghanistan",37172386.0
"2020-02-05",0,0,"Afghanistan",37172386.0
"2020-02-04",0,0,"Afghanistan",37172386.0
"2020-02-03",0,0,"Afghanistan",37172386.0
"2020-02-02",0,0,"Afghanistan",37172386.0
"2020-02-01",0,0,"Afghanistan",37172386.0
"2020-01-31",0,0,"Afghanistan",37172386.0
"2020-01-30",0,0,"Afghanistan",37172386.0
"2020-01-29",0,0,"Afghanistan",37172386.0
"2020-01-28",0,0,"Afghanistan",37172386.0
"2020-01-27",0,0,"Afghanistan",37172386.0
"2020-01-26",0,0,"Afghanistan",37172386.0
"2020-01-25",0,0,"Afghanistan",37172386.0
"2020-01-24",0,0,"Afghanistan",37172386.0
"2020-01-23",0,0,"Afghanistan",37172386.0
"2020-01-22",0,0,"Afghanistan",37172386.0
"2020-01-21",0,0,"Afghanistan",37172386.0
"2020-01-20",0,0,"Afghanistan",37172386.0
"2020-01-19",0,0,"Afghanistan",37172386.0
"2020-01-18",0,0,"Afghanistan",37172386.0
"2020-01-17",0,0,"Afghanistan",37172386.0
"2020-01-16",0,0,"Afghanistan",37172386.0
"2020-01-15",0,0,"Afghanistan",37172386.0
"2020-01-14",0,0,"Afghanistan",37172386.0
"2020-01-13",0,0,"Afghanistan",37172386.0
"2020-01-12",0,0,"Afghanistan",37172386.0
"2020-01-11",0,0,"Afghanistan",37172386.0
"2020-01-10",0,0,"Afghanistan",37172386.0
"2020-01-09",0,0,"Afghanistan",37172386.0
"2020-01-08",0,0,"Afghanistan",37172386.0
"2020-01-07",0,0,"Afghanistan",37172386.0
"2020-01-06",0,0,"Afghanistan",37172386.0
"2020-01-05",0,0,"Afghanistan",37172386.0
"2020-01-04",0,0,"Afghanistan",37172386.0
"2020-01-03",0,0,"Afghanistan",37172386.0
"2020-01-02",0,0,"Afghanistan",37172386.0
"2020-01-01",0,0,"Afghanistan",37172386.0
"2019-12-31",0,0,"Afghanistan",37172386.0
"2020-04-05",29,2,"Albania",2866376.0
"2020-04-04",27,1,"Albania",2866376.0
"2020-04-03",18,1,"Albania",2866376.0
"2020-04-02",16,0,"Albania",2866376.0
"2020-04-01",20,3,"Albania",2866376.0
"2020-03-31",11,2,"Albania",2866376.0
"2020-03-30",15,0,"Albania",2866376.0
"2020-03-29",11,1,"Albania",2866376.0
"2020-03-28",12,3,"Albania",2866376.0
"2020-03-27",28,1,"Albania",2866376.0
"2020-03-26",23,0,"Albania",2866376.0
"2020-03-25",23,1,"Albania",2866376.0
"2020-03-24",11,2,"Albania",2866376.0
"2020-03-23",13,0,"Albania",2866376.0
"2020-03-22",6,0,"Albania",2866376.0
"2020-03-21",0,0,"Albania",2866376.0
"2020-03-20",11,0,"Albania",2866376.0
"2020-03-19",4,1,"Albania",2866376.0
"2020-03-18",4,0,"Albania",2866376.0
"2020-03-17",9,0,"Albania",2866376.0
"2020-03-16",4,0,"Albania",2866376.0
"2020-03-15",5,0,"Albania",2866376.0
"2020-03-14",10,0,"Albania",2866376.0
"2020-03-13",12,0,"Albania",2866376.0
"2020-03-12",1,1,"Albania",2866376.0
"2020-03-11",4,0,"Albania",2866376.0
"2020-03-10",4,0,"Albania",2866376.0
"2020-03-09",2,0,"Albania",2866376.0
"2020-04-05",27,1,"Andorra",77006.0
"2020-04-04",11,1,"Andorra",77006.0
"2020-04-03",38,1,"Andorra",77006.0
"2020-04-02",14,2,"Andorra",77006.0
"2020-04-01",6,4,"Andorra",77006.0
"2020-03-31",36,2,"Andorra",77006.0
"2020-03-30",26,2,"Andorra",77006.0
"2020-03-29",41,1,"Andorra",77006.0
"2020-03-28",43,0,"Andorra",77006.0
"2020-03-27",36,3,"Andorra",77006.0
"2020-03-26",24,0,"Andorra",77006.0
"2020-03-25",31,0,"Andorra",77006.0
"2020-03-24",20,0,"Andorra",77006.0
"2020-03-23",25,0,"Andorra",77006.0
"2020-03-22",13,0,"Andorra",77006.0
"2020-03-21",0,0,"Andorra",77006.0
"2020-04-05",314,47,"Algeria",42228429.0
"2020-04-04",139,25,"Algeria",42228429.0
"2020-04-03",0,0,"Algeria",42228429.0
"2020-04-02",263,23,"Algeria",42228429.0
"2020-04-01",73,4,"Algeria",42228429.0
"2020-03-31",57,2,"Algeria",42228429.0
"2020-03-30",45,3,"Algeria",42228429.0
"2020-03-29",104,5,"Algeria",42228429.0
"2020-03-28",0,0,"Algeria",42228429.0
"2020-03-27",41,4,"Algeria",42228429.0
"2020-03-26",33,0,"Algeria",42228429.0
"2020-03-25",42,0,"Algeria",42228429.0
"2020-03-24",87,2,"Algeria",42228429.0
"2020-03-23",8,5,"Algeria",42228429.0
"2020-03-22",0,0,"Algeria",42228429.0
"2020-03-21",12,3,"Algeria",42228429.0
"2020-03-20",9,1,"Algeria",42228429.0
"2020-03-19",13,1,"Algeria",42228429.0
"2020-03-18",0,1,"Algeria",42228429.0
"2020-03-17",12,0,"Algeria",42228429.0
"2020-03-16",11,2,"Algeria",42228429.0
"2020-03-15",11,0,"Algeria",42228429.0
"2020-03-14",2,1,"Algeria",42228429.0
"2020-03-13",4,1,"Algeria",42228429.0
"2020-03-12",0,0,"Algeria",42228429.0
"2020-03-09",3,0,"Algeria",42228429.0
"2020-03-06",5,0,"Algeria",42228429.0
"2020-03-05",7,0,"Algeria",42228429.0
"2020-03-04",2,0,"Algeria",42228429.0
"2020-03-02",2,0,"Algeria",42228429.0
"2020-03-01",0,0,"Algeria",42228429.0
"2020-02-29",0,0,"Algeria",42228429.0
"2020-02-28",0,0,"Algeria",42228429.0
"2020-02-27",0,0,"Algeria",42228429.0
"2020-02-26",1,0,"Algeria",42228429.0
"2020-02-25",0,0,"Algeria",42228429.0
"2020-02-24",0,0,"Algeria",42228429.0
"2020-02-23",0,0,"Algeria",42228429.0
"2020-02-22",0,0,"Algeria",42228429.0
"2020-02-21",0,0,"Algeria",42228429.0
"2020-02-20",0,0,"Algeria",42228429.0
"2020-02-19",0,0,"Algeria",42228429.0
"2020-02-18",0,0,"Algeria",42228429.0
"2020-02-17",0,0,"Algeria",42228429.0
"2020-02-16",0,0,"Algeria",42228429.0
"2020-02-15",0,0,"Algeria",42228429.0
"2020-02-14",0,0,"Algeria",42228429.0
"2020-02-13",0,0,"Algeria",42228429.0
"2020-02-12",0,0,"Algeria",42228429.0
"2020-02-11",0,0,"Algeria",42228429.0
"2020-02-10",0,0,"Algeria",42228429.0
"2020-02-09",0,0,"Algeria",42228429.0
"2020-02-08",0,0,"Algeria",42228429.0
"2020-02-07",0,0,"Algeria",42228429.0
"2020-02-06",0,0,"Algeria",42228429.0
"2020-02-05",0,0,"Algeria",42228429.0
"2020-02-04",0,0,"Algeria",42228429.0
"2020-02-03",0,0,"Algeria",42228429.0
"2020-02-02",0,0,"Algeria",42228429.0
"2020-02-01",0,0,"Algeria",42228429.0
"2020-01-31",0,0,"Algeria",42228429.0
"2020-01-30",0,0,"Algeria",42228429.0
"2020-01-29",0,0,"Algeria",42228429.0
"2020-01-28",0,0,"Algeria",42228429.0
"2020-01-27",0,0,"Algeria",42228429.0
"2020-01-26",0,0,"Algeria",42228429.0
"2020-01-25",0,0,"Algeria",42228429.0
"2020-01-24",0,0,"Algeria",42228429.0
"2020-01-23",0,0,"Algeria",42228429.0
"2020-01-22",0,0,"Algeria",42228429.0
"2020-01-21",0,0,"Algeria",42228429.0
"2020-01-20",0,0,"Algeria",42228429.0
"2020-01-19",0,0,"Algeria",42228429.0
"2020-01-18",0,0,"Algeria",42228429.0
"2020-01-17",0,0,"Algeria",42228429.0
"2020-01-16",0,0,"Algeria",42228429.0
"2020-01-15",0,0,"Algeria",42228429.0
"2020-01-14",0,0,"Algeria",42228429.0
"2020-01-13",0,0,"Algeria",42228429.0
"2020-01-12",0,0,"Algeria",42228429.0
"2020-01-11",0,0,"Algeria",42228429.0
"2020-01-10",0,0,"Algeria",42228429.0
"2020-01-09",0,0,"Algeria",42228429.0
"2020-01-08",0,0,"Algeria",42228429.0
"2020-01-07",0,0,"Algeria",42228429.0
"2020-01-06",0,0,"Algeria",42228429.0
"2020-01-05",0,0,"Algeria",42228429.0
"2020-01-04",0,0,"Algeria",42228429.0
"2020-01-03",0,0,"Algeria",42228429.0
"2020-01-02",0,0,"Algeria",42228429.0
"2020-01-01",0,0,"Algeria",42228429.0
"2019-12-31",0,0,"Algeria",42228429.0
"2020-03-20",22,0,"Andorra",77006.0
"2020-03-19",39,0,"Andorra",77006.0
"2020-03-18",0,0,"Andorra",77006.0
"2020-03-17",9,0,"Andorra",77006.0
"2020-03-16",3,0,"Andorra",77006.0
"2020-03-14",1,0,"Andorra",77006.0
"2020-03-03",1,0,"Andorra",77006.0
"2020-04-05",2,0,"Angola",30809762.0
"2020-04-04",0,0,"Angola",30809762.0
"2020-04-03",0,0,"Angola",30809762.0
"2020-04-02",1,0,"Angola",30809762.0
"2020-04-01",0,0,"Angola",30809762.0
"2020-03-31",0,0,"Angola",30809762.0
"2020-03-30",3,2,"Angola",30809762.0
"2020-03-29",0,0,"Angola",30809762.0
"2020-03-28",1,0,"Angola",30809762.0
"2020-03-27",1,0,"Angola",30809762.0
"2020-03-26",0,0,"Angola",30809762.0
"2020-03-25",0,0,"Angola",30809762.0
"2020-03-24",0,0,"Angola",30809762.0
"2020-03-23",0,0,"Angola",30809762.0
"2020-03-22",2,0,"Angola",30809762.0
"2020-04-05",0,0,"Anguilla",""
"2020-04-04",0,0,"Anguilla",""
"2020-04-03",1,0,"Anguilla",""
"2020-04-02",0,0,"Anguilla",""
"2020-04-01",0,0,"Anguilla",""
"2020-03-31",0,0,"Anguilla",""
"2020-03-30",0,0,"Anguilla",""
"2020-03-29",0,0,"Anguilla",""
"2020-03-28",0,0,"Anguilla",""
"2020-03-27",2,0,"Anguilla",""
"2020-04-05",0,0,"Antigua_and_Barbuda",96286.0
"2020-04-04",6,0,"Antigua_and_Barbuda",96286.0
"2020-04-03",2,0,"Antigua_and_Barbuda",96286.0
"2020-04-02",0,0,"Antigua_and_Barbuda",96286.0
"2020-04-01",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-31",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-30",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-29",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-28",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-27",4,0,"Antigua_and_Barbuda",96286.0
"2020-03-26",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-25",2,0,"Antigua_and_Barbuda",96286.0
"2020-03-24",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-23",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-22",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-21",0,0,"Antigua_and_Barbuda",96286.0
"2020-03-15",1,0,"Antigua_and_Barbuda",96286.0
"2020-04-05",186,6,"Argentina",44494502.0
"2020-04-04",132,3,"Argentina",44494502.0
"2020-04-03",0,3,"Argentina",44494502.0
"2020-04-02",167,7,"Argentina",44494502.0
"2020-04-01",0,0,"Argentina",44494502.0
"2020-03-31",146,4,"Argentina",44494502.0
"2020-03-30",75,1,"Argentina",44494502.0
"2020-03-29",55,2,"Argentina",44494502.0
"2020-03-28",101,5,"Argentina",44494502.0
"2020-03-27",87,4,"Argentina",44494502.0
"2020-03-26",115,2,"Argentina",44494502.0
"2020-03-25",86,2,"Argentina",44494502.0
"2020-03-24",35,0,"Argentina",44494502.0
"2020-03-23",41,0,"Argentina",44494502.0
"2020-03-22",67,1,"Argentina",44494502.0
"2020-03-21",30,0,"Argentina",44494502.0
"2020-03-20",31,1,"Argentina",44494502.0
"2020-03-19",18,0,"Argentina",44494502.0
"2020-03-18",14,0,"Argentina",44494502.0
"2020-03-17",9,0,"Argentina",44494502.0
"2020-03-16",11,0,"Argentina",44494502.0
"2020-03-15",11,0,"Argentina",44494502.0
"2020-03-14",3,1,"Argentina",44494502.0
"2020-03-13",12,0,"Argentina",44494502.0
"2020-03-11",7,0,"Argentina",44494502.0
"2020-03-09",3,0,"Argentina",44494502.0
"2020-03-08",1,1,"Argentina",44494502.0
"2020-03-07",6,0,"Argentina",44494502.0
"2020-03-06",1,0,"Argentina",44494502.0
"2020-03-04",1,0,"Argentina",44494502.0
"2020-04-05",34,0,"Armenia",2951776.0
"2020-04-04",73,3,"Armenia",2951776.0
"2020-04-03",92,1,"Armenia",2951776.0
"2020-04-02",39,0,"Armenia",2951776.0
"2020-04-01",50,0,"Armenia",2951776.0
"2020-03-31",58,0,"Armenia",2951776.0
"2020-03-30",0,0,"Armenia",2951776.0
"2020-03-29",52,2,"Armenia",2951776.0
"2020-03-28",43,0,"Armenia",2951776.0
"2020-03-27",39,1,"Armenia",2951776.0
"2020-03-26",25,0,"Armenia",2951776.0
"2020-03-25",71,0,"Armenia",2951776.0
"2020-03-24",4,0,"Armenia",2951776.0
"2020-03-23",30,0,"Armenia",2951776.0
"2020-03-22",24,0,"Armenia",2951776.0
"2020-03-21",14,0,"Armenia",2951776.0
"2020-03-20",7,0,"Armenia",2951776.0
"2020-03-19",37,0,"Armenia",2951776.0
"2020-03-18",26,0,"Armenia",2951776.0
"2020-03-17",22,0,"Armenia",2951776.0
"2020-03-16",10,0,"Armenia",2951776.0
"2020-03-15",7,0,"Armenia",2951776.0
"2020-03-14",7,0,"Armenia",2951776.0
"2020-03-13",2,0,"Armenia",2951776.0
"2020-03-12",3,0,"Armenia",2951776.0
"2020-03-02",0,0,"Armenia",2951776.0
"2020-03-01",1,0,"Armenia",2951776.0
"2020-02-29",0,0,"Armenia",2951776.0
"2020-02-28",0,0,"Armenia",2951776.0
"2020-02-27",0,0,"Armenia",2951776.0
"2020-02-26",0,0,"Armenia",2951776.0
"2020-02-25",0,0,"Armenia",2951776.0
"2020-02-24",0,0,"Armenia",2951776.0
"2020-02-23",0,0,"Armenia",2951776.0
"2020-02-22",0,0,"Armenia",2951776.0
"2020-02-21",0,0,"Armenia",2951776.0
"2020-02-20",0,0,"Armenia",2951776.0
"2020-02-19",0,0,"Armenia",2951776.0
"2020-02-18",0,0,"Armenia",2951776.0
"2020-02-17",0,0,"Armenia",2951776.0
"2020-02-16",0,0,"Armenia",2951776.0
"2020-02-15",0,0,"Armenia",2951776.0
"2020-02-14",0,0,"Armenia",2951776.0
"2020-02-13",0,0,"Armenia",2951776.0
"2020-02-12",0,0,"Armenia",2951776.0
"2020-02-11",0,0,"Armenia",2951776.0
"2020-02-10",0,0,"Armenia",2951776.0
"2020-02-09",0,0,"Armenia",2951776.0
"2020-02-08",0,0,"Armenia",2951776.0
"2020-02-07",0,0,"Armenia",2951776.0
"2020-02-06",0,0,"Armenia",2951776.0
"2020-02-05",0,0,"Armenia",2951776.0
"2020-02-04",0,0,"Armenia",2951776.0
"2020-02-03",0,0,"Armenia",2951776.0
"2020-02-02",0,0,"Armenia",2951776.0
"2020-02-01",0,0,"Armenia",2951776.0
"2020-01-31",0,0,"Armenia",2951776.0
"2020-01-30",0,0,"Armenia",2951776.0
"2020-01-29",0,0,"Armenia",2951776.0
"2020-01-28",0,0,"Armenia",2951776.0
"2020-01-27",0,0,"Armenia",2951776.0
"2020-01-26",0,0,"Armenia",2951776.0
"2020-01-25",0,0,"Armenia",2951776.0
"2020-01-24",0,0,"Armenia",2951776.0
"2020-01-23",0,0,"Armenia",2951776.0
"2020-01-22",0,0,"Armenia",2951776.0
"2020-01-21",0,0,"Armenia",2951776.0
"2020-01-20",0,0,"Armenia",2951776.0
"2020-01-19",0,0,"Armenia",2951776.0
"2020-01-18",0,0,"Armenia",2951776.0
"2020-01-17",0,0,"Armenia",2951776.0
"2020-01-16",0,0,"Armenia",2951776.0
"2020-01-15",0,0,"Armenia",2951776.0
"2020-01-14",0,0,"Armenia",2951776.0
"2020-01-13",0,0,"Armenia",2951776.0
"2020-01-12",0,0,"Armenia",2951776.0
"2020-01-11",0,0,"Armenia",2951776.0
"2020-01-10",0,0,"Armenia",2951776.0
"2020-01-09",0,0,"Armenia",2951776.0
"2020-01-08",0,0,"Armenia",2951776.0
"2020-01-07",0,0,"Armenia",2951776.0
"2020-01-06",0,0,"Armenia",2951776.0
"2020-01-05",0,0,"Armenia",2951776.0
"2020-01-04",0,0,"Armenia",2951776.0
"2020-01-03",0,0,"Armenia",2951776.0
"2020-01-02",0,0,"Armenia",2951776.0
"2020-01-01",0,0,"Armenia",2951776.0
"2019-12-31",0,0,"Armenia",2951776.0
"2020-04-05",2,0,"Aruba",105845.0
"2020-04-04",2,0,"Aruba",105845.0
"2020-04-03",5,0,"Aruba",105845.0
"2020-04-02",0,0,"Aruba",105845.0
"2020-04-01",5,0,"Aruba",105845.0
"2020-03-30",22,0,"Aruba",105845.0
"2020-03-29",0,0,"Aruba",105845.0
"2020-03-28",0,0,"Aruba",105845.0
"2020-03-27",9,0,"Aruba",105845.0
"2020-03-26",2,0,"Aruba",105845.0
"2020-03-25",5,0,"Aruba",105845.0
"2020-03-24",8,0,"Aruba",105845.0
"2020-03-20",2,0,"Aruba",105845.0
"2020-03-13",2,0,"Aruba",105845.0
"2020-04-05",139,4,"Australia",24992369.0
"2020-04-04",324,7,"Australia",24992369.0
"2020-04-03",248,2,"Australia",24992369.0
"2020-04-02",269,1,"Australia",24992369.0
"2020-04-01",150,1,"Australia",24992369.0
"2020-03-31",464,3,"Australia",24992369.0
"2020-03-30",284,2,"Australia",24992369.0
"2020-03-29",431,1,"Australia",24992369.0
"2020-03-28",212,0,"Australia",24992369.0
"2020-03-27",367,2,"Australia",24992369.0
"2020-03-26",376,3,"Australia",24992369.0
"2020-03-25",600,1,"Australia",24992369.0
"2020-03-24",114,0,"Australia",24992369.0
"2020-03-23",611,0,"Australia",24992369.0
"2020-03-22",224,0,"Australia",24992369.0
"2020-03-21",165,1,"Australia",24992369.0
"2020-03-20",144,0,"Australia",24992369.0
"2020-03-19",111,1,"Australia",24992369.0
"2020-03-18",79,0,"Australia",24992369.0
"2020-03-17",77,0,"Australia",24992369.0
"2020-03-16",49,2,"Australia",24992369.0
"2020-03-15",52,0,"Australia",24992369.0
"2020-03-14",41,0,"Australia",24992369.0
"2020-03-13",30,0,"Australia",24992369.0
"2020-03-12",14,0,"Australia",24992369.0
"2020-03-11",12,0,"Australia",24992369.0
"2020-03-10",20,0,"Australia",24992369.0
"2020-03-09",6,0,"Australia",24992369.0
"2020-03-08",11,1,"Australia",24992369.0
"2020-03-07",4,0,"Australia",24992369.0
"2020-03-06",7,0,"Australia",24992369.0
"2020-03-05",11,1,"Australia",24992369.0
"2020-03-04",8,0,"Australia",24992369.0
"2020-03-03",4,0,"Australia",24992369.0
"2020-03-02",3,0,"Australia",24992369.0
"2020-03-01",1,1,"Australia",24992369.0
"2020-02-29",2,0,"Australia",24992369.0
"2020-02-28",0,0,"Australia",24992369.0
"2020-02-27",1,0,"Australia",24992369.0
"2020-02-26",0,0,"Australia",24992369.0
"2020-02-25",0,0,"Australia",24992369.0
"2020-02-24",0,0,"Australia",24992369.0
"2020-02-23",1,0,"Australia",24992369.0
"2020-02-22",4,0,"Australia",24992369.0
"2020-02-21",2,0,"Australia",24992369.0
"2020-02-20",0,0,"Australia",24992369.0
"2020-02-19",0,0,"Australia",24992369.0
"2020-02-18",0,0,"Australia",24992369.0
"2020-02-17",0,0,"Australia",24992369.0
"2020-02-16",0,0,"Australia",24992369.0
"2020-02-15",0,0,"Australia",24992369.0
"2020-02-14",1,0,"Australia",24992369.0
"2020-02-13",0,0,"Australia",24992369.0
"2020-02-12",0,0,"Australia",24992369.0
"2020-02-11",0,0,"Australia",24992369.0
"2020-02-10",0,0,"Australia",24992369.0
"2020-02-09",0,0,"Australia",24992369.0
"2020-02-08",0,0,"Australia",24992369.0
"2020-02-07",1,0,"Australia",24992369.0
"2020-02-06",1,0,"Australia",24992369.0
"2020-02-05",1,0,"Australia",24992369.0
"2020-02-04",0,0,"Australia",24992369.0
"2020-02-03",0,0,"Australia",24992369.0
"2020-02-02",2,0,"Australia",24992369.0
"2020-02-01",2,0,"Australia",24992369.0
"2020-01-31",1,0,"Australia",24992369.0
"2020-01-30",2,0,"Australia",24992369.0
"2020-01-29",0,0,"Australia",24992369.0
"2020-01-28",0,0,"Australia",24992369.0
"2020-01-27",0,0,"Australia",24992369.0
"2020-01-26",3,0,"Australia",24992369.0
"2020-01-25",1,0,"Australia",24992369.0
"2020-01-24",0,0,"Australia",24992369.0
"2020-01-23",0,0,"Australia",24992369.0
"2020-01-22",0,0,"Australia",24992369.0
"2020-01-21",0,0,"Australia",24992369.0
"2020-01-20",0,0,"Australia",24992369.0
"2020-01-19",0,0,"Australia",24992369.0
"2020-01-18",0,0,"Australia",24992369.0
"2020-01-17",0,0,"Australia",24992369.0
"2020-01-16",0,0,"Australia",24992369.0
"2020-01-15",0,0,"Australia",24992369.0
"2020-01-14",0,0,"Australia",24992369.0
"2020-01-13",0,0,"Australia",24992369.0
"2020-01-12",0,0,"Australia",24992369.0
"2020-01-11",0,0,"Australia",24992369.0
"2020-01-10",0,0,"Australia",24992369.0
"2020-01-09",0,0,"Australia",24992369.0
"2020-01-08",0,0,"Australia",24992369.0
"2020-01-07",0,0,"Australia",24992369.0
"2020-01-06",0,0,"Australia",24992369.0
"2020-01-05",0,0,"Australia",24992369.0
"2020-01-04",0,0,"Australia",24992369.0
"2020-01-03",0,0,"Australia",24992369.0
"2020-01-02",0,0,"Australia",24992369.0
"2020-01-01",0,0,"Australia",24992369.0
"2019-12-31",0,0,"Australia",24992369.0
"2020-04-05",241,18,"Austria",8847037.0
"2020-04-04",396,10,"Austria",8847037.0
"2020-04-03",418,12,"Austria",8847037.0
"2020-04-02",529,18,"Austria",8847037.0
"2020-04-01",564,20,"Austria",8847037.0
"2020-03-31",805,22,"Austria",8847037.0
"2020-03-30",522,18,"Austria",8847037.0
"2020-03-29",594,0,"Austria",8847037.0
"2020-03-28",668,16,"Austria",8847037.0
"2020-03-27",1141,18,"Austria",8847037.0
"2020-03-26",606,4,"Austria",8847037.0
"2020-03-25",796,5,"Austria",8847037.0
"2020-03-24",855,9,"Austria",8847037.0
"2020-03-23",607,8,"Austria",8847037.0
"2020-03-22",375,2,"Austria",8847037.0
"2020-03-21",453,0,"Austria",8847037.0
"2020-03-20",550,2,"Austria",8847037.0
"2020-03-19",314,1,"Austria",8847037.0
"2020-03-18",316,0,"Austria",8847037.0
"2020-03-17",156,2,"Austria",8847037.0
"2020-03-16",205,0,"Austria",8847037.0
"2020-03-15",151,0,"Austria",8847037.0
"2020-03-14",143,0,"Austria",8847037.0
"2020-03-13",115,1,"Austria",8847037.0
"2020-03-12",64,0,"Austria",8847037.0
"2020-03-11",51,0,"Austria",8847037.0
"2020-03-10",29,0,"Austria",8847037.0
"2020-03-09",3,0,"Austria",8847037.0
"2020-03-08",25,0,"Austria",8847037.0
"2020-03-07",33,0,"Austria",8847037.0
"2020-03-06",12,0,"Austria",8847037.0
"2020-03-05",5,0,"Austria",8847037.0
"2020-03-04",6,0,"Austria",8847037.0
"2020-03-03",4,0,"Austria",8847037.0
"2020-03-02",4,0,"Austria",8847037.0
"2020-03-01",3,0,"Austria",8847037.0
"2020-02-29",2,0,"Austria",8847037.0
"2020-02-28",3,0,"Austria",8847037.0
"2020-02-27",0,0,"Austria",8847037.0
"2020-02-26",2,0,"Austria",8847037.0
"2020-02-25",0,0,"Austria",8847037.0
"2020-02-24",0,0,"Austria",8847037.0
"2020-02-23",0,0,"Austria",8847037.0
"2020-02-22",0,0,"Austria",8847037.0
"2020-02-21",0,0,"Austria",8847037.0
"2020-02-20",0,0,"Austria",8847037.0
"2020-02-19",0,0,"Austria",8847037.0
"2020-02-18",0,0,"Austria",8847037.0
"2020-02-17",0,0,"Austria",8847037.0
"2020-02-16",0,0,"Austria",8847037.0
"2020-02-15",0,0,"Austria",8847037.0
"2020-02-14",0,0,"Austria",8847037.0
"2020-02-13",0,0,"Austria",8847037.0
"2020-02-12",0,0,"Austria",8847037.0
"2020-02-11",0,0,"Austria",8847037.0
"2020-02-10",0,0,"Austria",8847037.0
"2020-02-09",0,0,"Austria",8847037.0
"2020-02-08",0,0,"Austria",8847037.0
"2020-02-07",0,0,"Austria",8847037.0
"2020-02-06",0,0,"Austria",8847037.0
"2020-02-05",0,0,"Austria",8847037.0
"2020-02-04",0,0,"Austria",8847037.0
"2020-02-03",0,0,"Austria",8847037.0
"2020-02-02",0,0,"Austria",8847037.0
"2020-02-01",0,0,"Austria",8847037.0
"2020-01-31",0,0,"Austria",8847037.0
"2020-01-30",0,0,"Austria",8847037.0
"2020-01-29",0,0,"Austria",8847037.0
"2020-01-28",0,0,"Austria",8847037.0
"2020-01-27",0,0,"Austria",8847037.0
"2020-01-26",0,0,"Austria",8847037.0
"2020-01-25",0,0,"Austria",8847037.0
"2020-01-24",0,0,"Austria",8847037.0
"2020-01-23",0,0,"Austria",8847037.0
"2020-01-22",0,0,"Austria",8847037.0
"2020-01-21",0,0,"Austria",8847037.0
"2020-01-20",0,0,"Austria",8847037.0
"2020-01-19",0,0,"Austria",8847037.0
"2020-01-18",0,0,"Austria",8847037.0
"2020-01-17",0,0,"Austria",8847037.0
