"Date","Country","Population","New confirmed cases","New deaths","Total confirmed cases","Total deaths"
"2020-01-30","United Kingdom",66488991,0,0,0,0
"2020-01-30","United States of America",327167434,0,0,5,0
"2020-01-30","Vietnam",95540395,0,0,2,0
"2020-01-31","Afghanistan",37172386,0,0,0,0
"2020-01-31","Algeria",42228429,0,0,0,0
"2020-01-31","Armenia",2951776,0,0,0,0
"2020-01-31","Australia",24992369,1,0,7,0
"2020-01-31","Austria",8847037,0,0,0,0
"2020-01-31","Azerbaijan",9942334,0,0,0,0
"2020-01-31","Bahrain",1569439,0,0,0,0
"2020-01-31","Belarus",9485386,0,0,0,0
"2020-01-31","Belgium",11422068,0,0,0,0
"2020-01-31","Brazil",209469333,0,0,0,0
"2020-01-31","Cambodia",16249798,0,0,1,0
"2020-01-31","Canada",37058856,0,0,3,0
"2020-01-31","China",1392730000,1980,43,9714,213
"2020-01-31","Croatia",4089400,0,0,0,0
"2020-01-31","Czechia",0,0,0,0,0
"2020-01-31","Denmark",5797446,0,0,0,0
"2020-01-31","Diamond Princess",3711,0,0,0,0
"2020-01-31","Dominican Republic",10627165,0,0,0,0
"2020-01-31","Ecuador",17084357,0,0,0,0
"2020-01-31","Egypt",98423595,0,0,0,0
"2020-01-31","Estonia",1320884,0,0,0,0
"2020-01-31","Finland",5518050,0,0,1,0
"2020-01-31","France",66987244,1,0,6,0
"2020-01-31","Georgia",3731000,0,0,0,0
"2020-01-31","Germany",82927922,1,0,5,0
"2020-01-31","Greece",10727668,0,0,0,0
"2020-01-31","Iceland",353574,0,0,0,0
"2020-01-31","India",1352617328,0,0,1,0
"2020-01-31","Indonesia",267663435,0,0,0,0
"2020-01-31","Iran",81800269,0,0,0,0
"2020-01-31","Iraq",38433600,0,0,0,0
"2020-01-31","Ireland",4853506,0,0,0,0
"2020-01-31","Israel",8883800,0,0,0,0
"2020-01-31","Italy",60431283,3,0,3,0
"2020-01-31","Japan",126529100,3,0,14,0
"2020-01-31","Kuwait",4137309,0,0,0,0
"2020-01-31","Lebanon",6848925,0,0,0,0
"2020-01-31","Lithuania",2789533,0,0,0,0
"2020-01-31","Luxembourg",607728,0,0,0,0
"2020-01-31","Malaysia",31528585,1,0,8,0
"2020-01-31","Mexico",126190788,0,0,0,0
"2020-01-31","Monaco",38682,0,0,0,0
"2020-01-31","Nepal",28087871,0,0,1,0
"2020-01-31","Netherlands",17231017,0,0,0,0
"2020-01-31","New Zealand",4885500,0,0,0,0
"2020-01-31","Nigeria",195874740,0,0,0,0
"2020-01-31","North Macedonia",2082958,0,0,0,0
"2020-01-31","Norway",5314336,0,0,0,0
"2020-01-31","Oman",4829483,0,0,0,0
"2020-01-31","Pakistan",212215030,0,0,0,0
"2020-01-31","Philippines",106651922,0,0,1,0
"2020-01-31","Qatar",2781677,0,0,0,0
"2020-01-31","Romania",19473936,0,0,0,0
"2020-01-31","Russia",144478050,0,0,0,0
"2020-01-31","San Marino",33785,0,0,0,0
"2020-01-31","Singapore",5638676,3,0,13,0
"2020-01-31","South Korea",51635256,3,0,7,0
"2020-01-31","Spain",46723749,0,0,0,0
"2020-01-31","Sri Lanka",21670000,0,0,1,0
"2020-01-31","Sweden",10183175,0,0,0,0
"2020-01-31","Switzerland",8516543,0,0,0,0
"2020-01-31","Taiwan",23780452,1,0,9,0
"2020-01-31","Thailand",69428524,0,0,14,0
"2020-01-31","United Arab Emirates",9630959,0,0,4,0
"2020-01-31","United Kingdom",66488991,2,0,2,0
"2020-01-31","United States of America",327167434,1,0,6,0
"2020-01-31","Vietnam",95540395,3,0,5,0
"2020-02-01","Afghanistan",37172386,0,0,0,0
"2020-02-01","Algeria",42228429,0,0,0,0
"2020-02-01","Armenia",2951776,0,0,0,0
"2020-02-01","Australia",24992369,2,0,9,0
"2020-02-01","Austria",8847037,0,0,0,0
"2020-02-01","Azerbaijan",9942334,0,0,0,0
"2020-02-01","Bahrain",1569439,0,0,0,0
"2020-02-01","Belarus",9485386,0,0,0,0
"2020-02-01","Belgium",11422068,0,0,0,0
"2020-02-01","Brazil",209469333,0,0,0,0
"2020-02-01","Cambodia",16249798,0,0,1,0
"2020-02-01","Canada",37058856,1,0,4,0
"2020-02-01","China",1392730000,2095,46,11809,259
"2020-02-01","Croatia",4089400,0,0,0,0
"2020-02-01","Czechia",0,0,0,0,0
"2020-02-01","Denmark",5797446,0,0,0,0
"2020-02-01","Diamond Princess",3711,0,0,0,0
"2020-02-01","Dominican Republic",10627165,0,0,0,0
"2020-02-01","Ecuador",17084357,0,0,0,0
"2020-02-01","Egypt",98423595,0,0,0,0
"2020-02-01","Estonia",1320884,0,0,0,0
"2020-02-01","Finland",5518050,0,0,1,0
"2020-02-01","France",66987244,0,0,6,0
"2020-02-01","Georgia",3731000,0,0,0,0
"2020-02-01","Germany",82927922,2,0,7,0
"2020-02-01","Greece",10727668,0,0,0,0
"2020-02-01","Iceland",353574,0,0,0,0
"2020-02-01","India",1352617328,0,0,1,0
"2020-02-01","Indonesia",267663435,0,0,0,0
"2020-02-01","Iran",81800269,0,0,0,0
"2020-02-01","Iraq",38433600,0,0,0,0
"2020-02-01","Ireland",4853506,0,0,0,0
"2020-02-01","Israel",8883800,0,0,0,0
"2020-02-01","Italy",60431283,0,0,3,0
"2020-02-01","Japan",126529100,1,0,15,0
"2020-02-01","Kuwait",4137309,0,0,0,0
"2020-02-01","Lebanon",6848925,0,0,0,0
"2020-02-01","Lithuania",2789533,0,0,0,0
"2020-02-01","Luxembourg",607728,0,0,0,0
"2020-02-01","Malaysia",31528585,0,0,8,0
"2020-02-01","Mexico",126190788,0,0,0,0
"2020-02-01","Monaco",38682,0,0,0,0
"2020-02-01","Nepal",28087871,0,0,1,0
"2020-02-01","Netherlands",17231017,0,0,0,0
"2020-02-01","New Zealand",4885500,0,0,0,0
"2020-02-01","Nigeria",195874740,0,0,0,0
"2020-02-01","North Macedonia",2082958,0,0,0,0
"2020-02-01","Norway",5314336,0,0,0,0
"2020-02-01","Oman",4829483,0,0,0,0
"2020-02-01","Pakistan",212215030,0,0,0,0
"2020-02-01","Philippines",106651922,0,0,1,0
"2020-02-01","Qatar",2781677,0,0,0,0
"2020-02-01","Romania",19473936,0,0,0,0
"2020-02-01","Russia",144478050,2,0,2,0
"2020-02-01","San Marino",33785,0,0,0,0
"2020-02-01","Singapore",5638676,3,0,16,0
"2020-02-01","South Korea",51635256,5,0,12,0
"2020-02-01","Spain",46723749,1,0,1,0
"2020-02-01","Sri Lanka",21670000,0,0,1,0
"2020-02-01","Sweden",10183175,1,0,1,0
"2020-02-01","Switzerland",8516543,0,0,0,0
"2020-02-01","Taiwan",23780452,1,0,10,0
"2020-02-01","Thailand",69428524,5,0,19,0
"2020-02-01","United Arab Emirates",9630959,0,0,4,0
"2020-02-01","United Kingdom",66488991,0,0,2,0
"2020-02-01","United States of America",327167434,1,0,7,0
"2020-02-01","Vietnam",95540395,0,0,5,0
"2020-02-02","Afghanistan",37172386,0,0,0,0
"2020-02-02","Algeria",42228429,0,0,0,0
"2020-02-02","Armenia",2951776,0,0,0,0
"2020-02-02","Australia",24992369,2,0,11,0
"2020-02-02","Austria",8847037,0,0,0,0
"2020-02-02","Azerbaijan",9942334,0,0,0,0
"2020-02-02","Bahrain",1569439,0,0,0,0
"2020-02-02","Belarus",9485386,0,0,0,0
"2020-02-02","Belgium",11422068,0,0,0,0
"2020-02-02","Brazil",209469333,0,0,0,0
"2020-02-02","Cambodia",16249798,0,0,1,0
"2020-02-02","Canada",37058856,0,0,4,0
"2020-02-02","China",1392730000,2590,45,14399,304
"2020-02-02","Croatia",4089400,0,0,0,0
"2020-02-02","Czechia",0,0,0,0,0
"2020-02-02","Denmark",5797446,0,0,0,0
"2020-02-02","Diamond Princess",3711,0,0,0,0
"2020-02-02","Dominican Republic",10627165,0,0,0,0
"2020-02-02","Ecuador",17084357,0,0,0,0
"2020-02-02","Egypt",98423595,0,0,0,0
"2020-02-02","Estonia",1320884,0,0,0,0
"2020-02-02","Finland",5518050,0,0,1,0
"2020-02-02","France",66987244,0,0,6,0
"2020-02-02","Georgia",3731000,0,0,0,0
"2020-02-02","Germany",82927922,1,0,8,0
"2020-02-02","Greece",10727668,0,0,0,0
"2020-02-02","Iceland",353574,0,0,0,0
"2020-02-02","India",1352617328,1,0,2,0
"2020-02-02","Indonesia",267663435,0,0,0,0
"2020-02-02","Iran",81800269,0,0,0,0
"2020-02-02","Iraq",38433600,0,0,0,0
"2020-02-02","Ireland",4853506,0,0,0,0
"2020-02-02","Israel",8883800,0,0,0,0
"2020-02-02","Italy",60431283,0,0,3,0
"2020-02-02","Japan",126529100,4,0,19,0
"2020-02-02","Kuwait",4137309,0,0,0,0
"2020-02-02","Lebanon",6848925,0,0,0,0
"2020-02-02","Lithuania",2789533,0,0,0,0
"2020-02-02","Luxembourg",607728,0,0,0,0
"2020-02-02","Malaysia",31528585,0,0,8,0
"2020-02-02","Mexico",126190788,0,0,0,0
"2020-02-02","Monaco",38682,0,0,0,0
"2020-02-02","Nepal",28087871,0,0,1,0
"2020-02-02","Netherlands",17231017,0,0,0,0
"2020-02-02","New Zealand",4885500,0,0,0,0
"2020-02-02","Nigeria",195874740,0,0,0,0
"2020-02-02","North Macedonia",2082958,0,0,0,0
"2020-02-02","Norway",5314336,0,0,0,0
"2020-02-02","Oman",4829483,0,0,0,0
"2020-02-02","Pakistan",212215030,0,0,0,0
"2020-02-02","Philippines",106651922,1,1,2,1
"2020-02-02","Qatar",2781677,0,0,0,0
"2020-02-02","Romania",19473936,0,0,0,0
"2020-02-02","Russia",144478050,0,0,2,0
"2020-02-02","San Marino",33785,0,0,0,0
"2020-02-02","Singapore",5638676,2,0,18,0
"2020-02-02","South Korea",51635256,3,0,15,0
"2020-02-02","Spain",46723749,0,0,1,0
"2020-02-02","Sri Lanka",21670000,0,0,1,0
"2020-02-02","Sweden",10183175,0,0,1,0
"2020-02-02","Switzerland",8516543,0,0,0,0
"2020-02-02","Taiwan",23780452,0,0,10,0
"2020-02-02","Thailand",69428524,0,0,19,0
"2020-02-02","United Arab Emirates",9630959,1,0,5,0
"2020-02-02","United Kingdom",66488991,0,0,2,0
"2020-02-02","United States of America",327167434,1,0,8,0
"2020-02-02","Vietnam",95540395,2,0,7,0
"2020-02-03","Afghanistan",37172386,0,0,0,0
"2020-02-03","Algeria",42228429,0,0,0,0
"2020-02-03","Armenia",2951776,0,0,0,0
"2020-02-03","Australia",24992369,0,0,11,0
"2020-02-03","Austria",8847037,0,0,0,0
"2020-02-03","Azerbaijan",9942334,0,0,0,0
"2020-02-03","Bahrain",1569439,0,0,0,0
"2020-02-03","Belarus",9485386,0,0,0,0
"2020-02-03","Belgium",11422068,0,0,0,0
"2020-02-03","Brazil",209469333,0,0,0,0
"2020-02-03","Cambodia",16249798,0,0,1,0
"2020-02-03","Canada",37058856,0,0,4,0
"2020-02-03","China",1392730000,2812,57,17211,361
"2020-02-03","Croatia",4089400,0,0,0,0
"2020-02-03","Czechia",0,0,0,0,0
"2020-02-03","Denmark",5797446,0,0,0,0
"2020-02-03","Diamond Princess",3711,0,0,0,0
"2020-02-03","Dominican Republic",10627165,0,0,0,0
"2020-02-03","Ecuador",17084357,0,0,0,0
"2020-02-03","Egypt",98423595,0,0,0,0
"2020-02-03","Estonia",1320884,0,0,0,0
"2020-02-03","Finland",5518050,0,0,1,0
"2020-02-03","France",66987244,0,0,6,0
"2020-02-03","Georgia",3731000,0,0,0,0
"2020-02-03","Germany",82927922,1,0,9,0
"2020-02-03","Greece",10727668,0,0,0,0
"2020-02-03","Iceland",353574,0,0,0,0
"2020-02-03","India",1352617328,0,0,2,0
"2020-02-03","Indonesia",267663435,0,0,0,0
"2020-02-03","Iran",81800269,0,0,0,0
"2020-02-03","Iraq",38433600,0,0,0,0
"2020-02-03","Ireland",4853506,0,0,0,0
"2020-02-03","Israel",8883800,0,0,0,0
"2020-02-03","Italy",60431283,0,0,3,0
"2020-02-03","Japan",126529100,1,0,20,0
"2020-02-03","Kuwait",4137309,0,0,0,0
"2020-02-03","Lebanon",6848925,0,0,0,0
"2020-02-03","Lithuania",2789533,0,0,0,0
"2020-02-03","Luxembourg",607728,0,0,0,0
"2020-02-03","Malaysia",31528585,0,0,8,0
"2020-02-03","Mexico",126190788,0,0,0,0
"2020-02-03","Monaco",38682,0,0,0,0
"2020-02-03","Nepal",28087871,0,0,1,0
"2020-02-03","Netherlands",17231017,0,0,0,0
"2020-02-03","New Zealand",4885500,0,0,0,0
"2020-02-03","Nigeria",195874740,0,0,0,0
"2020-02-03","North Macedonia",2082958,0,0,0,0
"2020-02-03","Norway",5314336,0,0,0,0
"2020-02-03","Oman",4829483,0,0,0,0
"2020-02-03","Pakistan",212215030,0,0,0,0
"2020-02-03","Philippines",106651922,0,0,2,1
"2020-02-03","Qatar",2781677,0,0,0,0
"2020-02-03","Romania",19473936,0,0,0,0
"2020-02-03","Russia",144478050,0,0,2,0
"2020-02-03","San Marino",33785,0,0,0,0
"2020-02-03","Singapore",5638676,0,0,18,0
"2020-02-03","South Korea",51635256,0,0,15,0
"2020-02-03","Spain",46723749,0,0,1,0
"2020-02-03","Sri Lanka",21670000,0,0,1,0
"2020-02-03","Sweden",10183175,0,0,1,0
"2020-02-03","Switzerland",8516543,0,0,0,0
"2020-02-03","Taiwan",23780452,0,0,10,0
"2020-02-03","Thailand",69428524,0,0,19,0
"2020-02-03","United Arab Emirates",9630959,0,0,5,0
"2020-02-03","United Kingdom",66488991,0,0,2,0
"2020-02-03","United States of America",327167434,3,0,11,0
"2020-02-03","Vietnam",95540395,1,0,8,0
"2020-02-04","Afghanistan",37172386,0,0,0,0
"2020-02-04","Algeria",42228429,0,0,0,0
"2020-02-04","Armenia",2951776,0,0,0,0
"2020-02-04","Australia",24992369,0,0,11,0
"2020-02-04","Austria",8847037,0,0,0,0
"2020-02-04","Azerbaijan",9942334,0,0,0,0
"2020-02-04","Bahrain",1569439,0,0,0,0
"2020-02-04","Belarus",9485386,0,0,0,0
"2020-02-04","Belgium",11422068,1,0,1,0
"2020-02-04","Brazil",209469333,0,0,0,0
"2020-02-04","Cambodia",16249798,0,0,1,0
"2020-02-04","Canada",37058856,0,0,4,0
"2020-02-04","China",1392730000,3237,65,20448,426
"2020-02-04","Croatia",4089400,0,0,0,0
"2020-02-04","Czechia",0,0,0,0,0
"2020-02-04","Denmark",5797446,0,0,0,0
"2020-02-04","Diamond Princess",3711,0,0,0,0
"2020-02-04","Dominican Republic",10627165,0,0,0,0
"2020-02-04","Ecuador",17084357,0,0,0,0
"2020-02-04","Egypt",98423595,0,0,0,0
"2020-02-04","Estonia",1320884,0,0,0,0
"2020-02-04","Finland",5518050,0,0,1,0
"2020-02-04","France",66987244,0,0,6,0
"2020-02-04","Georgia",3731000,0,0,0,0
"2020-02-04","Germany",82927922,2,0,11,0
"2020-02-04","Greece",10727668,0,0,0,0
"2020-02-04","Iceland",353574,0,0,0,0
"2020-02-04","India",1352617328,1,0,3,0
"2020-02-04","Indonesia",267663435,0,0,0,0
"2020-02-04","Iran",81800269,0,0,0,0
"2020-02-04","Iraq",38433600,0,0,0,0
"2020-02-04","Ireland",4853506,0,0,0,0
"2020-02-04","Israel",8883800,0,0,0,0
"2020-02-04","Italy",60431283,0,0,3,0
"2020-02-04","Japan",126529100,0,0,20,0
"2020-02-04","Kuwait",4137309,0,0,0,0
"2020-02-04","Lebanon",6848925,0,0,0,0
"2020-02-04","Lithuania",2789533,0,0,0,0
"2020-02-04","Luxembourg",607728,0,0,0,0
"2020-02-04","Malaysia",31528585,0,0,8,0
"2020-02-04","Mexico",126190788,0,0,0,0
"2020-02-04","Monaco",38682,0,0,0,0
"2020-02-04","Nepal",28087871,0,0,1,0
"2020-02-04","Netherlands",17231017,0,0,0,0
"2020-02-04","New Zealand",4885500,0,0,0,0
"2020-02-04","Nigeria",195874740,0,0,0,0
"2020-02-04","North Macedonia",2082958,0,0,0,0
"2020-02-04","Norway",5314336,0,0,0,0
"2020-02-04","Oman",4829483,0,0,0,0
"2020-02-04","Pakistan",212215030,0,0,0,0
"2020-02-04","Philippines",106651922,0,0,2,1
"2020-02-04","Qatar",2781677,0,0,0,0
"2020-02-04","Romania",19473936,0,0,0,0
"2020-02-04","Russia",144478050,0,0,2,0
"2020-02-04","San Marino",33785,0,0,0,0
"2020-02-04","Singapore",5638676,0,0,18,0
"2020-02-04","South Korea",51635256,1,0,16,0
"2020-02-04","Spain",46723749,0,0,1,0
"2020-02-04","Sri Lanka",21670000,0,0,1,0
"2020-02-04","Sweden",10183175,0,0,1,0
"2020-02-04","Switzerland",8516543,0,0,0,0
"2020-02-04","Taiwan",23780452,0,0,10,0
"2020-02-04","Thailand",69428524,0,0,19,0
"2020-02-04","United Arab Emirates",9630959,0,0,5,0
"2020-02-04","United Kingdom",66488991,0,0,2,0
"2020-02-04","United States of America",327167434,0,0,11,0
"2020-02-04","Vietnam",95540395,1,0,9,0
"2020-02-05","Afghanistan",37172386,0,0,0,0
"2020-02-05","Algeria",42228429,0,0,0,0
"2020-02-05","Armenia",2951776,0,0,0,0
"2020-02-05","Australia",24992369,1,0,12,0
"2020-02-05","Austria",8847037,0,0,0,0
"2020-02-05","Azerbaijan",9942334,0,0,0,0
"2020-02-05","Bahrain",1569439,0,0,0,0
"2020-02-05","Belarus",9485386,0,0,0,0
"2020-02-05","Belgium",11422068,0,0,1,0
"2020-02-05","Brazil",209469333,0,0,0,0
"2020-02-05","Cambodia",16249798,0,0,1,0
"2020-02-05","Canada",37058856,1,0,5,0
"2020-02-05","China",1392730000,3872,66,24320,492
"2020-02-05","Croatia",4089400,0,0,0,0
"2020-02-05","Czechia",0,0,0,0,0
"2020-02-05","Denmark",5797446,0,0,0,0
"2020-02-05","Diamond Princess",3711,10,0,10,0
"2020-02-05","Dominican Republic",10627165,0,0,0,0
"2020-02-05","Ecuador",17084357,0,0,0,0
"2020-02-05","Egypt",98423595,0,0,0,0
"2020-02-05","Estonia",1320884,0,0,0,0
"2020-02-05","Finland",5518050,0,0,1,0
"2020-02-05","France",66987244,0,0,6,0
"2020-02-05","Georgia",3731000,0,0,0,0
"2020-02-05","Germany",82927922,0,0,11,0
"2020-02-05","Greece",10727668,0,0,0,0
"2020-02-05","Iceland",353574,0,0,0,0
"2020-02-05","India",1352617328,0,0,3,0
"2020-02-05","Indonesia",267663435,0,0,0,0
"2020-02-05","Iran",81800269,0,0,0,0
"2020-02-05","Iraq",38433600,0,0,0,0
"2020-02-05","Ireland",4853506,0,0,0,0
"2020-02-05","Israel",8883800,0,0,0,0
"2020-02-05","Italy",60431283,0,0,3,0
"2020-02-05","Japan",126529100,5,0,25,0
"2020-02-05","Kuwait",4137309,0,0,0,0
"2020-02-05","Lebanon",6848925,0,0,0,0
"2020-02-05","Lithuania",2789533,0,0,0,0
"2020-02-05","Luxembourg",607728,0,0,0,0
"2020-02-05","Malaysia",31528585,2,0,10,0
"2020-02-05","Mexico",126190788,0,0,0,0
"2020-02-05","Monaco",38682,0,0,0,0
"2020-02-05","Nepal",28087871,0,0,1,0
"2020-02-05","Netherlands",17231017,0,0,0,0
"2020-02-05","New Zealand",4885500,0,0,0,0
"2020-02-05","Nigeria",195874740,0,0,0,0
"2020-02-05","North Macedonia",2082958,0,0,0,0
"2020-02-05","Norway",5314336,0,0,0,0
"2020-02-05","Oman",4829483,0,0,0,0
"2020-02-05","Pakistan",212215030,0,0,0,0
"2020-02-05","Philippines",106651922,0,0,2,1
"2020-02-05","Qatar",2781677,0,0,0,0
"2020-02-05","Romania",19473936,0,0,0,0
"2020-02-05","Russia",144478050,0,0,2,0
"2020-02-05","San Marino",33785,0,0,0,0
"2020-02-05","Singapore",5638676,6,0,24,0
"2020-02-05","South Korea",51635256,2,0,18,0
"2020-02-05","Spain",46723749,0,0,1,0
"2020-02-05","Sri Lanka",21670000,0,0,1,0
"2020-02-05","Sweden",10183175,0,0,1,0
"2020-02-05","Switzerland",8516543,0,0,0,0
"2020-02-05","Taiwan",23780452,1,0,11,0
"2020-02-05","Thailand",69428524,6,0,25,0
"2020-02-05","United Arab Emirates",9630959,0,0,5,0
"2020-02-05","United Kingdom",66488991,0,0,2,0
"2020-02-05","United States of America",327167434,0,0,11,0
"2020-02-05","Vietnam",95540395,1,0,10,0
"2020-02-06","Afghanistan",37172386,0,0,0,0
"2020-02-06","Algeria",42228429,0,0,0,0
"2020-02-06","Armenia",2951776,0,0,0,0
"2020-02-06","Australia",24992369,1,0,13,0
"2020-02-06","Austria",8847037,0,0,0,0
"2020-02-06","Azerbaijan",9942334,0,0,0,0
"2020-02-06","Bahrain",1569439,0,0,0,0
"2020-02-06","Belarus",9485386,0,0,0,0
"2020-02-06","Belgium",11422068,0,0,1,0
"2020-02-06","Brazil",209469333,0,0,0,0
"2020-02-06","Cambodia",16249798,0,0,1,0
"2020-02-06","Canada",37058856,0,0,5,0
"2020-02-06","China",1392730000,3727,72,28047,564
"2020-02-06","Croatia",4089400,0,0,0,0
"2020-02-06","Czechia",0,0,0,0,0
"2020-02-06","Denmark",5797446,0,0,0,0
"2020-02-06","Diamond Princess",3711,10,0,20,0
"2020-02-06","Dominican Republic",10627165,0,0,0,0
"2020-02-06","Ecuador",17084357,0,0,0,0
"2020-02-06","Egypt",98423595,0,0,0,0
"2020-02-06","Estonia",1320884,0,0,0,0
"2020-02-06","Finland",5518050,0,0,1,0
"2020-02-06","France",66987244,0,0,6,0
"2020-02-06","Georgia",3731000,0,0,0,0
"2020-02-06","Germany",82927922,0,0,11,0
"2020-02-06","Greece",10727668,0,0,0,0
"2020-02-06","Iceland",353574,0,0,0,0
"2020-02-06","India",1352617328,0,0,3,0
"2020-02-06","Indonesia",267663435,0,0,0,0
"2020-02-06","Iran",81800269,0,0,0,0
"2020-02-06","Iraq",38433600,0,0,0,0
"2020-02-06","Ireland",4853506,0,0,0,0
"2020-02-06","Israel",8883800,0,0,0,0
"2020-02-06","Italy",60431283,0,0,3,0
"2020-02-06","Japan",126529100,0,0,25,0
"2020-02-06","Kuwait",4137309,0,0,0,0
"2020-02-06","Lebanon",6848925,0,0,0,0
"2020-02-06","Lithuania",2789533,0,0,0,0
"2020-02-06","Luxembourg",607728,0,0,0,0
"2020-02-06","Malaysia",31528585,2,0,12,0
"2020-02-06","Mexico",126190788,0,0,0,0
"2020-02-06","Monaco",38682,0,0,0,0
"2020-02-06","Nepal",28087871,0,0,1,0
"2020-02-06","Netherlands",17231017,0,0,0,0
"2020-02-06","New Zealand",4885500,0,0,0,0
"2020-02-06","Nigeria",195874740,0,0,0,0
"2020-02-06","North Macedonia",2082958,0,0,0,0
"2020-02-06","Norway",5314336,0,0,0,0
"2020-02-06","Oman",4829483,0,0,0,0
"2020-02-06","Pakistan",212215030,0,0,0,0
"2020-02-06","Philippines",106651922,1,0,3,1
"2020-02-06","Qatar",2781677,0,0,0,0
"2020-02-06","Romania",19473936,0,0,0,0
"2020-02-06","Russia",144478050,0,0,2,0
"2020-02-06","San Marino",33785,0,0,0,0
"2020-02-06","Singapore",5638676,4,0,28,0
"2020-02-06","South Korea",51635256,5,0,23,0
"2020-02-06","Spain",46723749,0,0,1,0
"2020-02-06","Sri Lanka",21670000,0,0,1,0
"2020-02-06","Sweden",10183175,0,0,1,0
"2020-02-06","Switzerland",8516543,0,0,0,0
"2020-02-06","Taiwan",23780452,0,0,11,0
"2020-02-06","Thailand",69428524,0,0,25,0
"2020-02-06","United Arab Emirates",9630959,0,0,5,0
"2020-02-06","United Kingdom",66488991,0,0,2,0
"2020-02-06","United States of America",327167434,1,0,12,0
"2020-02-06","Vietnam",95540395,0,0,10,0
"2020-02-07","Afghanistan",37172386,0,0,0,0
"2020-02-07","Algeria",42228429,0,0,0,0
"2020-02-07","Armenia",2951776,0,0,0,0
"2020-02-07","Australia",24992369,1,0,14,0
"2020-02-07","Austria",8847037,0,0,0,0
"2020-02-07","Azerbaijan",9942334,0,0,0,0
"2020-02-07","Bahrain",1569439,0,0,0,0
"2020-02-07","Belarus",9485386,0,0,0,0
"2020-02-07","Belgium",11422068,0,0,1,0
"2020-02-07","Brazil",209469333,0,0,0,0
"2020-02-07","Cambodia",16249798,0,0,1,0
"2020-02-07","Canada",37058856,2,0,7,0
"2020-02-07","China",1392730000,3160,73,31207,637
"2020-02-07","Croatia",4089400,0,0,0,0
"2020-02-07","Czechia",0,0,0,0,0
"2020-02-07","Denmark",5797446,0,0,0,0
"2020-02-07","Diamond Princess",3711,41,0,61,0
"2020-02-07","Dominican Republic",10627165,0,0,0,0
"2020-02-07","Ecuador",17084357,0,0,0,0
"2020-02-07","Egypt",98423595,0,0,0,0
"2020-02-07","Estonia",1320884,0,0,0,0
"2020-02-07","Finland",5518050,0,0,1,0
"2020-02-07","France",66987244,0,0,6,0
"2020-02-07","Georgia",3731000,0,0,0,0
"2020-02-07","Germany",82927922,1,0,12,0
"2020-02-07","Greece",10727668,0,0,0,0
"2020-02-07","Iceland",353574,0,0,0,0
"2020-02-07","India",1352617328,0,0,3,0
"2020-02-07","Indonesia",267663435,0,0,0,0
"2020-02-07","Iran",81800269,0,0,0,0
"2020-02-07","Iraq",38433600,0,0,0,0
"2020-02-07","Ireland",4853506,0,0,0,0
"2020-02-07","Israel",8883800,0,0,0,0
"2020-02-07","Italy",60431283,0,0,3,0
"2020-02-07","Japan",126529100,0,0,25,0
"2020-02-07","Kuwait",4137309,0,0,0,0
"2020-02-07","Lebanon",6848925,0,0,0,0
"2020-02-07","Lithuania",2789533,0,0,0,0
"2020-02-07","Luxembourg",607728,0,0,0,0
"2020-02-07","Malaysia",31528585,2,0,14,0
"2020-02-07","Mexico",126190788,0,0,0,0
"2020-02-07","Monaco",38682,0,0,0,0
"2020-02-07","Nepal",28087871,0,0,1,0
"2020-02-07","Netherlands",17231017,0,0,0,0
"2020-02-07","New Zealand",4885500,0,0,0,0
"2020-02-07","Nigeria",195874740,0,0,0,0
"2020-02-07","North Macedonia",2082958,0,0,0,0
"2020-02-07","Norway",5314336,0,0,0,0
"2020-02-07","Oman",4829483,0,0,0,0
"2020-02-07","Pakistan",212215030,0,0,0,0
"2020-02-07","Philippines",106651922,0,0,3,1
"2020-02-07","Qatar",2781677,0,0,0,0
"2020-02-07","Romania",19473936,0,0,0,0
"2020-02-07","Russia",144478050,0,0,2,0
"2020-02-07","San Marino",33785,0,0,0,0
"2020-02-07","Singapore",5638676,2,0,30,0
"2020-02-07","South Korea",51635256,1,0,24,0
"2020-02-07","Spain",46723749,0,0,1,0
"2020-02-07","Sri Lanka",21670000,0,0,1,0
"2020-02-07","Sweden",10183175,0,0,1,0
"2020-02-07","Switzerland",8516543,0,0,0,0
"2020-02-07","Taiwan",23780452,5,0,16,0
"2020-02-07","Thailand",69428524,0,0,25,0
"2020-02-07","United Arab Emirates",9630959,0,0,5,0
"2020-02-07","United Kingdom",66488991,1,0,3,0
"2020-02-07","United States of America",327167434,0,0,12,0
"2020-02-07","Vietnam",95540395,2,0,12,0
"2020-02-08","Afghanistan",37172386,0,0,0,0
"2020-02-08","Algeria",42228429,0,0,0,0
"2020-02-08","Armenia",2951776,0,0,0,0
"2020-02-08","Australia",24992369,0,0,14,0
"2020-02-08","Austria",8847037,0,0,0,0
"2020-02-08","Azerbaijan",9942334,0,0,0,0
"2020-02-08","Bahrain",1569439,0,0,0,0
"2020-02-08","Belarus",9485386,0,0,0,0
"2020-02-08","Belgium",11422068,0,0,1,0
"2020-02-08","Brazil",209469333,0,0,0,0
"2020-02-08","Cambodia",16249798,0,0,1,0
"2020-02-08","Canada",37058856,0,0,7,0
"2020-02-08","China",1392730000,3418,86,34625,723
"2020-02-08","Croatia",4089400,0,0,0,0
"2020-02-08","Czechia",0,0,0,0,0
